areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00110701,25,30.5,20.3,24.2
E00110702,20.1,37.3,19.4,23.1
E00110706,24.6,31,16.9,27.5
E00118325,21.2,32.6,22.7,23.5
E00118326,5.4,27.9,21.7,45
E00118327,32.4,39.6,14.4,13.7
E00118328,49.6,27.8,12,10.5
E00118329,13,35.8,21.1,30.1
E00118330,11.3,37.6,15.8,35.3
E00118331,10.1,34.2,24.8,30.9
E00118332,14.5,34.2,21.4,29.9
E00118333,23.5,34.8,13,28.7
E00118334,15.9,32.6,14.4,37.1
E00118335,25.4,23.2,24.6,26.8
E00118336,17.2,46.1,16.4,20.3
E00118337,22,40.7,18.6,18.6
E00118338,29.7,37.3,9.3,23.7
E00118339,34.9,34.3,12,18.7
E00118340,18.3,32.5,20,29.2
E00118341,16.8,30.5,19.1,33.6
E00118342,16.1,32.2,19.5,32.2
E00118343,42.9,31.1,12.6,13.4
E00118453,16.9,29.2,22.3,31.5
E00118454,15.4,49.7,15.4,19.6
E00118455,15.6,46.1,15.6,22.7
E00118456,20.2,38.5,19.3,22
E00118457,21,40.3,15.3,23.4
E00118458,32,31.3,14.8,21.9
E00118459,19.2,39.2,20.8,20.8
E00118460,16.4,32.8,18.1,32.8
E00118461,12.2,33.6,20.6,33.6
E00118462,23.3,36.1,16.5,24.1
E00118463,12.2,43.1,16.3,28.5
E00118465,28,30.3,18.2,23.5
E00118466,19.5,39.8,16.9,23.7
E00118467,21.8,26.1,18.5,33.6
E00118468,20.8,31.5,23.1,24.6
E00118469,20.2,36.8,16.7,26.3
E00118470,18.8,28.9,19.5,32.8
E00118471,17.3,34.6,21.3,26.8
E00118472,37,28.3,14.2,20.5
E00118473,26.8,33.9,19.7,19.7
E00118474,49.7,27.3,13.3,9.8
E00118476,20.9,36.5,18.3,24.3
E00118477,26.6,44.4,19.4,9.7
E00118478,30.1,29.1,18.9,21.9
E00118479,44.7,26,13.8,15.4
E00118480,36.2,25.2,15.7,22.8
E00118481,50.4,23.1,12,14.5
E00118482,16.4,32,18,33.6
E00118483,59,21.3,10.7,9
E00118484,40.5,27.5,13.7,18.3
E00118485,32.3,30.1,13.5,24.1
E00118486,33.6,27.2,16.8,22.4
E00118488,43.3,26.7,14.7,15.3
E00118489,45.9,29.7,10.8,13.5
E00118490,30,36.7,14,19.3
E00118491,51,27.3,12.6,9.1
E00118492,28.6,36.1,15.8,19.5
E00118493,69.6,17.4,10.4,2.6
E00118494,39.6,35.4,13.9,11.1
E00118509,17.2,32.8,23.3,26.7
E00118510,33.3,27.3,13.6,25.8
E00118512,23.3,25.9,16.4,34.5
E00118513,20.8,29.6,24,25.6
E00118515,18.5,26.6,24.2,30.6
E00118516,32.1,27.5,15.3,25.2
E00118517,23.5,32,19.6,24.8
E00118518,23.3,37.2,17.8,21.7
E00118519,15.8,32.5,19.2,32.5
E00118521,29.1,25.2,22,23.6
E00118522,25.6,31.4,27.3,15.7
E00118523,14.8,46.1,13.3,25.8
E00118524,20.2,27.9,30.2,21.7
E00118525,21.1,33.1,16.5,29.3
E00118526,17.6,22.8,24.3,35.3
E00118528,17.6,28.8,19.2,34.4
E00118529,25.7,23,18.2,33.1
E00118530,21.7,27,20,31.3
E00118576,25.6,31.4,16.7,26.3
E00118578,24.4,25.2,23.5,26.9
E00118579,17.5,33.3,20,29.2
E00118580,27,38.9,14.3,19.8
E00118581,27,39.2,9.5,24.3
E00118582,21.1,28.1,25.8,25
E00118583,23.2,31.7,24.6,20.4
E00118584,28.7,40.2,13.1,18
E00118585,44.9,24.3,15,15.9
E00118586,30.7,33.9,16.5,18.9
E00118587,14.5,35.1,19.1,31.3
E00118588,25.8,29.5,24.2,20.5
E00118589,27.7,32.3,15.4,24.6
E00118590,27.3,24.2,22.7,25.8
E00118591,20,42.8,16.6,20.7
E00118592,24.6,23.8,19,32.5
E00118593,41.9,29.1,12.8,16.2
E00119199,23.1,30.8,20,26.2
E00119200,14.2,43.3,19.7,22.8
E00119201,53.5,31.6,6.5,8.4
E00119202,24.8,28.9,19.5,26.8
E00119203,23.9,26.1,21.6,28.4
E00119204,33.9,36.2,9.4,20.5
E00119206,13.3,43,18,25.8
E00119207,10.9,37.5,15.2,36.4
E00119208,18.3,38.3,13.3,30
