areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00110701,84.2,13.6,2.2
E00110702,80.8,13.6,5.7
E00110706,84.4,11.9,3.8
E00118325,86,10.7,3.3
E00118326,94.9,4.4,0.7
E00118327,89,8.6,2.3
E00118328,84.9,12.4,2.8
E00118329,91,7.3,1.7
E00118330,90.4,7.3,2.3
E00118331,91.4,6.1,2.5
E00118332,87.6,10.6,1.8
E00118333,86.9,11.1,2
E00118334,89.1,8.5,2.4
E00118335,89.4,9,1.6
E00118336,84.6,11.2,4.2
E00118337,78.9,15.5,5.6
E00118338,86,10.4,3.6
E00118339,86.1,10.7,3.1
E00118340,87.5,9.7,2.7
E00118341,90.6,8,1.4
E00118342,89.2,8.3,2.5
E00118343,72.5,21.6,5.9
E00118453,86.5,10.2,3.3
E00118454,81.6,14.7,3.7
E00118455,82.8,13.8,3.4
E00118456,87.3,9,3.7
E00118457,86,9.9,4.1
E00118458,83.8,12,4.2
E00118459,85.3,9.8,4.9
E00118460,86.7,10.2,3.2
E00118461,83.6,12.6,3.8
E00118462,82.8,12.4,4.8
E00118463,86.6,10.7,2.7
E00118465,83.6,12.1,4.3
E00118466,87.2,8.6,4.1
E00118467,87.1,8.9,4
E00118468,83.6,12.4,3.9
E00118469,86.4,11.9,1.7
E00118470,84.7,11.9,3.3
E00118471,83.6,13,3.4
E00118472,80.3,14.4,5.4
E00118473,84.2,11.1,4.7
E00118474,83.4,14.2,2.4
E00118476,84.7,12.5,2.8
E00118477,84.2,11.1,4.7
E00118478,86.4,9.4,4.2
E00118479,80.5,13.8,5.7
E00118480,86.1,8.2,5.8
E00118481,75.2,15.8,9
E00118482,87.4,8.9,3.7
E00118483,73.5,18.1,8.4
E00118484,77.8,17.1,5.1
E00118485,85.7,9.8,4.4
E00118486,79.4,14.1,6.5
E00118488,82.5,13.6,3.9
E00118489,82.6,14.6,2.7
E00118490,86.9,9.9,3.3
E00118491,78.4,17.6,3.9
E00118492,81.2,15.6,3.2
E00118493,61.5,24.9,13.6
E00118494,85.3,11.5,3.2
E00118509,85,10.6,4.4
E00118510,78.4,10.3,11.3
E00118512,89.1,5.6,5.3
E00118513,84.2,12.8,3
E00118515,82.4,13.5,4.1
E00118516,77.1,18,4.9
E00118517,88.3,9.6,2
E00118518,82.2,13.4,4.4
E00118519,83.9,13.1,3
E00118521,81.7,12.5,5.8
E00118522,83.4,12.8,3.8
E00118523,86.4,11.4,2.1
E00118524,85.1,11.5,3.4
E00118525,84.9,11.2,3.9
E00118526,89.4,7.6,3
E00118528,78.3,14.2,7.5
E00118529,85.7,10.5,3.8
E00118530,84,12.2,3.8
E00118576,83.5,10.9,5.6
E00118578,88.7,8.8,2.5
E00118579,88.9,9.8,1.2
E00118580,85.2,9.8,5.1
E00118581,86.4,10.9,2.7
E00118582,84.8,10.3,4.9
E00118583,88.3,8.9,2.8
E00118584,85.9,12,2.1
E00118585,85.5,10.6,4
E00118586,80.7,15.9,3.4
E00118587,84.4,13.1,2.5
E00118588,87,9.7,3.3
E00118589,82.1,12.5,5.3
E00118590,82.7,11.9,5.4
E00118591,81.5,14.3,4.2
E00118592,77.5,18.2,4.3
E00118593,76.5,15.8,7.7
E00119199,89.5,8.7,1.8
E00119200,90.2,8.6,1.2
E00119201,89.1,9,1.9
E00119202,81.8,12,6.3
E00119203,87.3,11.8,0.9
E00119204,74.8,14.7,10.5
E00119206,90.4,8.8,0.9
E00119207,88.5,9.5,2.1
E00119208,88.8,7.7,3.5
E00119209,93.3,3.8,2.9
E00119210,91.4,7.1,1.5
E00119211,87.2,10.1,2.7
E00119212,87.9,7.6,4.5
E00119213,84.7,11.6,3.7
E00119214,81,13.2,5.8
E00119215,84.2,11.8,4
E00119216,88.1,9.1,2.7
E00119217,91.2,8,0.8
E00119218,79.9,16.4,3.7
E00119219,83.8,10.9,5.3
E00119220,81,14.8,4.2
E00119221,85,12.6,2.4
E00119222,75.3,16.8,7.9
E00119223,79.7,13.9,6.4
E00119224,83.9,14,2
E00119225,87.4,9.6,2.9
E00119226,87.6,10.2,2.2
E00119227,87.7,10.7,1.6
E00119228,90.8,7.7,1.5
E00119229,90.5,7.6,1.9
E00119230,92.8,6.1,1.1
E00119231,91.5,5.8,2.7
E00119232,87.9,7.6,4.5
E00119233,72.4,19.2,8.4
E00119234,95.8,4.2,0
E00119236,89.7,9.4,0.9
E00119237,80.1,14.3,5.6
E00119238,86.4,11.8,1.8
E00119239,83.2,11.5,5.2
E00119240,86.5,11.1,2.4
