geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00012174,30.6,44.4,21.8,3.2
E00012175,19.8,44.4,27,8.7
E00012177,37,42.9,13.6,6.5
E00012179,40.6,44.8,10.4,4.2
E00012181,20.9,39.2,29.7,10.1
E00012183,25.2,40.5,20.6,13.7
E00012184,14,39.5,31.8,14.7
E00012185,18.7,50,23.1,8.2
E00012188,27.6,37.5,24.3,10.5
E00012190,28.9,49.3,18.3,3.5
E00012191,18.7,37.4,32.5,11.4
E00012192,26.2,38.5,27.7,7.7
E00012194,37.2,44.2,14.1,4.5
E00012198,27,32.2,32.2,8.7
E00012202,20.7,53.3,20.7,5.3
E00012203,20.3,41.2,30.7,7.8
E00012204,37.7,50,8.8,3.5
E00012205,16.4,39.1,31.8,12.7
E00012206,9.6,32.2,33,25.2
E00012207,36.4,39.4,15.2,9.1
E00012208,39.2,46.1,10.8,3.9
E00012388,38.1,38.6,19,4.3
E00012389,20.2,41.1,25.8,12.9
E00012395,16.8,37.2,33.6,12.4
E00012566,20.6,48.4,23,7.9
E00012567,15,33.9,38.6,12.6
E00012568,29.5,53.3,13.9,3.3
E00012569,13.2,41.9,38.8,6.2
E00012570,12.6,48.9,30.4,8.1
E00012571,18.2,41.6,27.7,12.4
E00012572,22.7,39.1,25,13.3
E00012573,17.9,43,28.5,10.6
E00012574,5.6,45.6,36.3,12.5
E00012575,19.1,33.3,34,13.5
E00012576,27.8,42.1,19.8,10.3
E00012577,32.8,38.9,22.1,6.1
E00012578,22.7,49.2,18.8,9.4
E00012579,30.1,43.9,18.7,7.3
E00012580,26.1,47.7,23.4,2.7
E00012581,27.8,55.6,11.1,5.6
E00012584,14.9,38.8,26.9,19.4
E00012585,37.1,41.1,18.5,3.2
E00012587,7,32.5,35.1,25.4
E00012590,27.9,49.7,18.8,3.6
E00012591,14.6,46.9,20.8,17.7
E00012592,22,53.9,18.4,5.7
E00012593,20.5,37.5,30.4,11.6
E00012594,29.6,52.8,16.2,1.4
E00012595,33.1,45.8,16.2,4.9
E00012596,34.3,50.4,12.4,2.9
E00012597,21.2,50.7,17.1,11
E00012599,12.4,44.5,24.8,18.2
E00012600,30.7,46,18.2,5.1
E00012601,27.2,43.2,22.5,7.1
E00012602,17.9,43.3,28.4,10.4
E00012603,17.3,44.2,28.2,10.3
E00012736,21.6,47.7,21.6,9.2
E00083215,15.3,61.9,16.9,5.9
E00083216,22.8,44.1,23.4,9.7
E00083221,22.3,49.6,23.7,4.3
E00083224,19.8,55.4,24,0.8
E00083225,9.6,43.4,32.4,14.7
E00083226,11,51.7,29,8.3
E00083227,5.3,30.8,42.1,21.8
E00083228,19.3,49.6,22.7,8.4
E00083229,23.5,50,19.7,6.8
E00083230,15.2,50.6,24.7,9.5
E00089956,0,24,37.7,38.3
E00089958,9.7,42.2,32.5,15.6
E00089959,2.2,32.8,35,29.9
E00089960,3.6,28.8,32.4,35.3
E00089961,0,22.4,31.9,45.7
E00156776,23.4,57,17.2,2.3
E00156781,19.4,43.2,27.3,10.1
E00156782,10.2,31.3,39.1,19.5
E00156783,38,46.3,14.8,0.9
E00156784,47.5,45.5,6.9,0
E00156785,20.4,50.7,23,5.9
E00156786,40.2,54.3,5.5,0
E00156787,9.9,38.9,32.8,18.3
E00156788,25.7,51.4,19.1,3.8
E00156789,19.5,49.2,24.6,6.8
E00156793,4,37.6,44,14.4
E00156795,14.2,45.9,29.1,10.8
E00156796,5.9,43.1,35.9,15
E00156797,8.5,33.1,43.7,14.8
E00156798,15.2,53,22.5,9.3
E00156799,20.9,49.6,23,6.5
E00156800,25.4,37.7,22.8,14
E00156801,16,40.8,28.8,14.4
E00176471,5.6,47.7,31.8,15
E00176472,22.3,42,30.4,5.4
E00176473,31.5,50,17.6,0.9
E00184388,6.4,56.9,33,3.7
E00184396,19.7,72,8.3,0
E00184405,35.8,47,17.2,0
E00184412,14.9,64.9,20.3,0
E00184419,19.8,64.1,16,0
E00184423,23.8,54,20.6,1.6
E00184425,35.1,50,13.5,1.4
E00184444,32.1,42.5,22.3,3.1
E00184458,47,46,6,0.9
E00184463,17.6,36.8,26.5,19.1
E00184465,20.4,55.3,20.4,3.9
E00184507,16.7,47.7,27.6,8
E00184524,32,45.6,20.8,1.6
