areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00067918,48,37.3,10.7,4
E00067919,38.8,42.8,17.1,1.3
E00067920,51.6,36.6,9.9,1.9
E00067921,63.8,32.9,3.4,0
E00067922,59.9,28.9,9.9,1.3
E00067923,29.2,40.9,21.9,8
E00067926,43.8,50.3,4.6,1.3
E00067927,55.2,33.8,6.9,4.1
E00067928,36.7,41.4,19.5,2.3
E00067929,43.6,42.3,11.5,2.6
E00067930,31.1,46.7,20.7,1.5
E00067931,47.5,36,12.9,3.6
E00067932,15,53.1,25.9,6.1
E00067933,21.4,47.6,24.8,6.2
E00067934,26.9,44,22.4,6.7
E00067935,19,45.8,18.3,17
E00067942,43.2,46.2,7.6,3
E00067943,54.1,36.9,8.2,0.8
E00067945,53.8,39.4,6.9,0
E00067946,45.3,44,10.1,0.6
E00067947,52,33.1,13.4,1.6
E00067948,13.8,37.9,44,4.3
E00067949,49,42,8.3,0.6
E00067950,45.4,43.3,8.5,2.8
E00067952,52.8,34.5,10.6,2.1
E00067953,53.7,29.5,14.1,2.7
E00067954,52.2,39,7.5,1.3
E00067955,44.5,43.3,12.2,0
E00067956,43.3,43.3,11.2,2.2
E00067957,33.8,44.6,17.7,3.8
E00067958,35.9,46.2,14.1,3.8
E00067959,43.4,41.9,14.7,0
E00067960,15.6,47.5,31.1,5.7
E00067961,12.3,41.8,36.1,9.8
E00067962,7.9,32.3,42.5,17.3
E00067963,10.4,31.1,41.4,17.1
E00067964,20.3,48.4,23.4,7.8
E00067965,9.5,34.5,39.7,16.4
E00067966,8.2,30.6,47.8,13.4
E00067967,7,43.9,41.2,8
E00067968,13.2,44.9,34.6,7.4
E00067969,16.9,47.7,29.2,6.2
E00067970,23.2,28.8,35.2,12.8
E00067971,9.4,38.3,42.2,10.2
E00067972,9.4,37,42,11.6
E00067973,14.6,43.8,29.9,11.8
E00067974,16.5,45.2,28.7,9.6
E00067975,8.9,46.4,33.9,10.7
E00067976,5.2,40,37.8,17
E00067977,10.9,43.4,33.3,12.4
E00067978,25.7,41.6,23.9,8.8
E00067979,13.8,45.9,33.9,6.4
E00067980,18.7,44.9,30.8,5.6
E00067981,8.2,40.2,39.3,12.3
E00067982,15.7,37.2,37.2,9.9
E00067983,12.5,39.1,39.1,9.4
