areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00067918,16.1,20.1,56.3,7.5
E00067919,9.9,21.4,60.4,8.2
E00067920,3.4,14.2,72.3,10.1
E00067921,9.3,16.3,69,5.4
E00067922,6.4,14.5,69.1,10
E00067923,7.2,24.1,60.2,8.4
E00067926,8.5,16.4,67.3,7.9
E00067927,8.7,13,67.7,10.6
E00067928,6.1,26.5,59.9,7.5
E00067929,13.9,18.4,64.6,3.2
E00067930,10.6,12.4,73.5,3.5
E00067931,6.7,14.8,66.7,11.9
E00067932,9.6,23,59.6,7.9
E00067933,7.9,18.6,67.8,5.6
E00067934,6.8,21.6,60.1,11.5
E00067935,8.3,18.9,62.1,10.7
E00067942,11.6,15.1,65.8,7.5
E00067943,14.6,21.1,57.7,6.5
E00067945,5,18.6,69.3,7.1
E00067946,5.4,21.5,68.5,4.7
E00067947,10.8,14.4,69.1,5.8
E00067948,14,19.9,58.8,7.2
E00067949,15.2,14.6,66.3,3.9
E00067950,11.7,19.8,63,5.6
E00067952,6.3,22.5,62.2,9
E00067953,10.3,23,61.9,4.8
E00067954,5.5,23.8,63.4,7.3
E00067955,8.8,16.1,69.1,6
E00067956,7.7,23.9,61.3,7
E00067957,5.6,17.9,68.7,7.8
E00067958,6.7,24.2,63.4,5.7
E00067959,11,18.1,68.4,2.6
E00067960,10.4,20.9,58.3,10.4
E00067961,9.4,22.2,55.6,12.8
E00067962,11.2,19.2,60.8,8.8
E00067963,16.4,21.4,50,12.2
E00067964,8.1,19.2,66.7,6.1
E00067965,6.3,22.9,58.3,12.5
E00067966,11.9,18.2,57.4,12.5
E00067967,14.4,18.5,56.2,11
E00067968,6.7,22.5,61.7,9.2
E00067969,10.7,19.6,58,11.6
E00067970,9.5,24.1,59.1,7.3
E00067971,8.3,18.2,61.4,12.1
E00067972,6.7,16.7,65.3,11.3
E00067973,10.6,12.9,63.5,12.9
E00067974,7.4,24.5,59.6,8.5
E00067975,4.7,22.5,65.9,7
E00067976,10.9,18.2,57.6,13.3
E00067977,5.3,21.1,64.5,9.2
E00067978,9.3,16.3,66.3,8.1
E00067979,7.4,22.1,64.8,5.7
E00067980,6.5,32.3,59.7,1.6
E00067981,10.4,12.3,70.6,6.7
E00067982,8,25.9,58.9,7.1
E00067983,5.4,19.6,66.1,8.9
E00067985,0,25,66.3,8.8
E00067987,6.3,20.3,60.9,12.5
E00067988,19.6,23.9,43.5,13
E00067989,9.3,17.2,62.9,10.6
E00067990,8.9,18.5,58.9,13.7
E00067991,6.7,18.5,67.2,7.6
E00067992,9.3,20.3,61.9,8.5
E00067993,11.3,14.6,68.2,6
E00067994,9.9,19,64.5,6.6
E00067995,14,16.3,60.5,9.3
E00067996,10.9,25.6,50.4,13.2
E00067997,9.3,18.6,60.7,11.4
E00067998,7.7,24.6,53.8,13.8
E00067999,14.8,21,58,6.2
E00068000,9.8,18.3,58.5,13.4
E00068001,6.8,20.3,64.7,8.3
E00068002,7.7,17.6,65.9,8.8
E00068003,12.4,22.3,57.9,7.4
E00068004,12.9,18.9,58.4,9.9
E00068005,14.2,19.3,55.1,11.4
E00068055,11.6,13,68.5,6.8
E00068056,11.4,17.7,64.6,6.3
E00068057,10.9,23.4,56.3,9.4
E00068058,13.5,20,60,6.5
E00068059,14,28.5,53.2,4.3
E00068060,16.9,27.9,53.5,1.7
E00068062,7,23.9,62.6,6.5
E00068063,19.3,17.8,58.5,4.4
E00068065,12.7,24.6,54.8,7.9
E00068066,23,23.8,46,7.1
E00068068,4.1,12.2,72.7,11
E00068070,12.1,21.4,54.9,11.6
E00068071,10.1,20.2,65.9,3.9
E00068072,11.5,23.8,60,4.6
E00068073,14.3,20.4,61.2,4.1
E00068075,3.6,13.9,76.3,6.2
E00068076,9.3,19.1,68,3.6
E00068077,11.3,29.2,52.8,6.7
E00068078,12.1,42.6,45.4,0
E00068079,10.8,24.6,58.5,6.2
E00068080,16.5,34.5,42.2,6.8
E00068081,7.6,19.6,67.4,5.4
E00068082,12.3,22.2,60.8,4.7
E00068083,9.5,16.7,68.3,5.6
E00068084,14.8,30.2,51.9,3.1
E00068085,4.7,18.8,63.3,13.3
E00068086,18.9,32,45.6,3.6
E00068087,12.7,29.7,50,7.6
E00068088,8.3,19.8,65.6,6.3
E00068089,10.4,32.8,54.1,2.7
E00068188,9.1,22.6,62.2,6.1
E00068189,4.5,14.8,71,9.7
E00068190,12.3,20.9,56.4,10.4
E00068191,11.4,19.3,61.4,7.9
E00068192,9.2,18.3,57.8,14.7
E00068193,10,17.8,62.2,10
E00068194,6.1,23.9,63.8,6.1
E00068195,2.1,20.8,70.1,6.9
E00068196,8.5,19.6,62.1,9.8
E00068197,5.6,19.6,65.9,8.9
E00068198,7.4,19.6,65.5,7.4
E00068199,6.5,16.7,69.6,7.2
E00068200,5.5,24.2,62.5,7.8
E00068201,9.2,16,70.2,4.6
E00068202,8.1,28.2,54.8,8.9
E00068203,8.8,17.6,64.9,8.8
E00068204,8.3,21.1,58.7,11.9
E00068205,9.8,30.4,50,9.8
E00068206,8.8,21.1,63.7,6.4
E00068207,9.9,18,63.1,9
E00068208,13.7,18.5,58.1,9.7
E00068209,8.7,22.4,62.1,6.8
E00068210,9.2,18.3,65.5,7
E00068211,12.7,17.9,62.7,6.7
E00068212,7.7,22.1,63,7.2
E00068213,10.9,20.3,65.2,3.6
E00068214,10.8,25.7,57.4,6.1
E00068215,8.3,20.4,61.3,9.9
E00068216,9.2,25.7,59.9,5.3
E00068217,7.6,19.4,63.5,9.4
E00068218,12.1,23.6,56.4,7.9
E00068219,7,17.7,66.7,8.6
E00068220,10.3,24.6,57.9,7.1
E00068221,8,18.2,63.6,10.2
E00068222,8.2,20.4,60.5,10.9
E00068223,10,18.7,64,7.3
E00068224,10,20,66.4,3.6
E00068225,7.5,18.7,66.4,7.5
E00068226,6.3,20.8,66.7,6.3
E00068227,6.3,24.4,59.4,10
E00068228,12.1,28.6,50.7,8.6
E00068229,6.9,20,61.4,11.7
E00068230,9.3,23.3,61.2,6.2
E00068272,14.8,19.1,56.5,9.6
E00068273,13.7,16.1,63.7,6.5
E00068274,14.8,22.1,53.7,9.4
E00068275,12.7,21.6,54.5,11.2
E00068276,7.3,25,59.4,8.3
E00068277,8.6,23.2,61.6,6.6
