areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00067918,14.2,10.1,3.4,72.3
E00067919,16.4,14.5,11.2,57.9
E00067920,12.5,13.1,35,39.4
E00067921,4.7,4.7,31.5,59.1
E00067922,4,3.4,61.1,31.5
E00067923,34.1,23,8.9,34.1
E00067926,2,3.9,6.6,87.5
E00067927,8.3,6.3,6.9,78.5
E00067928,14.7,19.4,19.4,46.5
E00067929,16,14.1,49.4,20.5
E00067930,21.2,29.9,7.3,41.6
E00067931,17.1,13.6,37.1,32.1
E00067932,40.1,39.5,2,18.4
E00067933,40.3,26.4,13.9,19.4
E00067934,33.8,21.1,24.8,20.3
E00067935,34,17.6,15,33.3
E00067942,8.3,18,23.3,50.4
E00067943,13.4,13.4,15.1,58
E00067945,7.6,14.6,42.4,35.4
E00067946,9.8,16,35.6,38.7
E00067947,9.4,7.1,13.4,70.1
E00067948,37.7,40.4,0,21.9
E00067949,10.7,8.8,18.2,62.3
E00067950,18,18.7,12.9,50.4
E00067952,6.4,12.8,68.1,12.8
E00067953,8.7,9.4,61.7,20.1
E00067954,8.9,10.1,20.9,60.1
E00067955,12.8,12.8,12.2,62.2
E00067956,9.8,14.3,17.3,58.6
E00067957,20,27.7,6.9,45.4
E00067958,19.5,22.6,10.1,47.8
E00067959,9,14.2,27.6,49.3
E00067960,55.3,33.3,1.6,9.8
E00067961,56.9,33.3,0.8,8.9
E00067962,70.6,25.4,0.8,3.2
E00067963,54.1,39.2,0.9,5.9
E00067964,63.3,25.8,0,10.9
E00067965,45.1,43.4,7.1,4.4
E00067966,44.8,46.3,0.7,8.2
E00067967,68.3,23.5,1.6,6.6
E00067968,58.8,33.8,1.5,5.9
E00067969,61.4,29.9,1.6,7.1
E00067970,38.7,33.9,19.4,8.1
E00067971,58.7,34.9,0,6.3
E00067972,57.4,38.3,0,4.3
E00067973,47.5,43.3,0.7,8.5
E00067974,70.3,23.7,0.8,5.1
E00067975,52.2,34.5,0,13.3
E00067976,56.7,38.1,0.7,4.5
E00067977,51.2,44.2,1.6,3.1
E00067978,61.9,28.3,1.8,8
E00067979,60.9,37.3,0,1.8
E00067980,69.2,18.7,3.7,8.4
E00067981,50,45.1,0,4.9
E00067982,66.4,26.9,0,6.7
E00067983,61.2,31.8,0.8,6.2
E00067985,36.4,3.3,7.9,52.3
E00067987,77.9,16.4,2.5,3.3
E00067988,71.1,14.4,4.1,10.3
E00067989,60,36.8,0.8,2.4
