areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00140262,9,28,45,18
E00140265,13.9,32.9,31.6,21.5
E00140266,10.4,30.2,37.5,21.9
E00140267,16.4,21.4,51.6,10.7
E00140269,14.3,28.6,47.1,10
E00140270,11.3,30,50,8.8
E00140290,24.3,21.7,42.1,11.8
E00140291,28.6,22.6,33.9,14.9
E00140292,24.2,27,33.7,15.2
E00140293,15.7,11.8,50,22.5
E00140294,28.8,16,39.7,15.4
E00140295,18.4,21.6,46.4,13.6
E00140298,14.8,31.1,45.2,8.9
E00140299,17.6,20.8,51.2,10.4
E00140300,28.9,27.1,25.3,18.7
E00140301,19.7,37.6,28.2,14.5
E00140302,28.9,24.7,28.9,17.5
E00140303,25,27.3,27.3,20.3
E00140307,18.6,24.7,40.2,16.5
E00140321,28.2,31,36.6,4.2
E00140322,19.2,33.3,29.5,17.9
E00140323,39.3,22.4,24.3,14
E00140324,15.8,27.4,35.8,21.1
E00140325,13.9,33.7,34.7,17.8
E00140326,16.6,19,45.4,19
E00140327,3.7,50,37,9.3
E00140366,38.1,18.3,24.6,19
E00140367,42.3,18.8,17.4,21.5
E00140368,39.6,17.6,24.5,18.2
E00140369,32,23.8,34,10.2
E00140370,29.6,22.6,40,7.8
E00140371,28.5,20.1,39.6,11.8
E00140372,25.2,20.8,35.8,18.2
E00140373,34.6,26.1,26.1,13.1
E00140374,34.7,18.4,32.7,14.3
E00140375,39.5,11.6,30.2,18.6
E00140376,31.9,18.4,33.3,16.3
E00140377,33.6,24,19.2,23.2
E00140378,27.8,18.9,45.6,7.8
E00140379,26.1,27.7,33.6,12.6
E00140380,29.3,17.9,38.6,14.1
E00140381,30.4,15.2,33.6,20.8
E00140382,29.5,20.5,45.5,4.5
E00140383,23.9,21,44.9,10.1
E00140384,20.8,26.4,41.6,11.2
E00140385,23.9,21.8,43,11.3
E00140386,22.5,16.3,51.9,9.3
E00140387,16.3,31.7,43.3,8.7
E00140388,36.8,18.4,31.2,13.6
E00140389,24.6,15.2,52.2,8
E00140390,38.8,20.1,32.4,8.6
E00140391,48.8,23.2,17.1,11
E00140392,34.4,20,37.6,8
E00140393,22.6,22.6,41.7,13
E00140394,41,17.4,34.7,6.9
E00140395,40.7,25.9,22.2,11.1
E00140396,39.6,19.4,24.5,16.5
E00140397,53.7,16.3,18.4,11.6
E00140398,41.3,13.5,31.6,13.5
E00140399,48.2,20.2,14,17.5
E00140404,30.7,20.5,34.6,14.2
E00140405,30.2,22.3,21.6,25.9
E00140406,49.1,22.8,16.8,11.4
E00140407,35.8,18.2,28.9,17
E00140408,42.8,27.2,16.1,13.9
E00140415,46.8,20.7,16.3,16.3
E00140416,36.6,19.6,28.1,15.7
E00140429,1.4,36.2,58,4.3
E00140431,7.3,30.9,43.6,18.2
E00140432,5.7,36.3,41.4,16.6
E00140434,16.4,32.8,37.3,13.4
E00140435,15.3,41,27.1,16.7
E00140436,15.9,30.2,42.9,11.1
E00141037,20.3,24.8,37.6,17.3
E00141038,6.7,28.7,47.4,17.2
E00141073,14,26.9,43,16.1
E00141075,21.4,30.6,23.5,24.5
E00141076,18.5,38.9,32.4,10.2
E00141081,18.9,31.5,29.7,19.8
E00141082,9.9,29.6,48.1,12.3
E00189796,12.7,25.3,48.5,13.5
E00189904,28.2,13.6,52.7,5.5
E00189907,29.7,21.6,29.7,18.9
