areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00140262,55.8,2.2,42
E00140265,56.8,0.7,42.4
E00140266,61.8,2,36.2
E00140267,50.8,1.9,47.3
E00140269,56.8,2.4,40.8
E00140270,61.5,1.5,36.9
E00140290,52.4,2.8,44.8
E00140291,59.3,1.4,39.3
E00140292,63.8,1.8,34.4
E00140293,65,0.6,34.4
E00140294,57.4,1.5,41.2
E00140295,47.2,0.4,52.5
E00140298,68.2,4,27.9
E00140299,46.2,2.7,51.1
E00140300,61.2,0,38.8
E00140301,51.5,0.4,48
E00140302,36.9,0.4,62.7
E00140303,50.4,2,47.6
E00140307,56.3,2.8,40.9
E00140321,42.3,3.6,54.2
E00140322,36,0.5,63.6
E00140323,59.6,0,40.4
E00140324,45.7,0.5,53.8
E00140325,49,1,50
E00140326,62.1,0.4,37.5
E00140327,49.5,1.8,48.6
E00140366,53.2,0,46.8
E00140367,60.4,0.8,38.8
E00140368,65.7,4.1,30.2
E00140369,57.9,1.7,40.4
E00140370,46.4,1.3,52.3
E00140371,50,2.1,47.9
E00140372,60.9,1.1,37.9
E00140373,54.4,1.4,44.1
E00140374,60.2,1.2,38.6
E00140375,26.8,3.2,70.1
E00140376,61.6,0.5,37.9
E00140377,62.1,0,37.9
E00140378,59.3,2.9,37.8
E00140379,57.1,1.4,41.4
E00140380,59.4,1.3,39.4
E00140381,54.8,2.6,42.5
E00140382,55.6,0.6,43.8
E00140383,54.1,1.9,44
E00140384,44.4,0.2,55.4
E00140385,53,0,47
E00140386,62,2.4,35.6
E00140387,45.4,0.4,54.1
E00140388,63.7,1.6,34.7
E00140389,69.2,3.6,27.2
E00140390,69.5,3,27.5
E00140391,60.1,4.4,35.4
E00140392,61.6,3,35.5
E00140393,56.3,2.4,41.3
E00140394,72.2,5.6,22.2
E00140395,66.7,0,33.3
E00140396,66,4.2,29.7
E00140397,62.8,2.6,34.6
E00140398,66.5,1.7,31.8
E00140399,53.5,4.2,42.3
E00140404,45.4,0.7,53.9
E00140405,55.4,5.2,39.4
E00140406,66.8,2.4,30.8
E00140407,62.7,5.2,32.1
E00140408,64.6,2.9,32.5
E00140415,61.1,3.6,35.3
E00140416,60.7,4.3,35
E00140429,61.9,0.9,37.2
E00140431,49.5,1.8,48.6
E00140432,55.2,3.5,41.3
E00140434,24.7,0.4,74.9
E00140435,52.5,0.4,47.1
E00140436,42.8,1.4,55.8
E00141037,51.4,3.1,45.5
E00141038,57.6,1.4,41
E00141073,57.9,1.3,40.9
E00141075,43.8,1.8,54.5
E00141076,55.3,4.1,40.6
E00141081,47.8,0.8,51.4
E00141082,54.9,0.7,44.4
E00189796,72.4,1.5,26.1
E00189904,38.9,1.1,60
E00189907,38.5,6.7,54.8
