areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00140262,0,1,0,99,0
E00140265,0.6,0,0,99.4,0
E00140266,3,0,1.2,95.9,0
E00140267,0.3,0.3,0,99.1,0.3
E00140269,0,0,0.7,99.3,0
E00140270,0,0,0,100,0
E00140290,0.3,0,0.6,99.2,0
E00140291,0,0,0.3,99.7,0
E00140292,1.7,0,1.7,95.7,0.9
E00140293,0,0,0,100,0
E00140294,0,0.3,0.9,98.8,0
E00140295,0,0,0,100,0
E00140298,0.9,3,0.4,95.7,0
E00140299,0,0,2,96.9,1
E00140300,0,0.3,0.3,99.4,0
E00140301,0,0,0.4,99.6,0
E00140302,0,0,0,100,0
E00140303,0,0,1,99,0
E00140307,0.5,0,0,99.5,0
E00140321,0.5,0,0,99.5,0
E00140322,0,0.4,0.4,99.2,0
E00140323,1.4,0,0.5,96.7,1.4
E00140324,0,0,0,99.6,0.4
E00140325,0,0,2.6,97.4,0
E00140326,0,0,0.3,99.3,0.3
E00140327,0,0,2.4,97.6,0
E00140366,0,0,0.4,99.6,0
E00140367,1.1,0.4,0.7,97.8,0
E00140368,0.4,0,1.4,97.5,0.7
E00140369,2.4,0,0.4,96.2,1
E00140370,0.4,0.4,1.1,98.1,0
E00140371,0.9,0,1.8,97.3,0
E00140372,2.4,0.3,0.3,97,0
E00140373,1.5,0,0.6,97.6,0.3
E00140374,1.8,0.4,0.4,97.5,0
E00140375,2.4,0,1.2,96.4,0
E00140376,0,0,1.9,98.1,0
E00140377,0.4,0,0,99.6,0
E00140378,2.8,0,1.5,95.6,0
E00140379,3.1,0,2.4,94.5,0
E00140380,0.3,0,1.2,97,1.5
E00140381,1.1,0,1.9,95.4,1.5
E00140382,1,0.2,0,97.8,1
E00140383,1.6,0.7,1.6,95.4,0.7
E00140384,3.3,0,1.4,94.9,0.4
E00140385,0,0,0,100,0
E00140386,1.6,0,1.2,97.2,0
E00140387,4.7,0.4,2.5,92.4,0
E00140388,0.5,0.5,1,98.1,0
E00140389,0,0,1.2,98.8,0
E00140390,4.3,0.9,0.9,94,0
E00140391,3.3,0,1.1,95.4,0.3
E00140392,3.4,0,5.2,88.4,3
E00140393,3.3,0,2.5,93.4,0.8
E00140394,1.3,1.8,1.8,93.8,1.3
E00140395,3.4,0.9,3,92.3,0.4
E00140396,3,2.2,1.5,93.3,0
E00140397,0,0,0,100,0
E00140398,0,0,2.7,96.9,0.4
E00140399,5.6,0,2.6,91.5,0.4
E00140404,5.2,0,1,93.2,0.7
E00140405,12.9,0,2.9,84.2,0
E00140406,4.5,1,2.1,91,1.4
E00140407,3.1,0,3.4,92.1,1.4
E00140408,26.5,1.9,1.6,67.1,2.9
E00140415,60.4,0,2.5,34.5,2.7
E00140416,16.3,0.6,2.2,78.4,2.5
E00140429,0,0,0,100,0
E00140431,0,0,0.7,99.3,0
E00140432,0,0,0.3,99.7,0
E00140434,0.3,0.3,1,97.9,0.3
E00140435,0,0.3,2.6,97.1,0
E00140436,0,0.3,3.1,96.2,0.3
E00141037,0,0,0,99.3,0.7
E00141038,1.8,0.3,1.8,96.3,0
E00141073,0.5,0.5,1.1,96.7,1.1
E00141075,0,0.4,3.4,96.2,0
E00141076,3.1,0.4,2.7,92.9,0.9
E00141081,0.7,0.4,0,98.6,0.4
E00141082,0.6,0,0,99.4,0
E00189796,0.3,0.3,0.3,99.2,0
E00189904,1.4,1.4,0.3,95.9,1
E00189907,4.7,0,3.7,90.7,0.9
