geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00120180,4.2,38.7,44.5,12.6
E00120181,6.3,33.3,48.6,11.7
E00120182,6,47,35.5,11.4
E00120183,17.8,53.4,24.7,4
E00120184,11.6,44.2,36.1,8.2
E00120185,9.8,59.4,27.8,3
E00120186,7.4,39.7,36.8,16.2
E00120187,7.1,44.9,40.9,7.1
E00120188,10.8,57.6,27.7,3.9
E00120189,2.3,51.2,37.2,9.3
E00120190,14.3,54.8,21.4,9.5
E00120192,16.8,62.8,18.4,2
E00120193,9.7,58.3,29.2,2.8
E00120194,12.4,57.2,25.5,4.8
E00120195,37.5,39,16.9,6.6
E00120196,8.7,58.4,26.8,6
E00120197,9.5,55.8,29.9,4.8
E00120198,31.1,47.7,16.7,4.5
E00120199,19,69.8,11.2,0
E00120200,16.1,37.9,32.3,13.7
E00120201,2.7,46,35.4,15.9
E00120202,8.3,42.2,39.7,9.8
E00120203,10.4,68.8,18.8,2.1
E00120204,14.8,55.2,25.1,4.9
E00120205,30.9,47.5,16,5.6
E00120206,12.8,46.2,33.8,7.2
E00120207,23.9,47,27.4,1.7
E00120208,16.8,58,22.4,2.8
E00120209,16,32.8,38.4,12.8
E00120210,16.7,52.5,23.3,7.5
E00120211,16.4,57.8,24.1,1.7
E00120212,15.7,36.4,37.2,10.7
E00120213,13.6,43.2,36,7.2
E00120214,24,38.8,31.4,5.8
E00120215,7.3,42.3,39,11.4
E00120216,22.5,42.8,26.8,8
E00120217,9.8,31.7,37.4,21.1
E00120218,12,38.5,36.8,12.8
E00120219,15.7,44.9,26.8,12.6
E00120220,14.8,38.5,40.2,6.6
E00120221,6.9,34.5,46.6,12.1
E00120222,25.8,45.1,22,7.1
E00120224,6.5,39,37.4,17.1
E00120225,6.9,32.3,43.1,17.7
E00120226,19.2,60.8,14.6,5.4
E00120227,18.9,50.3,26.6,4.2
E00120228,8.2,42.5,38.8,10.4
E00120229,4,41.3,46.8,7.9
E00120231,13.7,59.7,25,1.6
E00120232,25.8,43.5,25.8,4.8
E00120233,14,39.9,35,11.2
E00120234,10.1,68.3,18,3.7
E00120235,23.6,54.7,18.6,3.1
E00120236,21.8,44.9,25,8.3
E00120237,11.6,60.5,24.8,3.1
E00120238,8.1,62.1,25,4.8
E00120239,6.5,36.3,41.9,15.3
E00120240,8.3,41.3,43,7.4
E00120241,18.9,60.8,16.8,3.5
E00120242,24.4,48,21.3,6.3
E00120243,4.6,42.5,45.1,7.8
E00120244,7.8,52,29.4,10.8
E00120245,6.2,34.6,40.8,18.5
E00120247,0,34.1,46.5,19.4
E00120248,11.8,49.1,27.3,11.8
E00120249,17.5,37.7,35.1,9.6
E00120250,7.6,39.7,32.1,20.6
E00120251,16.8,38.9,30.1,14.2
E00120252,4.8,40,42.8,12.4
E00120253,12.1,38.7,31.5,17.7
E00120254,7.5,41.5,36.8,14.2
E00120255,3.7,47.7,37.6,11
E00120256,12.9,39.8,35.5,11.8
E00120257,19.3,40.3,29.5,10.8
E00120258,9,29.1,35.8,26.1
E00120259,10,31.4,45,13.6
E00120260,13.7,46.8,34.5,5
E00120261,11.1,43.7,26.2,19
E00120262,15.4,43.8,35.4,5.4
E00120263,20.2,50,20.2,9.6
E00120264,7.1,52.1,35,5.7
E00120265,37.3,33.6,22.4,6.7
E00120266,31.2,39.1,22.5,7.2
E00120267,24.8,49.1,18.7,7.5
E00120268,21.7,46.7,26.1,5.4
E00120269,23.9,47.9,19,9.2
E00120270,15.6,44.4,32.6,7.4
E00120271,31.7,38.9,27,2.4
E00120272,14,46.3,28.7,11
E00120273,21.7,48.3,23.3,6.7
E00120274,13.1,50.8,25.4,10.8
E00120275,23.5,47.7,22,6.8
E00120276,6.4,51.4,32.1,10
E00120277,7.2,43.2,39.2,10.4
E00120278,10.9,48.2,32.8,8
E00120279,7.1,37.8,35.4,19.7
E00120280,11,62.2,21.3,5.5
E00120281,15.9,35.7,37.3,11.1
E00120283,5,32.9,47.1,15
E00120284,25.4,53.6,16.7,4.3
E00120285,9.6,37.7,39.5,13.2
E00120286,11.4,49.4,33.7,5.4
E00120287,3.1,44.1,37.8,15
E00120288,5.7,41.5,41.5,11.4
E00120289,0,37.5,52.3,10.2
E00120291,3.3,45.8,42.5,8.3
E00120292,6.3,44.9,39.4,9.4
E00120293,16,48.7,26.9,8.4
E00120294,3.4,40,44.1,12.4
E00120295,8.1,51.6,30.6,9.7
E00120296,20.5,51.3,19.7,8.5
E00120297,19.4,53.7,20.1,6.7
E00120298,25.4,44.4,24.6,5.6
E00120299,16.2,38.5,39.3,6
E00120300,11.6,34.9,38.8,14.7
E00120301,10.3,46.8,34.1,8.7
E00120302,10.2,56.8,23.7,9.3
E00120315,18.8,40.6,28.1,12.5
E00120318,16.9,50.6,25.3,7.1
E00120321,7.1,54.5,31.3,7.1
E00120323,7.9,42.1,38.8,11.2
E00120324,6.7,34.5,48.7,10.1
E00120325,5.7,39.3,40.2,14.8
E00120327,22.8,51.7,22.1,3.4
E00120328,3.9,31,46.5,18.6
E00120329,7.1,37.3,44.4,11.1
E00120330,6.6,40.2,45.9,7.4
E00120331,9.5,38.9,38.9,12.7
E00120332,11.4,58.3,21.2,9.1
E00120333,10.2,43.3,38.6,7.9
E00120334,7.9,49.6,32.3,10.2
E00120335,9.2,63.4,23.7,3.8
E00120336,5.6,47.6,34.7,12.1
E00120337,4.8,44,40,11.2
