geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00120180,91.1,1.1,7.8
E00120181,91.9,3.9,4.2
E00120182,87.5,5.6,6.9
E00120183,78.3,5.1,16.7
E00120184,84,4.2,11.8
E00120185,80.4,4.1,15.5
E00120186,87.9,4.2,7.9
E00120187,89.1,3.2,7.7
E00120188,82.6,4.9,12.4
E00120189,89.2,4.3,6.5
E00120190,79.8,3.9,16.3
E00120192,71.2,6.9,21.9
E00120193,82.9,4.9,12.2
E00120194,77.5,7.1,15.4
E00120195,83.7,2.4,13.9
E00120196,85.1,2.4,12.4
E00120197,81.4,5.4,13.2
E00120198,73.2,4.5,22.3
E00120199,66.8,7.7,25.5
E00120200,85.3,6.3,8.4
E00120201,89.6,3.5,7
E00120202,85.8,5.9,8.3
E00120203,86.1,3.1,10.8
E00120204,88.2,2.6,9.2
E00120205,91.2,2.5,6.3
E00120206,83,3.6,13.4
E00120207,85.7,4.5,9.7
E00120208,87.1,4.9,8.1
E00120209,87.4,3.6,9.1
E00120210,90.4,2.4,7.2
E00120211,83,3.5,13.5
E00120212,87.5,2.6,9.9
E00120213,86.9,5.5,7.6
E00120214,87.7,3.4,8.9
E00120215,92.9,4.8,2.4
E00120216,88.5,1.2,10.3
E00120217,87.3,5.9,6.8
E00120218,88.7,4.8,6.5
E00120219,91.8,3,5.2
E00120220,88.7,3.1,8.3
E00120221,88.6,2.8,8.6
E00120222,83.7,4.5,11.8
E00120224,87.4,4.6,8
E00120225,93.4,3.6,3
E00120226,65.6,3.5,30.9
E00120227,79.7,6.1,14.2
E00120228,90.9,3.4,5.7
E00120229,92.9,2.4,4.6
E00120231,86.3,5.2,8.4
E00120232,84.3,4.2,11.5
E00120233,89.3,4.3,6.4
E00120234,82.4,4,13.6
E00120235,75.3,4.6,20.1
E00120236,79.6,3.9,16.5
E00120237,85.2,6.4,8.4
E00120238,81.4,6.9,11.7
E00120239,90.7,4.2,5.1
E00120240,85.2,5.7,9.1
E00120241,79.1,2.3,18.6
E00120242,87.5,3.7,8.8
E00120243,87.9,5,7
E00120244,88.5,3.1,8.4
E00120245,97.2,0.6,2.2
E00120247,92.5,2.3,5.1
E00120248,90.6,3.9,5.5
E00120249,91.9,1.3,6.7
E00120250,90.9,2,7.1
E00120251,94.7,1.5,3.8
E00120252,91.1,2.4,6.5
E00120253,80.9,0.9,18.2
E00120254,86.5,4,9.5
E00120255,87.1,4.2,8.7
E00120256,86.6,3.1,10.2
E00120257,94.3,2.1,3.6
E00120258,91.1,2.6,6.3
E00120259,86.7,3.3,9.9
E00120260,79.9,7,13.1
E00120261,88.6,3.9,7.5
E00120262,84.4,3.1,12.5
E00120263,82.4,3.3,14.3
E00120264,86.7,3.9,9.4
E00120265,89.8,2.6,7.5
E00120266,91.9,2.6,5.5
E00120267,74.6,4.3,21.1
E00120268,88.7,4.8,6.5
E00120269,81,5.9,13
E00120270,88.9,3.2,7.9
E00120271,88.6,2.9,8.5
E00120272,82.5,4.2,13.3
E00120273,86.1,3.7,10.3
E00120274,84.2,4.1,11.7
E00120275,90.7,0.9,8.4
E00120276,84.4,2.5,13.1
E00120277,88.3,6.2,5.5
E00120278,83.1,3.5,13.4
E00120279,85,2.5,12.5
E00120280,82.2,3.7,14.2
E00120281,90.7,1.8,7.5
E00120283,91.2,4.1,4.6
E00120284,87,6.1,6.9
E00120285,90.5,2.4,7
E00120286,87.2,2.6,10.3
E00120287,88.7,6.3,5
E00120288,93.9,1.4,4.7
E00120289,89.5,5.6,4.9
E00120291,86.9,5.9,7.3
E00120292,90.1,4,5.9
E00120293,88.7,2.1,9.2
E00120294,91.5,0.9,7.6
E00120295,89.2,4.2,6.6
E00120296,89.7,2,8.3
E00120297,94.9,1.6,3.5
E00120298,88,3.1,8.9
E00120299,89.3,3.2,7.4
E00120300,88.2,2.6,9.2
E00120301,89,2.6,8.4
E00120302,90.5,3,6.6
E00120315,96.2,0.9,2.9
E00120318,88,1.4,10.7
E00120321,90.7,3,6.3
E00120323,87.4,4.9,7.7
E00120324,96.9,1.4,1.7
E00120325,87.3,3.5,9.2
E00120327,90.7,2.2,7
E00120328,95.2,2,2.8
E00120329,92.7,2.1,5.2
E00120330,90.9,1.8,7.3
E00120331,94.5,1.8,3.7
E00120332,87,2.3,10.7
E00120333,86.8,4.4,8.8
E00120334,88.9,4.2,6.9
E00120335,92.2,0.7,7.1
E00120336,91.6,2.5,5.9
E00120337,91.3,1.8,6.9
E00120339,92.7,3.7,3.7
E00120340,93.4,2.3,4.3
E00120343,92.4,2.1,5.5
E00120345,90.9,2.4,6.7
E00120346,74.7,7.5,17.9
E00120350,90.4,2.2,7.5
E00120351,82.8,4.9,12.3
E00120353,82.7,2.4,14.9
E00120356,88.1,2.3,9.6
E00120357,84.8,3.5,11.6
E00120358,93.3,2,4.7
E00120359,89.3,5.3,5.3
E00120361,88.1,5.1,6.9
E00120362,89.9,1.2,8.9
E00120383,90.1,1.9,8
E00120384,86.4,2.9,10.8
E00120385,88,2.7,9.4
E00120386,89.8,0.9,9.3
E00120387,81.4,3.2,15.4
E00120394,91.6,2.3,6.1
E00120395,90.1,1.1,8.7
E00120396,81.3,5.5,13.2
E00120397,89.9,3.3,6.8
E00120398,87.3,2.4,10.2
E00120399,85.7,5.3,9.1
E00120400,87.1,5.9,7
E00120401,88.8,3,8.2
E00120402,80.1,8.3,11.6
E00120403,89.9,3.3,6.8
E00120404,93.1,0.9,6
E00120405,93.9,2.9,3.2
E00120406,70.6,6.5,22.9
E00120407,91.6,2.8,5.6
E00120408,90.2,5.5,4.3
E00120410,85,3.6,11.3
E00120411,75.2,4.7,20.1
E00120412,85.7,2.8,11.5
E00120413,88.9,5.4,5.7
E00120414,88.7,3.3,7.9
E00120415,88.1,3.2,8.8
E00120416,89.7,3.7,6.6
E00120417,83.2,4,12.8
