geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E02001682,0.9,0.3,0.9,97.4,0.5
E02001683,0.8,0.2,1,97.9,0.1
E02001684,3.2,2.5,1.4,90.3,2.6
E02001685,1.6,0.5,1.1,96.5,0.4
E02001686,0.7,0.1,0.8,98,0.4
E02001688,6.2,3.2,2.2,85.6,2.8
E02001689,6.2,2.8,1.7,83.6,5.7
E02001690,1.7,0.2,1,96.3,0.8
E02001691,5.5,3,2.7,84.8,4
E02001692,4.6,2.3,1.4,88.7,3.1
E02001693,2.4,1.4,0.8,93.8,1.7
E02001694,1.7,0.4,1,96.1,0.8
E02001695,1.6,0.5,0.8,96.8,0.3
E02001696,1.4,0.8,1,95.7,1.1
E02001697,2.1,0.5,1,95.4,0.9
E02001698,0.9,0.2,0.7,97.7,0.4
E02001699,1.5,0.3,0.8,96.5,0.9
E02001700,1.9,0.7,1.1,95.7,0.6
E02001701,1.6,0.3,1.2,96.5,0.4
E02001702,2.1,1.4,1,93.1,2.3
E02001703,0.4,0.2,0.8,97.9,0.8
E02001704,1.4,1.1,1,95.3,1.3
E02001706,2.1,0.7,1,95.2,1.1
E02001707,2.6,0.3,0.8,95.5,0.9
E02001709,9.4,1.3,2.5,85,1.8
E02001710,5.4,3,2,86.2,3.4
E02001711,4.7,1.9,1.1,90.7,1.6
E02001712,6.7,1.2,2.4,88,1.7
E02001713,10.4,1.3,2.6,84.3,1.5
E02001714,13.9,1.4,2.3,80,2.4
E02001715,8.7,6,2.1,78.8,4.5
E02001718,5.4,1.4,1.5,90,1.7
E02001719,9.5,0.8,2.2,86.1,1.5
E02001720,5.8,0.8,2.8,89.3,1.3
E02001721,1.7,0.8,1.1,95.7,0.7
E02001722,2.6,2.7,1.3,92.9,0.5
E02001723,23.7,3.6,2.1,66.8,3.8
E02001724,5,0.9,3.6,89.2,1.3
E02001725,9.9,3,3,82,2.1
E02001726,22.9,1.8,1.9,69.4,4
E02001727,3.3,1.8,1.4,91.2,2.3
E02001728,2,1,1,95.6,0.4
E02001729,35.7,7.7,3,45.2,8.4
E02001732,8.6,3.6,1.8,84.5,1.5
E02001734,12,6,2.3,76.1,3.6
E02001735,3.6,4.8,2.3,87.6,1.8
E02001737,4,4.6,1.5,85.8,4.1
E02001738,1.8,0.2,1.1,96.7,0.2
E02001739,0.9,0.3,0.8,97.7,0.2
E02001740,1.4,0.3,1.5,96.5,0.3
E02001741,1.7,1,1,95.8,0.5
E02001742,1.5,0.1,1,97.1,0.3
E02001743,2.7,0.3,2,94.3,0.6
E02001744,1.6,0.4,1.5,96.2,0.3
E02001745,1.4,0.3,1.1,97,0.3
E02001746,3.2,0.3,1.8,94.2,0.5
E02001747,1.1,0.1,1.2,97.3,0.3
E02001748,4.2,0.4,1.4,93.2,0.7
E02001749,2.2,0.4,0.9,96.1,0.4
E02001750,3.5,0.3,1.2,94.7,0.3
E02001751,2.4,0.7,1.4,94.7,0.7
E02001752,5.6,0.4,1.5,91.6,1
E02001753,1.4,0.5,1.9,95.8,0.4
E02001754,0.9,0.2,1.5,96.7,0.7
E02001755,5.2,0.8,2,91.3,0.7
E02001756,5.3,1,2,90.6,1.2
E02001757,2.2,0.2,1.3,96.1,0.3
