geography_code,heating_type_3a-001,heating_type_3a-002
E02001682,0.5,99.5
E02001683,0.7,99.3
E02001684,1.2,98.8
E02001685,0.5,99.5
E02001686,0.8,99.2
E02001688,1.2,98.8
E02001689,1.4,98.6
E02001690,0.4,99.6
E02001691,1.4,98.6
E02001692,1.4,98.6
E02001693,0.7,99.3
E02001694,0.8,99.2
E02001695,0.7,99.3
E02001696,0.7,99.3
E02001697,1,99
E02001698,0.2,99.8
E02001699,0.8,99.2
E02001700,0.4,99.6
E02001701,0.8,99.2
E02001702,0.8,99.2
E02001703,0.6,99.4
E02001704,0.8,99.2
E02001706,0.7,99.3
E02001707,0.7,99.3
E02001709,0.7,99.3
E02001710,1.3,98.7
E02001711,0.7,99.3
E02001712,0.8,99.2
E02001713,1,99
E02001714,0.8,99.2
E02001715,1,99
E02001718,0.7,99.3
E02001719,0.7,99.3
E02001720,0.8,99.2
E02001721,0.8,99.2
E02001722,0.5,99.5
E02001723,1.3,98.7
E02001724,0.7,99.3
E02001725,1.5,98.5
E02001726,0.8,99.2
E02001727,1.3,98.7
E02001728,1,99
E02001729,1.9,98.1
E02001732,1.3,98.7
E02001734,1.3,98.7
E02001735,1.1,98.9
E02001737,1.3,98.7
E02001738,0.5,99.5
E02001739,0.7,99.3
E02001740,0.3,99.7
E02001741,0.3,99.7
E02001742,0.3,99.7
E02001743,0.9,99.1
E02001744,0.5,99.5
E02001745,1,99
E02001746,0.7,99.3
E02001747,0.6,99.4
E02001748,0.5,99.5
E02001749,0.7,99.3
E02001750,0.5,99.5
E02001751,0.7,99.3
E02001752,0.8,99.2
E02001753,1.1,98.9
E02001754,1.3,98.7
E02001755,0.9,99.1
E02001756,0.8,99.2
E02001757,0.7,99.3
E02001758,0.6,99.4
E02001759,1.4,98.6
E02001760,1.1,98.9
E02001761,0.9,99.1
E02001762,0.9,99.1
E02001763,0.8,99.2
E02001764,1,99
E02001765,1,99
E02001766,1.2,98.8
E02001767,1,99
E02001768,0.9,99.1
