geography_code,sex-001,sex-002
E02001682,50.9,49.1
E02001683,51.7,48.3
E02001684,51.1,48.9
E02001685,52.2,47.8
E02001686,51.1,48.9
E02001688,49.6,50.4
E02001689,48.7,51.3
E02001690,49.9,50.1
E02001691,48.6,51.4
E02001692,52.7,47.3
E02001693,52,48
E02001694,50.7,49.3
E02001695,50.8,49.2
E02001696,53.1,46.9
E02001697,50.9,49.1
E02001698,52,48
E02001699,51.8,48.2
E02001700,51.7,48.3
E02001701,51.2,48.8
E02001702,51.9,48.1
E02001703,51.5,48.5
E02001704,51,49
E02001706,51.4,48.6
E02001707,52.2,47.8
E02001709,51.5,48.5
E02001710,51.2,48.8
E02001711,52,48
E02001712,50.9,49.1
E02001713,50.9,49.1
E02001714,50,50
E02001715,52.1,47.9
E02001718,51.8,48.2
E02001719,51.5,48.5
E02001720,50.9,49.1
E02001721,51.6,48.4
E02001722,52.7,47.3
E02001723,52.4,47.6
E02001724,50.7,49.3
E02001725,47.6,52.4
E02001726,51.4,48.6
E02001727,49.9,50.1
E02001728,51.5,48.5
E02001729,46.1,53.9
E02001732,52.3,47.7
E02001734,51.6,48.4
E02001735,53.7,46.3
E02001737,50.7,49.3
E02001738,50.6,49.4
E02001739,51.9,48.1
E02001740,51.6,48.4
E02001741,53,47
E02001742,52.6,47.4
E02001743,50.8,49.2
E02001744,51.2,48.8
E02001745,52.1,47.9
E02001746,52,48
E02001747,52,48
E02001748,51.2,48.8
E02001749,51.4,48.6
E02001750,51.8,48.2
E02001751,52.1,47.9
E02001752,52.7,47.3
E02001753,52,48
E02001754,51.5,48.5
E02001755,50.9,49.1
E02001756,51.9,48.1
E02001757,52.1,47.9
E02001758,52,48
E02001759,50.1,49.9
E02001760,53,47
E02001761,52.2,47.8
E02001762,51,49
E02001763,50.2,49.8
E02001764,50,50
E02001765,50.3,49.7
E02001766,49.8,50.2
E02001767,51.8,48.2
E02001768,49.7,50.3
E02001769,47.9,52.1
E02001770,50.6,49.4
E02001771,52.5,47.5
E02001772,51.3,48.7
E02001773,52.6,47.4
E02001774,50.6,49.4
E02001775,52.1,47.9
E02001776,50.9,49.1
E02001777,49.8,50.2
E02001778,50.8,49.2
E02001779,50.6,49.4
E02001780,52.3,47.7
E02001781,51.3,48.7
E02001782,52,48
E02001783,54,46
E02001784,52.8,47.2
E02001785,52.4,47.6
E02001786,52.5,47.5
E02001787,52.3,47.7
E02001788,51.3,48.7
E02001789,52,48
E02001790,52.3,47.7
E02001791,51.5,48.5
E02001792,51.7,48.3
E02001793,52.5,47.5
E02001794,52.7,47.3
E02001795,50.4,49.6
E02001796,50.2,49.8
E02001797,50.2,49.8
E02001798,52.2,47.8
E02001799,52.8,47.2
E02001800,52.1,47.9
E02001801,50.3,49.7
E02001802,52.5,47.5
E02001803,47.6,52.4
E02001804,52.5,47.5
E02001805,51.8,48.2
E02001806,49.2,50.8
E02001807,51,49
E02001808,50.3,49.7
E02001809,51.6,48.4
E02001810,50.8,49.2
E02001811,52.8,47.2
E02001812,50.9,49.1
E02001813,52.2,47.8
E02001814,51.6,48.4
