geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E02001682,90.4,4.8,2,2.9
E02001683,90.4,5.2,1.9,2.5
E02001684,90.8,3.3,2.7,3.2
E02001685,89.9,3.8,2.5,3.8
E02001686,89.5,5.1,2.2,3.1
E02001688,90.9,3.7,2.4,3
E02001689,91,3.7,2.5,2.8
E02001690,89.8,4.8,2.4,3
E02001691,91.9,3.3,2.2,2.7
E02001692,88.9,3.7,3.2,4.3
E02001693,88.1,4.4,3,4.6
E02001694,87.9,5.4,2.5,4.2
E02001695,89.3,5.2,2.2,3.3
E02001696,89.2,4.3,2.6,3.9
E02001697,90.3,5.1,2.1,2.5
E02001698,89.7,5.3,2,2.9
E02001699,88.5,4.4,2.7,4.4
E02001700,89.9,5,2,3.1
E02001701,90.4,5.5,1.5,2.6
E02001702,88.9,3.6,2.9,4.6
E02001703,88.7,5.8,1.6,3.9
E02001704,88.7,4.4,2.9,4
E02001706,89.6,4.4,2.3,3.7
E02001707,89.4,4.5,2.5,3.6
E02001709,91.5,5.1,1.3,2.2
E02001710,89.6,3.8,2.6,4
E02001711,89,4.1,2.9,4
E02001712,92.1,4.9,1.1,1.9
E02001713,91.5,5,1.4,2.1
E02001714,91.3,4.8,1.5,2.4
E02001715,90.2,3.5,2.6,3.7
E02001718,89.8,3.6,2.9,3.7
E02001719,90.9,4.3,1.7,3
E02001720,95.8,2.8,0.6,0.8
E02001721,89.2,5.2,2.3,3.3
E02001722,89.5,4.1,2.7,3.7
E02001723,90.1,4,2.4,3.5
E02001724,96.2,2.6,0.4,0.7
E02001725,93.9,2.8,1.5,1.8
E02001726,91,3.1,2.6,3.3
E02001727,89.8,4.4,2.4,3.5
E02001728,89.8,4.3,2.3,3.5
E02001729,93.8,2.5,1.9,1.8
E02001732,90,4,2.5,3.6
E02001734,91.2,3.1,2.3,3.3
E02001735,89.3,2.9,3.2,4.6
E02001737,89.3,2.6,3.5,4.6
E02001738,90.2,6,1.2,2.5
E02001739,89.6,4.3,2.6,3.5
E02001740,90.9,5.5,1.4,2.2
E02001741,90.6,5.3,1.7,2.5
E02001742,90.1,5.8,1.4,2.7
E02001743,91.6,5,1.5,1.9
E02001744,91,4.9,1.5,2.6
E02001745,90.7,4.1,2.2,3
E02001746,89.5,5.4,1.8,3.3
E02001747,89.9,5.5,1.7,3
E02001748,90.7,4,2.2,3.1
E02001749,90.2,4.8,1.9,3.1
E02001750,89.3,5.9,1.8,3
E02001751,89.7,5.1,2.1,3.1
E02001752,89.2,4.2,2.6,4.1
E02001753,90.7,5.1,1.8,2.4
E02001754,90.9,5.6,1.4,2.1
E02001755,90.6,4.9,1.6,2.8
E02001756,89.8,4,2.7,3.5
E02001757,89.3,5.3,2.2,3.2
E02001758,89.7,4.9,2.2,3.2
E02001759,90.3,5.2,1.9,2.6
E02001760,90,3.2,2.5,4.3
E02001761,89.5,4.3,2.3,3.9
E02001762,90,4.6,2.4,3.1
E02001763,88.7,4.3,3,4.1
E02001764,89.7,3.8,2.7,3.7
E02001765,89.7,4.1,2.6,3.6
E02001766,89.9,4.1,2.5,3.5
E02001767,89.3,4.6,2.6,3.5
E02001768,90.8,4.2,2.3,2.6
E02001769,90.5,4,2.2,3.3
E02001770,90.3,4.9,2.4,2.5
E02001771,88.4,4.7,2.3,4.6
E02001772,89.6,4.7,2.6,3.1
E02001773,88.6,5.8,1.9,3.6
E02001774,90,4.2,2.5,3.3
E02001775,88.7,4.4,2.8,4.1
E02001776,90.2,4.1,2.4,3.3
E02001777,90.3,4.8,2.1,2.7
E02001778,90,4.1,2.6,3.3
E02001779,89,4.2,2.8,4
E02001780,89.2,3.8,2.9,4.2
E02001781,88.3,4.3,2.8,4.6
E02001782,90.2,3.7,2.4,3.8
E02001783,89,3.9,3,4.1
E02001784,87.7,5,3.2,4.2
E02001785,88.3,5.2,2.5,4
E02001786,88.2,3.9,2.9,5
E02001787,89.6,4,2.8,3.5
E02001788,89.5,4.1,2.5,3.9
E02001789,88.2,7.5,1.8,2.5
E02001790,89.2,5.6,2.2,3.1
E02001791,88.5,6.4,2.1,3
E02001792,87.3,7.2,2.2,3.3
E02001793,89,3.2,3.1,4.7
E02001794,88.4,3.4,3.2,5
E02001795,88.3,4,3.1,4.6
E02001796,89.2,5,2.3,3.5
E02001797,89.5,5.4,1.9,3.2
E02001798,88.2,4.1,3.2,4.5
E02001799,88.7,3.6,3.1,4.6
E02001800,88.6,4.2,2.5,4.6
E02001801,91.2,3.5,2.2,3.2
E02001802,89.6,2.7,3.1,4.6
E02001803,92,3.7,2,2.3
E02001804,88.2,4.2,3.6,4
E02001805,87.8,5.9,2.4,3.8
E02001806,89.8,3.5,3.2,3.6
E02001807,89.4,4.2,2.6,3.9
E02001808,90.1,4.2,2.4,3.3
E02001809,89.1,5,2.4,3.5
E02001810,88.7,4.8,2.5,3.9
E02001811,88.9,3.7,2.9,4.5
E02001812,88.8,5.6,2.1,3.5
