geography_code,disability_3a-001,disability_3a-002
E02001682,18.9,81.1
E02001683,19.5,80.5
E02001684,22.9,77.1
E02001685,22.6,77.4
E02001686,20.4,79.6
E02001688,23,77
E02001689,23.3,76.7
E02001690,21.3,78.7
E02001691,18.8,81.2
E02001692,24.1,75.9
E02001693,28.9,71.1
E02001694,20.7,79.3
E02001695,19.8,80.2
E02001696,24.6,75.4
E02001697,18.5,81.5
E02001698,18.5,81.5
E02001699,24.2,75.8
E02001700,18.6,81.4
E02001701,17.8,82.2
E02001702,26.2,73.8
E02001703,20.3,79.7
E02001704,24.9,75.1
E02001706,21.2,78.8
E02001707,23.7,76.3
E02001709,14.9,85.1
E02001710,24.4,75.6
E02001711,23.4,76.6
E02001712,15.6,84.4
E02001713,16.2,83.8
E02001714,14.7,85.3
E02001715,21.3,78.7
E02001718,23.3,76.7
E02001719,17.6,82.4
E02001720,11.8,88.2
E02001721,22.4,77.6
E02001722,22.8,77.2
E02001723,19.4,80.6
E02001724,13.9,86.1
E02001725,20.1,79.9
E02001726,19,81
E02001727,21.2,78.8
E02001728,21.1,78.9
E02001729,14.4,85.6
E02001732,22.5,77.5
E02001734,21.5,78.5
E02001735,25.8,74.2
E02001737,28,72
E02001738,15,85
E02001739,21.5,78.5
E02001740,13.8,86.2
E02001741,18.9,81.1
E02001742,16.9,83.1
E02001743,17.8,82.2
E02001744,17,83
E02001745,19.5,80.5
E02001746,19.3,80.7
E02001747,18.2,81.8
E02001748,17.9,82.1
E02001749,19.5,80.5
E02001750,17.5,82.5
E02001751,20.3,79.7
E02001752,22.3,77.7
E02001753,18.3,81.7
E02001754,17,83
E02001755,17.8,82.2
E02001756,22.3,77.7
E02001757,20,80
E02001758,19.4,80.6
E02001759,22.2,77.8
E02001760,24.3,75.7
E02001761,22.6,77.4
E02001762,16.2,83.8
E02001763,25.5,74.5
E02001764,27,73
E02001765,23.9,76.1
E02001766,21.2,78.8
E02001767,24.4,75.6
E02001768,20.6,79.4
E02001769,26.3,73.7
E02001770,20,80
E02001771,24.6,75.4
E02001772,22.6,77.4
E02001773,18.1,81.9
E02001774,26.4,73.6
E02001775,24.3,75.7
E02001776,22.7,77.3
E02001777,19.7,80.3
E02001778,24.9,75.1
E02001779,26.7,73.3
E02001780,22,78
E02001781,25.1,74.9
E02001782,21.9,78.1
E02001783,22.5,77.5
E02001784,24.6,75.4
E02001785,23,77
E02001786,25,75
E02001787,23,77
E02001788,21.4,78.6
E02001789,15.6,84.4
E02001790,19,81
E02001791,17.2,82.8
E02001792,20.5,79.5
E02001793,26.9,73.1
E02001794,28.5,71.5
E02001795,28.4,71.6
E02001796,23.5,76.5
E02001797,18.8,81.2
E02001798,25.2,74.8
E02001799,26.2,73.8
E02001800,23.7,76.3
E02001801,19.9,80.1
E02001802,25.3,74.7
E02001803,22.3,77.7
E02001804,27,73
E02001805,23,77
E02001806,28.3,71.7
E02001807,21.2,78.8
E02001808,18,82
E02001809,22.3,77.7
E02001810,22.3,77.7
E02001811,25.6,74.4
E02001812,19.1,80.9
E02001813,27,73
E02001814,24.5,75.5
E02001815,20.2,79.8
E02001816,28.2,71.8
E02001817,26.1,73.9
E02001818,22.3,77.7
E02001819,19.8,80.2
E02001820,20.6,79.4
E02001821,21.8,78.2
E02001822,21.3,78.7
E02001823,22.7,77.3
E02001824,24.6,75.4
E02001825,25.8,74.2
E02001826,23.6,76.4
E02002483,18,82
E02002484,27.4,72.6
E02002485,25.8,74.2
E02002489,27.2,72.8
E02002490,23.9,76.1
E02002491,26.3,73.7
E02002492,24,76
E02002493,19.3,80.7
E02002494,26.3,73.7
E02002496,19.8,80.2
E02002497,24.6,75.4
E02002498,19.7,80.3
E02002499,23.6,76.4
E02002500,21.2,78.8
E02002501,22,78
E02002502,25.4,74.6
E02002503,20.2,79.8
E02002504,16.6,83.4
E02002505,23.9,76.1
E02002506,26.7,73.3
E02002507,15.4,84.6
E02002508,16.5,83.5
E02002509,21.7,78.3
E02002510,16.3,83.7
E02002512,15.4,84.6
E02002513,23.4,76.6
E02002514,24.2,75.8
E02002515,28.8,71.2
E02002516,21.7,78.3
E02002517,23.3,76.7
E02002518,17.9,82.1
E02002519,27.9,72.1
E02002520,19.5,80.5
E02002521,25.7,74.3
E02002523,24.9,75.1
E02002524,22.4,77.6
E02002525,24.3,75.7
E02002526,22.3,77.7
E02002527,24.3,75.7
E02002529,20.3,79.7
E02002530,23.8,76.2
E02002532,25.1,74.9
E02002533,16.6,83.4
E02002534,17.9,82.1
E02002535,18,82
E02002536,23.5,76.5
E02002537,24.9,75.1
E02002538,22.8,77.2
E02002539,15.2,84.8
E02002540,17.2,82.8
E02002541,21.7,78.3
E02002542,25.7,74.3
E02002543,23.5,76.5
E02002544,27.7,72.3
E02002545,20.1,79.9
E02002546,22.1,77.9
E02002547,20.3,79.7
E02002549,18.7,81.3
E02002550,19.1,80.9
E02002551,26.1,73.9
E02002552,20,80
E02002553,21.4,78.6
E02002554,26.2,73.8
E02002555,16.7,83.3
E02002556,14.1,85.9
E02002558,15.8,84.2
E02002559,14.3,85.7
E02002560,16.3,83.7
E02002561,19.6,80.4
E02002562,24.6,75.4
E02002563,24.5,75.5
E02002564,21.8,78.2
E02002567,19.7,80.3
E02002568,16.3,83.7
E02002569,16.6,83.4
E02002570,24.6,75.4
E02002571,19.4,80.6
E02002572,21.1,78.9
E02002573,16.3,83.7
E02003988,20.3,79.7
E02004008,16.9,83.1
E02004009,15.4,84.6
E02004010,19.9,80.1
E02004011,16.2,83.8
E02004013,16.4,83.6
E02004014,17.5,82.5
E02004017,16.7,83.3
E02004018,19.5,80.5
E02004019,16,84
E02004020,16.7,83.3
E02004023,16,84
E02004024,16.3,83.7
E02004025,19.2,80.8
E02004290,18.9,81.1
E02004291,23.3,76.7
E02004292,18.7,81.3
E02004293,26,74
E02004294,18.4,81.6
E02004295,21.2,78.8
E02004296,22.9,77.1
E02004297,20,80
E02004298,20.2,79.8
E02004299,23.9,76.1
E02004300,27.5,72.5
E02004301,26.3,73.7
E02004302,26.7,73.3
E02004303,23.1,76.9
E02004304,22.8,77.2
E02004305,20.1,79.9
E02004306,20.7,79.3
E02004307,22.3,77.7
E02004308,21.7,78.3
E02004309,20.1,79.9
E02004310,22.5,77.5
E02004311,22.5,77.5
E02004312,19.3,80.7
E02004313,23.4,76.6
E02004314,15.5,84.5
E02004315,13.6,86.4
E02004316,23.1,76.9
E02004317,24.3,75.7
E02004318,22.1,77.9
E02004319,21.4,78.6
E02004320,19.9,80.1
E02004321,24.9,75.1
E02004322,28.1,71.9
E02004323,22.8,77.2
E02004324,25.3,74.7
E02004325,29.2,70.8
E02004326,25.6,74.4
E02004327,31.3,68.7
E02004328,25.4,74.6
E02004329,24.8,75.2
E02004330,28.5,71.5
E02004331,26.8,73.2
E02004332,22.9,77.1
E02004333,21.7,78.3
E02004334,24.4,75.6
E02004335,23.3,76.7
E02004336,28,72
E02004337,22.7,77.3
E02004338,22.1,77.9
E02004339,18.2,81.8
E02004340,26.5,73.5
E02004341,18.8,81.2
E02004342,28.6,71.4
E02004343,26.9,73.1
E02004344,26.2,73.8
E02004345,21.4,78.6
E02004348,21.8,78.2
E02004349,25.4,74.6
E02004350,22.4,77.6
E02004351,27.6,72.4
E02004352,23.5,76.5
E02004353,22.4,77.6
E02004354,22.8,77.2
E02004355,27.7,72.3
E02005702,18.1,81.9
E02005703,21.1,78.9
E02005704,21,79
E02005705,19.8,80.2
E02005706,22.7,77.3
E02005707,19.8,80.2
E02005708,20.7,79.3
E02005709,30.2,69.8
E02005710,24.2,75.8
E02005711,25.8,74.2
E02005712,17.9,82.1
E02005713,16.8,83.2
E02005715,24,76
E02005717,20.9,79.1
E02005718,20.4,79.6
E02005719,23.1,76.9
E02005720,25.9,74.1
E02005721,20.2,79.8
E02005722,14.5,85.5
E02005723,24.1,75.9
E02005724,15.2,84.8
E02005725,16.1,83.9
E02005726,14.2,85.8
E02005727,18,82
E02005728,19.9,80.1
E02005729,18.1,81.9
E02005730,20.6,79.4
E02005731,20.2,79.8
E02005733,17.2,82.8
E02005734,29.1,70.9
E02005735,25.5,74.5
E02005736,24.1,75.9
E02005739,24.7,75.3
E02005740,24.4,75.6
E02005741,20.7,79.3
E02005750,19,81
E02005751,15.5,84.5
E02005752,15.3,84.7
E02005754,16.9,83.1
E02005755,18,82
E02005756,15.1,84.9
E02005757,18,82
E02005758,16.1,83.9
E02005761,15.2,84.8
E02005782,15.3,84.7
E02005783,18.5,81.5
E02005784,17.5,82.5
E02005785,14.1,85.9
E02005786,17.4,82.6
E02005787,17.1,82.9
E02005788,16.8,83.2
E02005789,20.2,79.8
E02005790,17.2,82.8
E02005795,23.2,76.8
E02005796,19.6,80.4
E02005797,19.7,80.3
E02005798,19.8,80.2
E02005799,20,80
E02005800,25.1,74.9
E02005801,23.7,76.3
E02005802,20.4,79.6
E02005803,22.8,77.2
E02005804,26.7,73.3
E02005805,20.7,79.3
E02005806,21.4,78.6
E02005807,19.1,80.9
E02005808,24.8,75.2
E02006811,14.6,85.4
E02006812,21.9,78.1
E02006841,19.7,80.3
E02006842,20.3,79.7
E02006893,19.6,80.4
E02006909,16.7,83.3
E02006910,21.1,78.9
E02007022,20.3,79.7
E02007042,20.1,79.9
E02007043,21.9,78.1
E02007058,21.6,78.4
E02007059,22,78
E02007060,27.1,72.9
E02007061,17.4,82.6
E02007062,10.8,89.2
E02007063,10.2,89.8
E02007094,25.6,74.4
E02007095,15.3,84.7
E02007096,15.2,84.8
E02007097,15.8,84.2
E02007098,25,75
E02007099,13.3,86.7
E02007100,17,83
E02007101,15.5,84.5
E02007102,17.4,82.6
E02007103,25.3,74.7
E02007104,23.3,76.7
E02007105,21.9,78.1
E02007106,17,83
E02007107,17.8,82.2
