geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E02001682,79.9,14.8,5.2
E02001683,80.4,13.9,5.6
E02001684,74.6,16.8,8.6
E02001685,75.1,16.8,8
E02001686,78.8,15.3,5.9
E02001688,76.9,14.5,8.5
E02001689,76.3,15.3,8.5
E02001690,77.9,16.1,5.9
E02001691,81,12.7,6.2
E02001692,74.3,17,8.7
E02001693,69.1,19.2,11.7
E02001694,77,16,7
E02001695,78.6,14.4,7
E02001696,73.7,17.1,9.2
E02001697,81.2,12.9,5.9
E02001698,80.4,14.8,4.9
E02001699,74.2,16.6,9.2
E02001700,80.3,14,5.8
E02001701,82.1,13.3,4.7
E02001702,72.5,17.7,9.9
E02001703,78.9,14.6,6.5
E02001704,73.1,17.3,9.6
E02001706,78.4,13.9,7.7
E02001707,75.7,16.3,8
E02001709,85,11.2,3.8
E02001710,74.4,16.6,9
E02001711,76.6,14.7,8.7
E02001712,85.2,10.7,4.1
E02001713,84.5,11.8,3.8
E02001714,85.6,10.8,3.7
E02001715,78.4,13.6,8
E02001718,74.5,16.2,9.3
E02001719,82.1,13.1,4.9
E02001720,91.3,6.7,2
E02001721,76.3,15.9,7.8
E02001722,76,15.9,8.1
E02001723,78.8,13.3,7.9
E02001724,88.9,8.3,2.8
E02001725,81.4,12.5,6.2
E02001726,78.3,14.2,7.5
E02001727,76.8,15.9,7.2
E02001728,76.9,16,7.1
E02001729,83.8,11.4,4.8
E02001732,76.7,14.9,8.4
E02001734,76.7,15.5,7.8
E02001735,71.4,17.8,10.8
E02001737,70.5,17.4,12.2
E02001738,84.2,12.2,3.6
E02001739,76.2,16.4,7.5
E02001740,87.5,9.6,2.9
E02001741,79.6,15.3,5.2
E02001742,82.8,13.6,3.7
E02001743,83.3,12.6,4.1
E02001744,83.1,11.9,5
E02001745,79.5,14.8,5.7
E02001746,81.1,13.9,5.1
E02001747,81.1,13.3,5.6
E02001748,81.6,13.1,5.2
E02001749,79.3,13.8,6.9
E02001750,81.7,13,5.4
E02001751,78.5,14.9,6.6
E02001752,76.1,15.9,8.1
E02001753,80.6,13.6,5.8
E02001754,83,12.3,4.7
E02001755,83.1,11.8,5.1
E02001756,75.6,16.3,8
