geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E02001682,48.4,51.6
E02001683,49.4,50.6
E02001684,34.7,65.3
E02001685,36.9,63.1
E02001686,47.8,52.2
E02001688,31.3,68.7
E02001689,36.2,63.8
E02001690,45.3,54.7
E02001691,33.9,66.1
E02001692,34.2,65.8
E02001693,36.9,63.1
E02001694,45.7,54.3
E02001695,50.9,49.1
E02001696,39.9,60.1
E02001697,49.7,50.3
E02001698,59.4,40.6
E02001699,42.4,57.6
E02001700,47.4,52.6
E02001701,51.7,48.3
E02001702,34.3,65.7
E02001703,53.6,46.4
E02001704,37.6,62.4
E02001706,45.5,54.5
E02001707,45,55
E02001709,55.5,44.5
E02001710,36.4,63.6
E02001711,38.3,61.7
E02001712,45.2,54.8
E02001713,51.7,48.3
E02001714,54.1,45.9
E02001715,40,60
E02001718,37.1,62.9
E02001719,45.6,54.4
E02001720,16.1,83.9
E02001721,41.5,58.5
E02001722,40.6,59.4
E02001723,42.7,57.3
E02001724,15.6,84.4
E02001725,17.2,82.8
E02001726,43.3,56.7
E02001727,44.7,55.3
E02001728,41.6,58.4
E02001729,35.4,64.6
E02001732,39.2,60.8
E02001734,38.7,61.3
E02001735,29.8,70.2
E02001737,29.4,70.6
E02001738,64,36
E02001739,45.4,54.6
E02001740,61.9,38.1
E02001741,49.4,50.6
E02001742,54.3,45.7
E02001743,45.4,54.6
E02001744,45,55
E02001745,42.5,57.5
E02001746,45.6,54.4
E02001747,54.4,45.6
E02001748,46,54
E02001749,48.5,51.5
E02001750,53.3,46.7
E02001751,44,56
E02001752,38.4,61.6
E02001753,43.9,56.1
E02001754,49.4,50.6
E02001755,50.2,49.8
E02001756,36.1,63.9
E02001757,47.8,52.2
E02001758,48.5,51.5
E02001759,34.6,65.4
E02001760,30.6,69.4
E02001761,44.4,55.6
E02001762,47.1,52.9
E02001763,35.7,64.3
E02001764,32.2,67.8
E02001765,34.6,65.4
E02001766,35.2,64.8
E02001767,35.3,64.7
E02001768,40.5,59.5
E02001769,31.1,68.9
E02001770,39.3,60.7
E02001771,45.3,54.7
E02001772,42.2,57.8
E02001773,56.8,43.2
E02001774,34.3,65.7
E02001775,38.8,61.2
E02001776,37.6,62.4
E02001777,42.6,57.4
E02001778,31.5,68.5
E02001779,37,63
E02001780,44.6,55.4
E02001781,32.7,67.3
E02001782,41,59
E02001783,35,65
E02001784,39.4,60.6
E02001785,47.9,52.1
E02001786,41.2,58.8
E02001787,45.7,54.3
E02001788,44.5,55.5
E02001789,60.2,39.8
E02001790,49.8,50.2
E02001791,55.5,44.5
E02001792,54.8,45.2
E02001793,30.4,69.6
E02001794,34.3,65.7
E02001795,35.8,64.2
E02001796,39.7,60.3
E02001797,52.9,47.1
E02001798,40.9,59.1
E02001799,33.8,66.2
E02001800,44.2,55.8
E02001801,37.6,62.4
E02001802,33.2,66.8
E02001803,25.6,74.4
E02001804,40.6,59.4
E02001805,47.7,52.3
E02001806,29.8,70.2
E02001807,47.6,52.4
E02001808,44.9,55.1
E02001809,48.2,51.8
E02001810,46.1,53.9
E02001811,36.2,63.8
E02001812,56.8,43.2
E02001813,33.2,66.8
E02001814,41.8,58.2
E02001815,55.4,44.6
E02001816,35.5,64.5
E02001817,41.7,58.3
E02001818,42.3,57.7
E02001819,55.5,44.5
E02001820,47.3,52.7
E02001821,50.8,49.2
E02001822,47,53
E02001823,42.8,57.2
E02001824,45.2,54.8
E02001825,44.4,55.6
E02001826,41.8,58.2
E02002483,47.6,52.4
E02002484,34.4,65.6
E02002485,36.1,63.9
E02002489,32.6,67.4
E02002490,36.8,63.2
E02002491,38.8,61.2
E02002492,41.7,58.3
E02002493,52.2,47.8
E02002494,32.9,67.1
E02002496,28.6,71.4
E02002497,27.4,72.6
E02002498,29.4,70.6
E02002499,29.9,70.1
E02002500,39.1,60.9
E02002501,36.4,63.6
E02002502,30.1,69.9
E02002503,36.2,63.8
E02002504,45.8,54.2
E02002505,28.3,71.7
E02002506,28.3,71.7
E02002507,50.5,49.5
E02002508,50.2,49.8
E02002509,40.2,59.8
E02002510,51.6,48.4
E02002512,56.3,43.7
E02002513,38.6,61.4
E02002514,43.8,56.2
E02002515,29.9,70.1
E02002516,40.7,59.3
E02002517,39.5,60.5
E02002518,51.4,48.6
E02002519,39.3,60.7
E02002520,50.1,49.9
E02002521,44.6,55.4
E02002523,28,72
E02002524,49.1,50.9
E02002525,39.2,60.8
E02002526,47.2,52.8
E02002527,37.6,62.4
E02002529,45.7,54.3
E02002530,46.1,53.9
E02002532,38.4,61.6
E02002533,54.4,45.6
E02002534,60,40
E02002535,54.3,45.7
E02002536,42.6,57.4
E02002537,35,65
E02002538,43.7,56.3
E02002539,60.1,39.9
E02002540,54.5,45.5
E02002541,37.6,62.4
E02002542,33.8,66.2
E02002543,35.9,64.1
E02002544,29.4,70.6
E02002545,51.3,48.7
E02002546,36.8,63.2
E02002547,54.2,45.8
E02002549,52.7,47.3
E02002550,48.4,51.6
E02002551,29.7,70.3
E02002552,41.7,58.3
E02002553,43.8,56.2
E02002554,37.5,62.5
E02002555,53,47
E02002556,57.1,42.9
E02002558,54.6,45.4
E02002559,53.4,46.6
E02002560,46.5,53.5
E02002561,52.2,47.8
E02002562,33.1,66.9
E02002563,43.7,56.3
E02002564,41.3,58.7
E02002567,37.3,62.7
E02002568,54.4,45.6
E02002569,59.7,40.3
E02002570,34,66
E02002571,40.5,59.5
E02002572,36.7,63.3
E02002573,54.6,45.4
E02003988,49.6,50.4
E02004008,56,44
E02004009,57.3,42.7
E02004010,39.2,60.8
E02004011,51.9,48.1
E02004013,53.6,46.4
E02004014,55.5,44.5
E02004017,45.7,54.3
E02004018,39.3,60.7
E02004019,56,44
E02004020,50.8,49.2
E02004023,52.1,47.9
E02004024,60.4,39.6
E02004025,54.1,45.9
E02004290,54.5,45.5
E02004291,41.5,58.5
E02004292,50.8,49.2
E02004293,37,63
E02004294,55.7,44.3
E02004295,50.1,49.9
E02004296,42.8,57.2
E02004297,48.5,51.5
E02004298,51.8,48.2
E02004299,45.6,54.4
E02004300,41.4,58.6
E02004301,37,63
E02004302,38.7,61.3
E02004303,41.2,58.8
E02004304,43.7,56.3
E02004305,43.8,56.2
E02004306,52.6,47.4
E02004307,47.1,52.9
E02004308,51.3,48.7
E02004309,45.7,54.3
E02004310,44.6,55.4
E02004311,46.6,53.4
E02004312,54.4,45.6
E02004313,27.2,72.8
E02004314,7.4,92.6
E02004315,40.2,59.8
E02004316,43.5,56.5
E02004317,43,57
E02004318,47.4,52.6
E02004319,46.1,53.9
E02004320,51,49
E02004321,40.9,59.1
E02004322,37.6,62.4
E02004323,43.5,56.5
E02004324,43.3,56.7
E02004325,32,68
E02004326,40.5,59.5
E02004327,37.4,62.6
E02004328,37.6,62.4
E02004329,49,51
E02004330,41.7,58.3
E02004331,42.7,57.3
E02004332,44.6,55.4
E02004333,50.8,49.2
E02004334,43.4,56.6
E02004335,38.2,61.8
E02004336,42.4,57.6
E02004337,44.9,55.1
E02004338,42.5,57.5
E02004339,54.8,45.2
E02004340,38.3,61.7
E02004341,54.1,45.9
E02004342,31.7,68.3
E02004343,42.5,57.5
E02004344,43.9,56.1
E02004345,50.9,49.1
E02004348,52.8,47.2
E02004349,40.2,59.8
E02004350,46.8,53.2
E02004351,40.9,59.1
E02004352,38.8,61.2
E02004353,49.3,50.7
E02004354,45.4,54.6
E02004355,37.7,62.3
E02005702,60.1,39.9
E02005703,42,58
E02005704,54.2,45.8
E02005705,60.1,39.9
E02005706,41.2,58.8
E02005707,56.5,43.5
E02005708,55.2,44.8
E02005709,31.2,68.8
E02005710,37.8,62.2
E02005711,39.6,60.4
E02005712,44.8,55.2
E02005713,58.7,41.3
E02005715,38.8,61.2
E02005717,51.8,48.2
E02005718,52.9,47.1
E02005719,43.4,56.6
E02005720,43.5,56.5
E02005721,49.2,50.8
E02005722,59.1,40.9
E02005723,42.6,57.4
E02005724,63.5,36.5
E02005725,57.3,42.7
E02005726,62.9,37.1
E02005727,56.9,43.1
E02005728,50.6,49.4
E02005729,55.2,44.8
E02005730,49.1,50.9
E02005731,48.5,51.5
E02005733,55.6,44.4
E02005734,40.4,59.6
E02005735,32.8,67.2
E02005736,42.5,57.5
E02005739,47.1,52.9
E02005740,39.9,60.1
E02005741,52.6,47.4
E02005750,51.6,48.4
E02005751,61.6,38.4
E02005752,55.8,44.2
E02005754,62.2,37.8
E02005755,52.9,47.1
E02005756,56.4,43.6
E02005757,50.1,49.9
E02005758,53.5,46.5
E02005761,60.6,39.4
E02005782,60.6,39.4
E02005783,49.5,50.5
E02005784,50.8,49.2
E02005785,44.1,55.9
E02005786,57.6,42.4
E02005787,56.6,43.4
E02005788,55.1,44.9
E02005789,52.9,47.1
E02005790,54.7,45.3
E02005795,45.3,54.7
E02005796,53.2,46.8
E02005797,47.2,52.8
E02005798,56.6,43.4
E02005799,54.3,45.7
E02005800,32.5,67.5
E02005801,37.2,62.8
E02005802,33.3,66.7
E02005803,43.7,56.3
E02005804,33.1,66.9
E02005805,53.5,46.5
E02005806,40.1,59.9
E02005807,57.9,42.1
E02005808,52.1,47.9
E02006811,56.6,43.4
E02006812,42.5,57.5
E02006841,23.7,76.3
E02006842,38.1,61.9
E02006893,51.2,48.8
E02006909,56.6,43.4
E02006910,41.2,58.8
E02007022,51.5,48.5
E02007042,50.5,49.5
E02007043,40.2,59.8
E02007058,31.2,68.8
E02007059,42.6,57.4
E02007060,31.1,68.9
E02007061,39.3,60.7
E02007062,49.2,50.8
E02007063,58.5,41.5
E02007094,41.9,58.1
E02007095,47,53
E02007096,52.7,47.3
E02007097,10.5,89.5
E02007098,31,69
E02007099,9.6,90.4
E02007100,7.3,92.7
E02007101,44.5,55.5
E02007102,18.6,81.4
E02007103,22.1,77.9
E02007104,34.6,65.4
E02007105,47.3,52.7
E02007106,52.4,47.6
E02007107,58.8,41.2
