geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02001682,39.4,40.5,18.8,1.3,0.1
E02001683,35.4,44.6,18.5,1.3,0.2
E02001684,20,43.8,32.9,2.9,0.4
E02001685,28.7,40.6,28.4,2.2,0.1
E02001686,36.6,42,20.1,1.2,0.1
E02001688,19.1,47.9,30.2,2.5,0.3
E02001689,25.9,40.5,29.2,3.5,0.9
E02001690,36,41.8,20.4,1.6,0.2
E02001691,27.4,44.5,24.8,2.7,0.5
E02001692,19.4,42.2,34.5,3.5,0.4
E02001693,24.7,40.4,32.4,2.5,0.1
E02001694,34.6,41.9,21.7,1.7,0.1
E02001695,36.8,39.6,22.1,1.3,0.2
E02001696,24.2,40.1,31.8,3.7,0.2
E02001697,38,44.2,16.6,1.1,0.1
E02001698,48.8,39.3,11.1,0.7,0.1
E02001699,27.8,42.2,27.9,1.9,0.2
E02001700,38.2,42.1,18.2,1.4,0.2
E02001701,45.4,39,14.8,0.7,0
E02001702,23.8,37.7,34.6,3.7,0.2
E02001703,48.2,34.1,16.2,1.3,0.1
E02001704,26.9,42.9,28,1.9,0.3
E02001706,33.7,39,25,2.2,0.1
E02001707,33.6,41.8,22.4,1.9,0.3
E02001709,52,34.7,12.1,0.9,0.2
E02001710,25.6,40,31.8,2,0.6
E02001711,36.3,38.3,23.3,2,0.2
E02001712,47.3,36.5,15.3,0.7,0.2
E02001713,51.1,31.2,16.6,1,0.1
E02001714,52.3,33.7,13.2,0.8,0.1
E02001715,30.1,36.9,29.7,3,0.3
E02001718,29.8,43.8,23.7,2.3,0.3
E02001719,42.1,40,16.1,1.5,0.3
E02001720,35.8,30.6,31.6,1.7,0.3
E02001721,33.4,42.1,22.7,1.7,0.1
E02001722,35.6,37.5,24.2,2.4,0.3
E02001723,28,37.2,30.1,4.1,0.5
E02001724,27.1,37.3,34.2,1,0.5
E02001725,21.2,41.7,34.6,2.1,0.4
E02001726,26,42.3,27.1,3.7,0.8
E02001727,28.3,43.3,26.1,2,0.3
E02001728,31.8,41.2,25,1.8,0.2
E02001729,22.6,31.6,36.7,7,2.1
E02001732,26.9,39.7,30.3,2.8,0.3
E02001734,23.3,38.2,33.9,4,0.6
E02001735,18.7,36.7,40.1,4.1,0.4
E02001737,15.6,39.4,40.7,4,0.3
E02001738,64.4,27.6,7.7,0.3,0
E02001739,32.5,37.7,28.3,1.4,0.1
E02001740,59.7,28.3,11.1,0.8,0
E02001741,36.7,44.5,18,0.7,0.1
E02001742,43.2,42.3,13.8,0.7,0
E02001743,44.8,35.2,18.9,0.9,0.2
E02001744,39,40.9,19,1.1,0
E02001745,33.9,40.6,23.5,1.9,0.1
E02001746,39.5,38.1,20.9,1.2,0.3
E02001747,43.7,39.9,15.5,0.8,0.2
E02001748,36.2,38.7,23.4,1.6,0.1
E02001749,36.3,39.4,22.9,1.3,0.1
E02001750,47.1,36.4,15,1.3,0.2
E02001751,37.7,37.8,22.8,1.6,0.2
E02001752,31.1,36,30.4,2.4,0.2
E02001753,36,39.8,23.4,0.7,0.1
E02001754,44.9,38.9,15.5,0.6,0.1
E02001755,47.1,33,18.9,1,0
E02001756,29.6,45.2,23.3,1.7,0.2
E02001757,35.7,42.1,20.7,1.3,0.1
E02001758,35.5,41.9,21.1,1.3,0.1
E02001759,28.1,42.8,27.7,1.3,0.1
E02001760,20.6,44,32,3,0.3
E02001761,32.1,43,23.4,1.5,0.1
E02001762,37.6,42.7,18.5,1.1,0.1
E02001763,22.9,44.5,30.2,2.2,0.3
E02001764,20.4,39.8,37.5,2,0.2
E02001765,23.8,40.5,33.1,2.2,0.3
E02001766,26.3,46.1,25.2,2.1,0.3
E02001767,27.6,42.1,28.3,1.9,0.1
E02001768,26.5,42.9,27.2,2.7,0.5
E02001769,18.7,42.6,36,2.4,0.3
E02001770,28.7,48.9,21.6,0.9,0
E02001771,35.4,38.6,24.4,1.5,0.1
E02001772,34.1,40.4,24.2,1.1,0.1
E02001773,44.2,43.2,11.6,0.8,0
E02001774,30.2,36.3,31.3,2,0.1
E02001775,31.7,39.6,26.2,2.2,0.2
E02001776,28.9,44.1,25.1,1.7,0.1
E02001777,34.8,46.1,17.5,1.5,0.1
E02001778,25,44.2,29.1,1.4,0.2
E02001779,25.5,37.6,34.3,2.5,0.1
E02001780,36.8,38.2,23.1,1.9,0.1
E02001781,21.1,41.1,35.1,2.7,0
E02001782,35.5,37.8,24.7,1.8,0.2
E02001783,22.6,38.8,35.1,3.3,0.2
E02001784,34.6,35.1,28.2,1.8,0.3
E02001785,37.1,37.2,24.3,1.2,0.1
E02001786,31.1,39.1,27.8,1.9,0.1
E02001787,38.8,37.2,22.1,1.7,0.1
E02001788,32.5,39.4,26.6,1.3,0.2
E02001789,57.8,32,9.5,0.7,0
E02001790,42.3,38.3,18.1,1.2,0.1
E02001791,48.5,38.6,11.9,1,0
E02001792,46.7,37.2,15.3,0.7,0.1
E02001793,18.7,44,34.3,2.7,0.3
E02001794,22.7,43.5,30.2,3.3,0.3
E02001795,21,44.7,32.1,2,0.2
E02001796,26.3,46.4,25.6,1.4,0.3
E02001797,44.1,35.8,18.8,1.1,0.2
E02001798,22.3,45,29.3,3,0.3
E02001799,27,40.9,29.3,2.5,0.3
E02001800,36.8,45.3,16.7,1.1,0.1
E02001801,19.1,42.6,33.8,3.9,0.6
E02001802,24.2,42.9,28.8,3.6,0.4
E02001803,18,37.7,40.8,2.9,0.6
E02001804,27.4,44.4,25.7,2.4,0.1
E02001805,34.2,44.6,19.2,1.8,0.3
E02001806,19.3,41.2,36.9,2,0.5
E02001807,40.3,37.7,20.4,1.4,0.2
E02001808,30.3,44.2,20.7,3.8,1
E02001809,40.5,37.8,20.6,0.9,0.1
E02001810,38.9,40.3,19.7,1,0.1
E02001811,23.6,44.6,29,2.6,0.3
E02001812,52.5,34.4,11.9,0.9,0.3
E02001813,21.5,39,35.4,3.9,0.3
E02001814,33.6,36.6,27.2,2.5,0.1
E02001815,54.1,32.6,12.3,0.9,0
E02001816,18.5,47.1,31.8,2.4,0.2
E02001817,28.6,44.6,24,2.6,0.2
E02001818,33.5,38,26.2,2.1,0.2
E02001819,46.9,37.7,14.9,0.4,0.1
E02001820,38.7,36.8,22.6,1.7,0.2
