geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02001682,96.5,0.8,2.7
E02001683,97.4,0.8,1.8
E02001684,90.8,1,8.3
E02001685,97.2,0.5,2.3
E02001686,97.7,0.4,1.9
E02001688,88.6,1.6,9.8
E02001689,86.7,1.5,11.9
E02001690,96.5,0.7,2.8
E02001691,84.6,2,13.3
E02001692,92.3,0.7,7
E02001693,95.2,0.7,4.2
E02001694,97,0.5,2.5
E02001695,97.7,0.5,1.8
E02001696,97.2,0.7,2.1
E02001697,95.7,1,3.3
E02001698,98.2,0.6,1.1
E02001699,96.8,0.7,2.5
E02001700,97.4,0.6,2
E02001701,96.4,1.1,2.5
E02001702,93.3,0.7,6.1
E02001703,97,0.6,2.3
E02001704,96.7,0.4,2.9
E02001706,95,0.7,4.3
E02001707,96,0.6,3.4
E02001709,91.1,2.1,6.8
E02001710,90,1.5,8.5
E02001711,94.2,1.2,4.7
E02001712,89.4,2.5,8.1
E02001713,90.3,2.6,7
E02001714,88.4,3.3,8.2
E02001715,86.8,2.5,10.7
E02001718,92.4,1.3,6.3
E02001719,90.3,2.6,7.1
E02001720,90.9,2.6,6.5
E02001721,96.5,0.7,2.8
E02001722,94.9,0.8,4.3
E02001723,86.5,2.7,10.7
E02001724,88.4,2.8,8.8
E02001725,82.4,2.7,14.9
E02001726,87.7,2.1,10.1
E02001727,93.6,0.6,5.8
E02001728,97,0.6,2.4
E02001729,67.6,2.9,29.4
E02001732,90.1,0.8,9.1
E02001734,83.3,1.6,15.2
E02001735,90.2,1.1,8.7
E02001737,88.1,1.1,10.7
E02001738,97.2,1.1,1.7
E02001739,97.9,0.5,1.6
E02001740,95.7,1.4,2.9
E02001741,97.2,0.5,2.2
E02001742,97.3,0.9,1.8
E02001743,94.2,1.9,4
E02001744,97.6,0.6,1.8
E02001745,97.7,0.5,1.8
E02001746,96.3,0.9,2.7
E02001747,96.6,1.3,2.1
E02001748,96.3,1.1,2.7
E02001749,96.7,1,2.3
E02001750,97.7,0.6,1.7
E02001751,96.4,0.8,2.9
E02001752,96.8,1,2.2
E02001753,95,1.5,3.5
E02001754,97,0.9,2.1
E02001755,95,1.5,3.5
E02001756,92.4,1.7,5.9
E02001757,98,0.5,1.6
E02001758,98,0.5,1.5
E02001759,94.7,0.9,4.4
E02001760,95.9,0.5,3.6
E02001761,97.8,0.3,1.9
E02001762,97.7,0.4,1.9
