geography_code,sex-001,sex-002
W00006029,54.2,45.8
W00006030,53,47
W00006031,50.2,49.8
W00006032,51.3,48.7
W00006033,51.1,48.9
W00006034,47.8,52.2
W00006035,47.7,52.3
W00006036,49.3,50.7
W00006037,46.8,53.2
W00006038,54.1,45.9
W00006039,49.5,50.5
W00006046,51,49
W00006047,47.2,52.8
W00006048,49.4,50.6
W00006049,51.3,48.7
W00006142,52.5,47.5
W00006143,52.3,47.7
W00006144,54.1,45.9
W00006145,50.9,49.1
W00006148,52.1,47.9
W00006149,50,50
W00006220,49.3,50.7
W00006221,50,50
W00006222,45.8,54.2
W00006223,52.1,47.9
W00006224,52.5,47.5
W00006225,53,47
W00006226,56.1,43.9
W00006227,52.1,47.9
W00006229,54.7,45.3
W00006721,53.2,46.8
W00006725,49.2,50.8
W00006726,54,46
W00006756,53.2,46.8
W00006757,47.1,52.9
W00006758,50.2,49.8
W00006759,51.3,48.7
W00006760,48,52
W00006761,51,49
W00006762,48.8,51.2
W00006763,49.5,50.5
W00006765,49.4,50.6
W00006766,51.9,48.1
W00006832,50.6,49.4
W00006833,47.8,52.2
W00006838,50,50
W00006911,48.1,51.9
W00006912,51.3,48.7
W00006913,44.6,55.4
W00006914,50.4,49.6
W00006915,50.9,49.1
W00006916,54.8,45.2
W00006917,54,46
W00006918,46.3,53.7
W00006919,49.7,50.3
W00006920,53.9,46.1
W00006921,55.9,44.1
W00006922,48.3,51.7
W00006923,50,50
W00006924,50.2,49.8
W00006925,53.2,46.8
W00006926,48,52
W00006927,52.6,47.4
W00006928,50.9,49.1
W00006929,57.1,42.9
W00006930,48.4,51.6
W00006943,55.3,44.7
W00006944,47.5,52.5
W00006945,54.5,45.5
W00006946,54.2,45.8
W00006947,49.4,50.6
W00006948,47.5,52.5
W00006949,54,46
W00006950,51.6,48.4
W00006951,50.3,49.7
W00006952,53.6,46.4
W00006953,49.6,50.4
W00006954,55.4,44.6
W00006992,45.2,54.8
W00006993,50.3,49.7
W00006994,48.1,51.9
W00006995,50.5,49.5
W00006996,56.9,43.1
W00006997,52.3,47.7
W00006998,50,50
W00006999,49.3,50.7
W00007000,52.4,47.6
W00007001,52.3,47.7
W00007002,46.8,53.2
W00007003,53.1,46.9
W00007004,44.9,55.1
W00007005,51.6,48.4
W00007006,48.3,51.7
W00007007,49,51
W00007008,53.2,46.8
W00007009,49.8,50.2
W00007010,52.1,47.9
W00007011,51.5,48.5
W00007012,43.6,56.4
W00007013,52.8,47.2
W00007014,54.2,45.8
W00007015,47.6,52.4
W00007016,55.3,44.7
W00007017,56.6,43.4
W00007018,55.7,44.3
W00007019,54.7,45.3
W00007020,50,50
W00007055,51.4,48.6
W00007056,54.6,45.4
W00007057,45.9,54.1
W00007058,48.8,51.2
W00007059,54.1,45.9
W00007060,53.7,46.3
W00007061,50.6,49.4
W00007062,51.5,48.5
W00007063,50.7,49.3
W00007064,48.8,51.2
W00007065,52.3,47.7
W00007066,50.5,49.5
W00007067,51.4,48.6
W00007068,50,50
W00007069,53.8,46.2
W00007070,51.2,48.8
W00007071,54.1,45.9
W00007072,52.3,47.7
W00007073,49.5,50.5
W00007074,52,48
W00007075,48.6,51.4
W00007076,54.7,45.3
W00007077,50,50
W00007078,55,45
W00007079,50.8,49.2
W00007080,52.8,47.2
W00007081,51.2,48.8
W00007082,52,48
W00007083,48,52
W00007084,51,49
W00007085,53.5,46.5
W00007086,52.7,47.3
W00007087,49.2,50.8
W00007088,50.9,49.1
W00007089,49.3,50.7
W00007090,49.7,50.3
W00007091,49.3,50.7
W00007092,52,48
W00007110,49.2,50.8
W00007123,52.1,47.9
W00007128,51.5,48.5
W00007129,52.2,47.8
W00007130,48.9,51.1
W00007131,49.3,50.7
W00007132,51.1,48.9
W00007133,49,51
W00007134,55.9,44.1
W00007135,49,51
W00007136,48.3,51.7
