geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
W00006029,100,0,0
W00006030,100,0,0
W00006031,99.7,0,0.3
W00006032,100,0,0
W00006033,99.6,0.4,0
W00006034,98.8,1.2,0
W00006035,98.9,1.1,0
W00006036,100,0,0
W00006037,96.4,3.2,0.4
W00006038,95.2,4,0.8
W00006039,100,0,0
W00006046,99.6,0.4,0
W00006047,95.5,3.3,1.2
W00006048,100,0,0
W00006049,99.2,0.8,0
W00006142,96.6,3.4,0
W00006143,99,1,0
W00006144,96.9,2.7,0.3
W00006145,97.9,1.8,0.3
W00006148,100,0,0
W00006149,98.5,1.5,0
W00006220,99.7,0,0.3
W00006221,97.3,1.9,0.8
W00006222,96.2,3.8,0
W00006223,98.9,1.1,0
W00006224,94.5,4.3,1.3
W00006225,99.6,0.4,0
W00006226,94.3,4.1,1.6
W00006227,99.7,0,0.3
W00006229,96.7,3.3,0
W00006721,100,0,0
W00006725,99.3,0.2,0.5
W00006726,99,1,0
W00006756,99.1,0.6,0.3
W00006757,100,0,0
W00006758,98.8,0.8,0.4
W00006759,98,2,0
W00006760,99.7,0,0.3
W00006761,100,0,0
W00006762,98.8,1.2,0
W00006763,99.6,0.4,0
W00006765,98.7,1.1,0.3
W00006766,97.6,2.4,0
W00006832,98.8,1.2,0
W00006833,96.4,3.6,0
W00006838,99.7,0.3,0
W00006911,99.6,0.4,0
W00006912,98,1.3,0.7
W00006913,99.6,0,0.4
W00006914,100,0,0
W00006915,99.1,0.9,0
W00006916,98.6,0.8,0.5
W00006917,100,0,0
W00006918,99,1,0
W00006919,98.7,1.3,0
W00006920,100,0,0
W00006921,98.7,0.7,0.7
W00006922,99.4,0.6,0
W00006923,94.9,4.8,0.4
W00006924,97.2,1.6,1.3
W00006925,99.7,0.3,0
W00006926,98.5,1.5,0
W00006927,98.5,1.5,0
W00006928,100,0,0
W00006929,98.9,1.1,0
W00006930,99.5,0,0.5
W00006943,98.7,1.3,0
W00006944,99.3,0.7,0
W00006945,100,0,0
W00006946,98.1,0.9,0.9
W00006947,97.9,2.1,0
W00006948,97,3,0
W00006949,100,0,0
W00006950,100,0,0
W00006951,99.7,0,0.3
W00006952,100,0,0
W00006953,100,0,0
W00006954,99,1,0
W00006992,99,1,0
W00006993,98.9,1.1,0
W00006994,99.2,0.8,0
W00006995,99.7,0.3,0
W00006996,100,0,0
W00006997,98.7,1.3,0
W00006998,96.9,3.1,0
W00006999,97.6,2,0.3
W00007000,99.3,0,0.7
W00007001,100,0,0
W00007002,98.6,1.1,0.4
W00007003,99.3,0.7,0
W00007004,96.3,3.7,0
W00007005,100,0,0
W00007006,99.6,0,0.4
W00007007,100,0,0
W00007008,99.7,0.3,0
W00007009,96.8,3.2,0
W00007010,98,2,0
W00007011,98.9,1.1,0
W00007012,97,2.6,0.4
W00007013,99.7,0,0.3
W00007014,98.8,1.2,0
W00007015,99.4,0.3,0.3
W00007016,98.4,1.6,0
W00007017,99.6,0.4,0
W00007018,99.2,0.4,0.4
W00007019,97,2.4,0.6
W00007020,94.7,2.8,2.5
W00007055,99.7,0.3,0
W00007056,96.3,2.5,1.2
W00007057,97.7,2.3,0
W00007058,93.8,3.4,2.8
W00007059,99.6,0.4,0
W00007060,94.8,4,1.2
