geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00071777,35.6,46.7,14.1,3.7
E00071778,41.7,50,5,3.3
E00071779,40.3,38,17.1,4.7
E00071785,42.9,39.8,14.3,3
E00071786,49.3,33.1,13.4,4.2
E00071787,39.8,43.1,11.4,5.7
E00071808,46.4,40,12.8,0.8
E00071811,44.1,33.8,19.1,2.9
E00071812,35.7,43.4,17.1,3.9
E00071813,27.9,45.9,20.7,5.4
E00071814,40,40,16.5,3.5
E00071815,42.6,43.2,11.6,2.6
E00071816,41.7,42.4,12.1,3.8
E00071817,33.3,47.8,15.2,3.6
E00071818,32.8,47.4,16.8,2.9
E00071827,78.5,17,4.4,0
E00071828,44.4,44.4,10.5,0.8
E00071829,23.9,46.5,23.2,6.3
E00071836,43.9,42.4,12.1,1.5
E00071840,31.4,48.3,15.3,5.1
E00071841,12.6,50.5,29.7,7.2
E00071842,9.1,40.4,42.4,8.1
E00071843,35.7,48.8,15.5,0
E00071844,32.8,40.3,21,5.9
E00071845,22.4,42.9,29.3,5.4
E00071846,29.5,48.4,21.1,1.1
E00071859,32.3,46.5,13.4,7.9
E00071860,24.8,43.2,19.2,12.8
E00071861,59,34.2,6,0.9
E00071862,42.7,34,18.4,4.9
E00071863,40.3,40.3,15.5,3.9
E00071864,32.2,40.9,26.1,0.9
E00071865,22.8,36,32.5,8.8
E00071866,37.9,45.1,13.3,3.6
E00071867,30,48.5,17.7,3.8
E00071868,32.1,38.1,19.4,10.4
E00071869,34.9,41.9,17.8,5.4
E00071870,34.7,40.7,21.2,3.4
E00071871,36.7,42.2,16.7,4.4
E00071872,24.1,48.2,18.8,8.9
E00071873,8,38.4,41.6,12
E00071874,15.6,45,31.2,8.3
E00071875,16.9,53.8,20.8,8.5
E00071876,16.1,36.3,37.1,10.5
E00071877,17.6,47.2,24,11.2
E00071878,15.7,34.6,37,12.6
E00071879,30.5,33.1,31.4,5.1
E00071880,19.6,48.2,25,7.1
E00071881,26.2,41.5,26.9,5.4
E00071882,18.4,46.3,25,10.3
E00071883,20.6,43.7,27,8.7
E00071884,38.2,33.6,25.2,3.1
E00071885,22.3,43.8,26.9,6.9
E00071886,27,52.1,17.8,3.1
E00071887,14.8,51.6,24.2,9.4
E00071888,16.7,51.9,22.2,9.3
E00071889,23,50.4,22.2,4.4
E00071890,25.8,51.6,19.5,3.1
E00071891,6.4,44,37.6,12
E00071892,22.9,37.1,23.8,16.2
E00071893,33.8,50.7,13.5,2
E00071894,46,37.6,15.6,0.8
E00071895,34.4,45.8,16,3.8
E00071896,29.8,44.6,20.7,5
E00071897,40.5,45.7,7.8,6
E00071898,38.7,40.1,19,2.2
E00072063,50.8,36.7,10,2.5
E00072064,40.8,46.7,11.7,0.8
E00072065,42.4,44,12,1.6
E00072066,18.4,42.6,30,9
E00072067,10.2,53.5,26,10.2
E00072068,26.1,49.3,19.7,4.9
