geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00071777,17.9,13.4,56.7,11.9
E00071778,13.3,10,63.3,13.3
E00071779,21.7,11.6,53.5,13.2
E00071785,16.4,14.9,58.2,10.4
E00071786,11.3,9.2,66.2,13.4
E00071787,22.1,9,56.6,12.3
E00071808,15.1,10.3,65.9,8.7
E00071811,18.2,12.4,55.5,13.9
E00071812,19.8,13.7,55,11.5
E00071813,25,19.6,40.2,15.2
E00071814,18.7,13,49.6,18.7
E00071815,7,5.1,73.9,14
E00071816,6,10.5,70.7,12.8
E00071817,26.1,12.3,51.4,10.1
E00071818,19.9,13.2,52.2,14.7
E00071827,4.5,3.7,73.1,18.7
E00071828,13.5,12.8,66.9,6.8
E00071829,20.4,26.8,36.6,16.2
E00071836,16.5,9.8,3,70.7
E00071840,22.5,22.5,37.5,17.5
E00071841,69.9,22.1,4.4,3.5
E00071842,56,34,2,8
E00071843,37.3,10.8,44.6,7.2
E00071844,31.1,19.3,36.1,13.4
E00071845,18.2,33.1,39.2,9.5
E00071846,3.1,6.1,84.7,6.1
E00071859,16.7,17.5,58.7,7.1
E00071860,26.8,25.2,37,11
E00071861,9.5,3.4,57.8,29.3
E00071862,22.1,21.2,48.1,8.7
E00071863,24,12.4,51.2,12.4
E00071864,16.1,19.5,45.8,18.6
E00071865,40.7,23.9,25.7,9.7
E00071866,13.3,8.7,67.7,10.3
E00071867,12.3,21.5,52.3,13.8
E00071868,25.8,22,35.6,16.7
E00071869,15.4,16.2,57.7,10.8
E00071870,21.2,17.8,51.7,9.3
E00071871,19.8,24.2,40.7,15.4
E00071872,32.1,32.1,28.6,7.1
E00071873,49.6,44.8,0.8,4.8
E00071874,46.8,34.9,9.2,9.2
E00071875,23.1,31.5,33.8,11.5
E00071876,48.4,46.8,0.8,4
E00071877,34.4,33.6,24.8,7.2
E00071878,53.9,39.1,3.1,3.9
E00071879,20,25.8,45,9.2
E00071880,50.9,29.5,8.9,10.7
E00071881,26.5,27.3,31.1,15.2
E00071882,30.7,35.8,3.6,29.9
E00071883,29.6,36,22.4,12
E00071884,12.8,24.1,43.6,19.5
E00071885,50,29.2,14.6,6.2
E00071886,17.2,25.2,44.2,13.5
E00071887,70.9,15.7,3.1,10.2
E00071888,67.6,18.5,0.9,13
E00071889,30.3,28,26.5,15.2
E00071890,24.2,22.7,38.3,14.8
E00071891,51.2,44,0,4.8
E00071892,53.3,19,1,26.7
E00071893,15,20.4,46.9,17.7
E00071894,5.9,7.2,78.9,8
E00071895,20.5,13.6,52.3,13.6
E00071896,20.2,26.9,43.7,9.2
E00071897,17.8,16.9,54.2,11
E00071898,14,22.8,55.1,8.1
E00072063,18.5,21.8,5,54.6
E00072064,15.8,10,8.3,65.8
E00072065,24.2,12.1,6.5,57.3
E00072066,25,45.5,5.4,24.1
E00072067,45.7,39.4,3.1,11.8
E00072068,30.3,28.2,16.9,24.6
E00072069,23.4,22.7,5,48.9
E00072070,20.4,27.4,25.7,26.5
E00072071,27.6,26,11.8,34.6
E00072072,18.7,20.6,14,46.7
E00072073,21.4,19.8,17.6,41.2
E00072074,40.1,27.6,7.2,25
E00072075,63.7,24.7,2.1,9.6
E00072076,18.7,18.7,12.2,50.4
E00072077,21.6,14.4,1.8,62.2
E00072078,37.7,15.1,23.6,23.6
E00072079,28.6,18.3,11.9,41.3
E00072080,18.5,20.2,47.1,14.3
E00072081,14.7,22.4,36.2,26.7
E00072082,61.1,30.5,2.1,6.3
E00072083,19.8,9.9,45.5,24.8
E00072084,27.7,23.8,11.5,36.9
E00072085,8.9,9.8,39.3,42
E00072086,49.2,40.6,0,10.2
E00072087,21.8,17.7,39.5,21.1
E00072088,14.9,18.4,49.1,17.5
E00072089,5.9,6.7,69.7,17.6
E00072090,17.9,15.7,5.2,61.2
E00072091,56.4,30,3.6,10
E00072092,45,32.8,4.6,17.6
E00072093,20,20,40,20
E00072094,41.9,30.2,14.7,13.2
E00072095,26.1,23.1,4.5,46.3
E00072096,53.7,21.1,10.6,14.6
E00072097,35.8,24.8,4.6,34.9
E00072098,34.5,21.6,6.9,37.1
E00072099,50.4,25.6,2.6,21.4
E00072100,28,34.8,0.8,36.4
E00072101,29.8,18.1,7.4,44.7
E00072102,25.4,22.2,25.4,27
E00072103,45.5,26.3,13.1,15.2
E00072104,20.5,25.2,28.3,26
E00072105,14,8.8,12.3,64.9
E00072106,20.7,16.5,10.7,52.1
E00072110,13.6,6.8,5.9,73.7
E00072112,25.2,7.3,10.6,56.9
E00072114,23.1,16.4,4.5,56
E00072117,29.7,14.8,23.4,32
E00072118,14.5,10,15.5,60
E00072120,8.6,10.9,10.2,70.3
E00072121,5.8,4.1,9.9,80.2
E00072122,3.2,12.8,4.8,79.2
E00072123,14.3,4.8,4.8,76.2
E00072138,11.3,15.3,48.7,24.7
E00072139,27,28.7,2.5,41.8
E00072140,37,17.6,13.4,31.9
E00072141,31.6,25.4,0.9,42.1
E00072142,28.8,29.6,2.4,39.2
E00072143,31.1,26.2,2.5,40.2
E00072144,46.9,31.5,2.3,19.2
E00072145,48.2,30.7,7.3,13.9
E00072146,26.4,20.8,24,28.8
E00072147,28.3,22,9.4,40.2
E00072148,38,24,19.3,18.7
E00072149,47.9,27.7,5,19.3
E00072150,28.5,20.8,26.2,24.6
E00072155,16.2,68.9,6.1,8.8
E00072156,25.6,20.3,10.5,43.6
E00072157,25.8,29.8,15.3,29
E00072158,13.9,21.3,51.9,13
E00072159,45.1,33.1,4.2,17.6
E00072160,31.1,29.4,9.2,30.3
