geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00045077,82.5,17.5
E00045078,86.4,13.6
E00045079,69.1,30.9
E00045080,71.7,28.3
E00045081,79.5,20.5
E00045082,65.6,34.4
E00045083,92.5,7.5
E00045084,66.6,33.4
E00045085,67,33
E00045086,77,23
E00045087,75.4,24.6
E00045088,87.2,12.8
E00045090,70.4,29.6
E00045091,82.2,17.8
E00045092,77.8,22.3
E00045093,69.7,30.3
E00045094,83.2,16.8
E00045095,83.1,16.9
E00045096,69.9,30.1
E00045097,83.2,16.8
E00045098,90.1,9.9
E00045099,75.7,24.3
E00045100,67.6,32.4
E00045101,68.6,31.4
E00045102,73.2,26.8
E00045103,82.4,17.6
E00045104,63.2,36.8
E00045105,76.2,23.8
E00045106,74.5,25.5
E00045107,66.3,33.7
E00045108,70.3,29.7
E00045109,66.9,33.1
E00045110,81.8,18.2
E00045111,70,30
E00045112,68.3,31.7
E00045113,70.1,29.9
E00045114,67.6,32.4
E00045115,73.8,26.2
E00045116,61.1,38.9
E00045117,65.2,34.8
E00045118,79.4,20.6
E00045119,68.3,31.7
E00045120,59.4,40.6
E00045121,67,33
E00045122,72.2,27.8
E00045123,68.6,31.4
E00045124,63.8,36.2
E00045125,57.7,42.3
E00045126,65.2,34.8
E00045127,62.4,37.6
E00045128,65.7,34.3
E00045129,61.6,38.4
E00045130,78.1,21.9
E00045131,58.3,41.7
E00045132,71.9,28.1
E00045133,79.9,20.1
E00045134,52.9,47.1
E00045135,69.6,30.4
E00045136,77.7,22.3
E00045137,72.3,27.7
E00045138,75,25
E00045139,89.9,10.1
E00045140,71.8,28.2
E00045141,69.8,30.2
E00045142,74.2,25.8
E00045143,68.6,31.4
E00045144,83.2,16.8
E00045145,56,44
E00045146,92.6,7.4
E00045147,78.5,21.5
E00045148,66.9,33.1
E00045149,89.1,10.9
E00045150,83.6,16.4
E00045151,85.1,14.9
E00045152,76.9,23.1
E00045153,74.9,25.1
E00045154,78.1,21.9
E00045155,91.2,8.8
E00045156,88.4,11.6
E00045157,90.3,9.7
E00045158,73.7,26.3
E00045159,90.5,9.5
E00045160,65.2,34.8
E00045161,86.7,13.3
E00045162,70,30
E00045163,80.1,19.9
E00045164,91,9
E00045165,74,26
E00045746,83,17
E00045748,67.1,32.9
E00045749,74,26
E00045750,63,37
E00045751,79.4,20.6
E00045752,72.4,27.6
E00045753,85.8,14.2
E00045754,82.1,17.9
E00045756,78.4,21.6
E00045757,83.1,16.9
E00045758,78.4,21.6
E00045759,64.1,35.9
E00045760,69,31
E00045761,74.6,25.4
E00045762,77.3,22.7
E00045763,74.3,25.7
E00045764,82.1,17.9
E00045765,77.3,22.7
E00045766,81.8,18.2
E00045767,76.1,23.9
E00045768,72.4,27.6
E00045769,73.4,26.6
E00045770,81,19
E00045771,73.2,26.8
E00045772,75,25
E00045773,75.8,24.2
E00045774,64.5,35.5
E00045775,78.9,21.1
E00045776,80.6,19.4
E00045777,81.8,18.2
E00045778,69.3,30.7
E00045779,75.6,24.4
E00045780,82.6,17.4
E00045781,80.4,19.6
E00045782,73.9,26.1
E00045783,73.3,26.7
E00045784,71.8,28.2
E00045785,78.4,21.6
E00045786,75.6,24.4
E00045787,77.1,22.9
E00045788,78.1,21.9
E00045789,78.4,21.6
E00045790,69.4,30.6
E00045791,78.1,21.9
E00045793,66.2,33.8
E00045794,75.4,24.6
E00045795,67.9,32.1
E00045796,77.8,22.2
E00045797,72.4,27.6
E00045798,73.6,26.4
E00045799,70.3,29.7
E00045800,75.1,24.9
E00045801,71.8,28.2
E00045802,73.8,26.2
E00045804,74.5,25.5
E00045805,62,38
E00045806,60.2,39.8
E00045807,71.1,28.9
E00045809,71.7,28.3
E00045812,71.8,28.2
E00045813,65.6,34.4
E00045814,65.5,34.5
E00045815,56.5,43.5
E00045817,71.4,28.6
E00045819,65.9,34.1
E00045821,73.3,26.7
E00045848,64,36
E00045856,66,34
E00045858,80.3,19.7
E00045860,74.5,25.5
E00045862,69.6,30.4
E00045863,76.6,23.4
E00045865,76.1,23.9
E00045866,78.1,21.9
E00045867,79.8,20.2
E00045870,69.9,30.1
E00045871,63.9,36.1
E00046614,50.7,49.3
E00046644,63.3,36.7
E00046645,49.6,50.4
E00046647,62.2,37.8
E00046652,58.2,41.8
E00046657,56.6,43.4
E00047138,84.4,15.6
E00047140,86.9,13.1
E00047141,88,12
E00047142,84.6,15.4
E00047143,90.6,9.4
