geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00045077,8.8,36.8,43,11.4
E00045078,9.9,42.8,35.5,11.8
E00045079,53.8,32.9,10.8,2.5
E00045080,18.2,34.3,35,12.4
E00045081,55.9,32.4,9.8,2
E00045082,31.3,49.3,14.9,4.5
E00045083,11.3,54,26,8.7
E00045084,37.8,40.7,15.6,5.9
E00045085,43.4,39.3,13.1,4.1
E00045086,22.5,49,20.5,7.9
E00045087,43.1,35.8,19.7,1.5
E00045088,12.2,53.4,23.7,10.7
E00045090,40.5,36.5,20.9,2
E00045091,36,42,15.3,6.7
E00045092,35.4,39.9,19.7,5.1
E00045093,47.5,28.8,15.8,7.9
E00045094,23.5,44.4,24.7,7.4
E00045095,28,52,16,4
E00045096,54.2,33.1,8.5,4.2
E00045097,18.7,39.3,36.4,5.6
E00045098,29.6,49.6,17.4,3.5
E00045099,32.3,52.5,12.1,3
E00045100,43.8,29.2,19.2,7.7
E00045101,27.6,42.9,22.9,6.7
E00045102,19.9,50,23.5,6.6
E00045103,24,38.8,27.3,9.9
E00045104,36.3,39.8,20.4,3.5
E00045105,33.9,46,17.7,2.4
E00045106,23.8,52.4,20,3.8
E00045107,24.4,55.3,13.8,6.5
E00045108,42.5,45.7,9.4,2.4
E00045109,27.7,41.5,26.9,3.8
E00045110,18.3,45,25.7,11
E00045111,37.5,34.2,25,3.3
E00045112,16.1,50.9,26.8,6.3
E00045113,16.7,43.9,34.2,5.3
E00045114,29.3,49.1,16.4,5.2
E00045115,24.8,46.7,20,8.6
E00045116,21.7,45.7,24,8.5
E00045117,36.1,39.2,16.5,8.2
E00045118,30.6,37.1,23.4,8.9
E00045119,28.1,43.7,21.5,6.7
E00045120,33.8,45.3,15.1,5.8
E00045121,24.2,50,22,3.8
E00045122,50,36.1,13,0.9
E00045123,55,33.9,7.3,3.7
E00045124,43.6,44.3,8.6,3.6
E00045125,45.7,34.6,15.7,3.9
E00045126,31.3,46.3,17.7,4.8
E00045127,30.6,38.7,22.5,8.1
E00045128,25.5,36.2,20.6,17.7
E00045129,31.5,45.2,19.9,3.4
E00045130,29.7,48.3,19.5,2.5
E00045131,50,32.3,15.8,1.9
E00045132,40.9,37.6,19.4,2.2
E00045133,39.7,45.7,12.1,2.6
E00045134,34.5,46.2,14.5,4.8
E00045135,47,39.6,10.4,3
E00045136,32.8,46.3,18.7,2.2
E00045137,18.5,41.9,30.6,8.9
E00045138,25,49.2,23.4,2.3
E00045139,80.3,18.8,0.9,0
E00045140,29.2,45.8,20.8,4.2
E00045141,26.4,50,20,3.6
E00045142,32.3,42.3,16.9,8.5
