geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00065861,2.1,13.3,31.5,53.1
E00065889,1.6,29.5,39.3,29.5
E00065890,1.4,32.9,32.9,32.9
E00065891,0.7,26,28.1,45.2
E00065892,0,21,65.6,13.4
E00065893,0,14,38,48.1
E00065895,19.2,31.9,27.5,21.4
E00065896,0.8,50,28,21.2
E00065897,0.7,13.8,33.3,52.2
E00065898,26,35.6,28.8,9.6
E00065899,3.8,22.6,56.4,17.3
E00066198,3.3,7.3,40.7,48.8
E00066199,1.8,17.1,51.4,29.7
E00066200,5.7,22.6,34,37.7
E00066203,1.3,43,31.6,24.1
E00066204,2.2,13,38.4,46.5
E00066211,9.8,11.8,45.1,33.3
E00066241,3.1,15.9,27.7,53.3
E00066246,1.1,17.4,27.2,54.3
E00067381,0.8,18,57.9,23.3
E00067382,2.3,21.4,21.4,55
E00067383,0.8,16.8,51.1,31.3
E00067385,1.5,26.9,35.4,36.2
E00067386,0.8,28.5,37.7,33.1
E00067387,0.8,25.2,38.6,35.4
E00067388,3.2,7.1,24.6,65.1
E00067389,7.8,13.2,45,34.1
E00067390,26.2,20.5,18.9,34.4
E00067391,0.8,21.5,48.8,28.9
E00067392,1.4,12.3,23.3,63
E00067542,0,14.6,59.3,26
E00067549,0.8,26.2,60.8,12.3
E00067550,0,32.5,45.5,22
E00067552,3.4,8.5,63.6,24.6
E00067556,3.5,28.2,49.3,19
E00067558,0.8,22,52,25.2
E00067559,8.4,24.4,47.1,20.2
E00067564,0.8,50.8,34.4,14.1
E00067582,3.4,15.8,37.7,43.2
E00067584,2,15,29.3,53.7
E00067585,1.5,52.6,32.8,13.1
E00067587,0,3,61.5,35.6
E00067588,3.8,8.7,62.5,25
E00067589,2.2,32.4,36,29.5
E00067590,3.5,69.9,21.2,5.3
E00067591,2.9,32.4,47.8,16.9
E00067592,1.8,52.2,31,15
E00067593,4.7,49.6,40.3,5.4
E00067594,1.4,20.9,57.6,20.1
E00067638,53.3,4.1,25.4,17.2
E00067656,2.1,16,47.2,34.7
E00067659,4.4,21.3,48.1,26.3
E00067661,10.6,38,37.3,14.1
E00067662,0,37.7,35.8,26.5
E00067667,0.8,41.4,47.4,10.5
E00067669,0,39.6,50,10.4
E00067684,2.7,29.5,32.8,35
E00067687,1.7,18.1,50.9,29.3
E00067690,28.7,17.1,44.2,10.1
E00067749,2.1,27.5,41.5,28.9
E00067753,6.7,28.2,41.6,23.5
E00067754,2.2,21.2,44.7,31.8
E00067756,15.4,17.7,45.4,21.5
E00067757,0.7,21.5,52.6,25.2
E00067835,5.5,26.7,32.9,34.9
E00067836,12,16.5,26.6,44.9
E00067837,7.5,22.4,32.1,38.1
