areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00037085,97.5,0.4,2.1
E00037086,99.3,0,0.7
E00037087,98.4,0.3,1.3
E00037089,97.5,1.2,1.2
E00037093,93.4,1.3,5.3
E00037094,94,0,6
E00037096,99.6,0.4,0
E00037097,92.9,0,7.1
E00037098,96.6,0.4,3
E00037099,81.3,2.2,16.5
E00037100,89.3,0.9,9.8
E00037101,92.5,0.3,7.2
E00037102,90.4,2.2,7.3
E00037103,95.8,1.1,3.2
E00037104,98.5,0,1.5
E00037105,90.3,0.5,9.1
E00037106,80,0.8,19.1
E00037107,93.2,0.3,6.4
E00037109,93.9,2.1,4
E00037110,82.6,0.2,17.2
E00037111,100,0,0
E00037112,90.9,2.3,6.8
E00037113,96.6,0.3,3.1
E00037114,95,1.9,3
E00037115,96.7,0,3.3
E00037116,98,0.3,1.7
E00037117,98.1,1.1,0.7
E00037118,97,0.3,2.6
E00037119,98,0,2
E00037120,92.7,0.7,6.6
E00037121,94.7,1.3,3.9
E00037122,95.5,1.1,3.4
E00037123,94.6,1.3,4.1
E00037124,94.5,0,5.5
E00037125,97.6,0,2.4
E00037126,93.1,0,6.9
E00037127,95.9,0,4.1
E00037128,93.4,0.5,6.1
E00037129,93,1,6
E00037130,100,0,0
E00037131,92.8,1,6.1
E00037132,97.6,0.4,2
E00037133,97.2,0,2.8
E00037134,97.2,0.9,2
E00037135,96,1.5,2.6
E00037136,96.7,1.5,1.7
E00037137,98.2,0,1.8
E00037138,92.2,1.9,5.8
E00037139,97,1.3,1.7
E00037140,96.3,0.3,3.3
E00037160,99.2,0.2,0.6
E00037161,97.2,0.4,2.5
E00037162,99.4,0,0.6
E00037165,98.9,0.6,0.6
E00037167,99.7,0,0.3
E00037168,99.7,0,0.3
E00037169,65.1,5,29.9
E00037170,80.6,1,18.4
E00037171,97.9,0,2.1
E00037172,97.6,0.8,1.6
E00037173,99.2,0.4,0.4
E00037174,79,0.3,20.7
E00037175,76.7,3.3,20
E00037176,82.6,0.3,17.1
E00037177,66.8,3.9,29.3
E00037178,82.3,1.7,16
E00037179,81.4,1.1,17.5
E00037181,81,0,19
E00037182,81.1,3,15.9
E00037183,79.4,0.6,20
E00037184,81.5,1.6,16.9
E00037186,72.7,4.8,22.5
E00037187,75.3,1.4,23.3
E00037188,89.3,0.6,10.1
E00037189,83.8,1.5,14.7
E00037190,92.6,1.5,5.9
E00037191,74.3,0.5,25.1
E00037192,87.5,1.5,10.9
E00037193,74.5,2.7,22.8
E00037194,64.2,2.9,32.9
E00037195,85.2,1.8,13
E00037196,83.2,1.4,15.4
E00037197,69.4,1.1,29.6
E00037198,76.3,0,23.8
E00037199,64.7,2.6,32.8
E00037200,96.6,0.4,3
E00037201,98.9,0,1.1
E00037202,97.9,0,2.1
E00037203,80.5,1.7,17.8
E00037204,95.5,0,4.5
E00037205,96.6,1.3,2
E00037206,97.7,0,2.3
E00037207,94.4,1.2,4.5
E00037208,97.2,0.9,1.9
E00037209,98.9,0,1.1
E00037210,94.9,0.4,4.7
E00037211,93.5,0,6.5
E00037212,96.8,0.7,2.5
E00037213,98,0,2
E00037215,98.8,0,1.2
E00037216,95.2,0.4,4.3
E00037217,95.3,0.9,3.8
E00037218,98.3,1.1,0.6
