areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00037085,30.7,69.3
E00037086,33.9,66.1
E00037087,23.7,76.3
E00037089,41.4,58.6
E00037093,24.5,75.5
E00037094,30,70
E00037096,26.6,73.4
E00037097,28.2,71.8
E00037098,24.3,75.7
E00037099,26.9,73.1
E00037100,22.9,77.1
E00037101,32.8,67.2
E00037102,29.3,70.7
E00037103,31.8,68.2
E00037104,32.4,67.6
E00037105,28.5,71.5
E00037106,28.4,71.6
E00037107,32.4,67.6
E00037109,35.8,64.2
E00037110,29.3,70.7
E00037111,37.7,62.3
E00037112,37.6,62.4
E00037113,39.3,60.7
E00037114,24,76
E00037115,33.3,66.7
E00037116,31.9,68.1
E00037117,28.9,71.1
E00037118,27.2,72.8
E00037119,37.9,62.1
E00037120,29.8,70.2
E00037121,28.7,71.3
E00037122,30.8,69.2
E00037123,30.9,69.1
E00037124,28.9,71.1
E00037125,32.3,67.7
E00037126,24.4,75.6
E00037127,31.4,68.6
E00037128,26.6,73.4
E00037129,36.2,63.8
E00037130,20.8,79.2
E00037131,34.8,65.2
E00037132,29.7,70.3
E00037133,31.7,68.3
E00037134,28.6,71.4
E00037135,32,68
E00037136,37.6,62.4
E00037137,29.1,70.9
E00037138,26.3,73.7
E00037139,29.6,70.4
E00037140,31.2,68.8
E00037160,30.1,69.9
E00037161,29.9,70.1
E00037162,26.2,73.8
E00037165,24.2,75.8
E00037167,29.8,70.2
E00037168,29.7,70.3
E00037169,15.8,84.2
E00037170,27.5,72.5
E00037171,24.1,75.9
E00037172,28.6,71.4
E00037173,30.9,69.1
E00037174,21.4,78.6
E00037175,25,75
E00037176,24.4,75.6
E00037177,16.3,83.8
E00037178,30.4,69.6
E00037179,26.7,73.3
E00037181,30.4,69.6
E00037182,20.6,79.4
E00037183,23.8,76.2
E00037184,23.5,76.5
E00037186,24.2,75.8
E00037187,26.9,73.1
E00037188,28.1,71.9
E00037189,30.8,69.2
E00037190,23.8,76.2
E00037191,18.2,81.8
E00037192,26.5,73.5
E00037193,24,76
E00037194,25,75
E00037195,29.1,70.9
E00037196,31,69
E00037197,26,74
E00037198,19.6,80.4
E00037199,21.4,78.6
E00037200,27.4,72.6
E00037201,27.4,72.6
E00037202,28.9,71.1
E00037203,22.6,77.4
E00037204,34.9,65.1
E00037205,35.4,64.6
E00037206,28.9,71.1
E00037207,24.2,75.8
E00037208,26,74
E00037209,33.3,66.7
E00037210,31.7,68.3
E00037211,25.6,74.4
E00037212,21.6,78.4
E00037213,22.8,77.2
E00037215,39.8,60.2
E00037216,30.3,69.7
E00037217,26.5,73.5
E00037218,39,61
E00037219,30.4,69.6
E00037220,29.5,70.5
E00037221,25.8,74.2
E00037222,31.2,68.8
E00037223,26.5,73.5
E00037224,32.7,67.3
E00037225,22.5,77.5
E00037226,35.8,64.2
E00037229,33.6,66.4
E00037231,24.6,75.4
E00037232,36.8,63.2
E00037233,35.8,64.2
E00037234,26.3,73.7
E00037235,26.1,73.9
E00037236,32.7,67.3
E00037237,27.2,72.8
E00037238,35.1,64.9
E00037239,29.9,70.1
E00037276,28.5,71.5
E00037277,32.3,67.7
E00037278,24.8,75.2
E00037279,19.5,80.5
E00037280,25,75
E00037281,27.5,72.5
E00037282,28.3,71.7
E00037283,35,65
E00037284,27.2,72.8
E00037285,29.7,70.3
E00037286,35.4,64.6
E00037287,25.3,74.7
E00037288,34.9,65.1
E00037289,25,75
E00037290,27.4,72.6
E00037291,37.8,62.2
E00037292,30,70
E00037293,29.9,70.1
E00037294,25.6,74.4
E00037295,21.4,78.6
E00037296,26.9,73.1
E00037297,17.6,82.4
E00037298,24.8,75.2
E00037299,31,69
E00037300,35.2,64.8
E00037301,27,73
E00037302,20.4,79.6
E00037303,26.6,73.4
E00037304,31.9,68.1
E00037305,25.8,74.2
E00037306,28.7,71.3
E00037307,29,71
E00037309,29.3,70.7
E00037310,31.3,68.8
E00037311,30.9,69.1
E00037312,33.5,66.5
E00037313,24.6,75.4
E00037314,31.9,68.1
E00037315,29.1,70.9
E00037316,32.6,67.4
E00037317,26,74
E00037318,28.8,71.2
E00037320,37.8,62.2
E00037321,24.8,75.2
E00037395,33.7,66.3
E00037397,28.5,71.5
E00037398,30.2,69.8
E00037399,28.8,71.2
E00037400,27.5,72.5
E00037401,28.8,71.2
E00037402,26.6,73.4
E00037403,32.6,67.4
E00037404,24.6,75.4
E00037411,30.5,69.5
E00037412,28,72
E00037413,28.3,71.7
E00037414,29.5,70.5
E00037416,23.6,76.4
E00037417,26.3,73.7
E00037418,26.3,73.7
E00037419,23,77
E00037420,23.8,76.2
E00037421,21.3,78.8
E00037422,30.2,69.8
E00037423,28,72
E00037424,22.7,77.3
E00037425,30.4,69.6
E00037426,25.2,74.8
E00037427,22,78
E00037428,31.4,68.6
E00037429,28.6,71.4
E00037430,29.8,70.2
E00037431,32.2,67.8
E00037432,25.2,74.8
E00037433,34.3,65.7
E00037434,42.3,57.7
E00037435,37,63
E00037436,34.5,65.5
E00037437,30.2,69.8
E00037438,26.9,73.1
E00037439,24.9,75.1
E00037502,34.3,65.7
E00037503,27.4,72.6
E00037505,31.6,68.4
E00037507,33,67
E00037508,29.4,70.6
E00037509,31.5,68.5
E00037510,25.8,74.2
E00037511,29.7,70.3
E00037512,28.7,71.3
E00037513,35.2,64.8
E00037514,33,67
E00037515,27,73
E00037517,34.4,65.6
E00037518,34.3,65.7
E00037519,34.2,65.8
E00037520,27.4,72.6
E00037521,29.3,70.7
E00037522,35,65
E00037523,30,70
E00037525,31.4,68.6
E00037526,36.6,63.4
E00037527,40.5,59.5
E00037528,40.7,59.3
E00037529,24.2,75.8
E00037530,27.4,72.6
E00037531,31.9,68.1
E00037532,20.6,79.4
E00037533,31.9,68.1
E00037534,25.8,74.2
E00037535,31.2,68.8
E00037536,31.5,68.5
E00037537,30.3,69.7
E00037538,29,71
E00037539,40.9,59.1
E00037540,29.7,70.3
E00037541,22.3,77.7
E00037542,27.8,72.2
E00037543,27.9,72.1
E00037544,20.7,79.3
E00037545,26.8,73.2
E00037546,35,65
E00037547,37.2,62.8
E00037548,31.8,68.2
E00037549,30,70
E00037550,30.8,69.2
E00037551,31.5,68.5
E00037553,33.7,66.3
E00037554,35.9,64.1
E00037555,27.7,72.3
E00037556,31.7,68.3
E00037557,28.9,71.1
E00037558,26.7,73.3
