areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00054703,9.6,25.3,53.9,11.2
E00054704,8,21.3,51.7,19
E00054705,12.5,10.2,64.2,13.1
E00054706,11.1,14.1,66.7,8.1
E00054707,15.4,21.5,50,13.1
E00054708,8.3,25.5,56.7,9.6
E00054709,10.4,14.6,65.1,9.9
E00054710,10.1,20.9,61.5,7.4
E00054711,12.4,26.5,51.3,9.7
E00054712,11.7,20.1,64.3,3.9
E00054713,10.6,22.5,55,11.9
E00054714,10.4,16.5,60.4,12.8
E00054715,8.9,25.2,57.7,8.1
E00054717,14.5,22.1,48.1,15.3
E00054718,16.2,18.1,56.2,9.5
E00054719,6.6,19.3,58.6,15.5
E00054720,13.9,18.3,54.8,13
E00054721,8.9,21.2,64.4,5.5
E00054722,9.5,16.1,64.2,10.2
E00054726,9.7,21,58,11.4
E00054727,9.7,22.7,62.3,5.2
E00054728,10.7,23.4,49.4,16.5
E00054729,15.7,20,49.7,14.6
E00054730,6.5,20.3,61.4,11.8
E00054731,9.3,26.7,60,4
E00054732,11.3,20,60,8.7
E00054733,11.8,19.4,58.2,10.5
E00054735,5.6,22.9,59,12.5
E00054736,8.8,15.3,65.7,10.2
E00054742,11.5,19.7,60.5,8.3
E00054743,12.6,23.6,50.4,13.4
E00054744,6.5,23.2,62.3,8
E00054745,7.3,17.7,64,11
E00054746,7.1,22.2,60.6,10.1
E00054747,15.7,19,58.7,6.6
E00054748,7.7,19.7,59.8,12.8
E00054749,10,20.7,60.7,8.7
E00054750,6.3,23.4,57.8,12.5
E00054751,9.2,19,63.4,8.5
E00054752,16.1,14.3,48.2,21.4
E00054753,11.2,23.5,55.3,10
E00054754,4,24,66,6
E00054755,7,22.4,59.3,11.2
E00054756,8.8,20.6,61,9.6
E00054757,7.5,20,63.8,8.8
E00054862,13.6,23.9,48.9,13.6
E00054863,16.9,19.2,49.2,14.6
E00054864,15.4,23.9,50.4,10.3
E00054881,15.6,20.1,52.8,11.6
E00054883,18.1,22.2,50.7,9
E00054884,10.4,24.9,51.2,13.4
E00054885,12.3,36.8,41.5,9.4
