areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00054703,21.1,64.8,14.1
E00054704,12.9,77.6,9.5
E00054705,11.4,77.3,11.4
E00054706,5.8,81.3,12.9
E00054707,12.5,75,12.5
E00054708,10.9,68.5,20.7
E00054709,8.5,71.3,20.2
E00054710,9.8,72.8,17.4
E00054711,9,61.5,29.5
E00054712,13.9,63.9,22.2
E00054713,11,78.8,10.3
E00054714,10.3,69.1,20.6
E00054715,9,74,17
E00054717,13.8,64.4,21.8
E00054718,8.6,71.6,19.8
E00054719,14,74,12
E00054720,11.6,76.7,11.6
E00054721,10.1,62.6,27.3
E00054722,12.2,73.2,14.6
E00054726,8.6,73.4,18
E00054727,17.4,67.4,15.1
E00054728,10.3,63.2,26.5
E00054729,7.5,67.2,25.4
E00054730,7.6,69.6,22.8
E00054731,7.2,71.2,21.6
E00054732,21.9,68.5,9.6
E00054733,16.5,64.8,18.7
E00054735,5.8,82.5,11.7
E00054736,20,61.5,18.5
E00054742,6.6,71.1,22.4
E00054743,16.4,68.5,15.2
E00054744,15.6,56.3,28.1
E00054745,11.8,69.1,19.1
E00054746,8,78.2,13.8
E00054747,12.9,70.6,16.5
E00054748,9.7,78.5,11.8
E00054749,18.2,71.6,10.2
E00054750,8.1,74.2,17.7
E00054751,13,66.7,20.4
E00054752,18.4,65.8,15.8
E00054753,8.3,62.4,29.4
E00054754,15.7,54.3,30
E00054755,18.8,64.4,16.8
E00054756,11.1,68.3,20.6
E00054757,20,51.3,28.8
E00054862,9.5,76.7,13.8
E00054863,11.8,74.5,13.7
E00054864,8.3,81,10.7
E00054881,12.4,79.3,8.3
E00054883,11.4,73.3,15.2
E00054884,9.6,81.7,8.7
E00054885,6.5,69.2,24.3
