areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00054703,97.1,1.3,1.6
E00054704,97.6,0.3,2.2
E00054705,97.3,0.3,2.4
E00054706,97.9,0.3,1.8
E00054707,97,0.7,2.3
E00054708,95.7,1.3,3
E00054709,93.7,1.6,4.7
E00054710,96.1,1.4,2.5
E00054711,97.8,0,2.2
E00054712,97.5,0.7,1.8
E00054713,98.2,0.3,1.5
E00054714,94.8,0.6,4.6
E00054715,97.4,1.1,1.5
E00054717,94.1,1.3,4.6
E00054718,97.6,0.5,1.9
E00054719,95.8,1.2,3
E00054720,96.6,2.1,1.3
E00054721,98.3,0.3,1.4
E00054722,96.8,1.8,1.4
E00054726,97.7,0,2.3
E00054727,97,0,3
E00054728,99.4,0.2,0.4
E00054729,95.8,1.1,3.1
E00054730,96.5,0.7,2.8
E00054731,95.3,0.5,4.2
E00054732,93.3,1.3,5.4
E00054733,98.5,0.2,1.3
E00054735,98.7,0.3,1
E00054736,100,0,0
E00054742,97.3,1,1.8
E00054743,97.5,1,1.5
E00054744,98.2,0.7,1.1
E00054745,99.6,0,0.4
E00054746,99.1,0.4,0.4
E00054747,98.7,0.4,0.9
E00054748,97.2,0,2.8
E00054749,96.6,0.3,3.1
E00054750,99.3,0.7,0
E00054751,96.9,0.3,2.7
E00054752,93.5,2.8,3.7
E00054753,97,0.9,2.1
E00054754,99.4,0.3,0.3
E00054755,98.5,0.5,1
E00054756,98,1.6,0.4
E00054757,98,0,2
E00054862,96.4,1.6,1.9
E00054863,93.3,1.9,4.9
E00054864,94.9,1.9,3.2
E00054881,91.3,1.5,7.2
E00054883,89.8,3.3,6.9
E00054884,93,3.5,3.5
E00054885,94.3,0,5.7
