geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00140262,58.8,25.9,2.4,12.9
E00140265,53.5,8.5,0,38
E00140266,52.8,27.8,0,19.4
E00140267,54.2,26.4,0,19.4
E00140269,56.7,16.7,6.7,20
E00140270,48.3,33.3,0,18.3
E00140290,54.8,31,5.2,9
E00140291,54.2,33.8,0,12
E00140292,31.5,29,24.1,15.4
E00140293,28.4,21.1,3.2,47.4
E00140294,52.1,36.6,2.8,8.5
E00140295,57.7,26.2,2,14.1
E00140298,32,24,3,41
E00140299,65.9,25.6,0.8,7.8
E00140300,41.5,39.3,8.1,11.1
E00140301,47.8,24.6,2.9,24.6
E00140302,32,11.2,47.9,8.9
E00140303,49,19.5,6,25.5
E00140307,60.5,20.9,0,18.6
E00140321,53.1,12.2,10.2,24.5
E00140322,57,17.2,16.4,9.4
E00140323,25.2,22.3,42.7,9.7
E00140324,59.7,17.7,8.9,13.7
E00140325,50,16.1,17.9,16.1
E00140326,57.7,20.4,0.7,21.2
E00140327,54.2,23.7,11.9,10.2
E00140366,57,34.7,0.8,7.4
E00140367,50.4,33.6,1.5,14.5
E00140368,45.4,38.5,6.9,9.2
E00140369,47.1,38.2,5,9.7
E00140370,71.5,22.3,0,6.2
E00140371,60.7,30,0.7,8.7
E00140372,51.9,40.3,0.8,7
E00140373,52.3,29.4,5.2,13.1
E00140374,37.7,29.5,7.5,25.3
E00140375,12.3,10.5,71.1,6.1
E00140376,53.4,40.7,0,5.9
E00140377,41.3,34.6,20.2,3.8
E00140378,43.2,36.9,10.2,9.7
E00140379,46.7,30.8,0.8,21.7
E00140380,37.6,9.9,1,51.5
E00140381,36.2,18.8,18.1,26.8
E00140382,57.6,31,5.7,5.7
E00140383,60.3,35.5,0.8,3.3
E00140384,70.7,23.2,4.5,1.6
E00140385,52,33.8,9.5,4.7
E00140386,48.7,30.1,0,21.2
E00140387,53.8,32.8,1.7,11.8
E00140388,33.6,18.3,9.9,38.2
E00140389,46.2,40.4,1,12.5
E00140390,30.9,28.5,1.6,39
E00140391,24.1,30.3,35.2,10.3
E00140392,48.4,21.4,0,30.2
E00140393,36.1,23.5,21.8,18.5
E00140394,18.4,24.8,2.4,54.4
E00140395,29,16.1,5.6,49.2
E00140396,29.8,26.6,2.4,41.1
E00140397,14.4,33.3,41.7,10.6
E00140398,30.3,15.8,1.3,52.6
E00140399,19,19,54.5,7.4
E00140404,53.2,26.6,0,20.2
E00140405,29,31.6,22.6,16.8
E00140406,28.6,12.4,2.5,56.5
E00140407,21.5,13.4,10.1,55
E00140408,26.5,28.6,7.5,37.4
E00140415,43.3,25.4,1.5,29.9
E00140416,21,23.6,28,27.4
E00140429,52.5,27.1,3.4,16.9
E00140431,44.6,16.1,10.7,28.6
E00140432,58.1,14.2,7.4,20.3
E00140434,87.6,7.8,0,4.6
E00140435,61,21.3,0,17.7
E00140436,58.7,22,1.3,18
E00141037,58.7,17.4,1.4,22.5
E00141038,50,36.4,2.7,10.9
E00141073,45.1,15.9,4.9,34.1
E00141075,26.7,11.1,48.9,13.3
E00141076,36.6,20.3,2.4,40.7
E00141081,52.3,22.7,12.5,12.5
E00141082,54.8,15.1,2.7,27.4
E00189796,17.7,7.4,4.6,70.3
E00189904,46.9,16.8,5.1,31.1
E00189907,24.4,9,32.1,34.6
