geography_code,sex-001,sex-002
E00140262,47.8,52.2
E00140265,49.7,50.3
E00140266,48.5,51.5
E00140267,56.8,43.2
E00140269,46.7,53.3
E00140270,47.4,52.6
E00140290,52,48
E00140291,50.8,49.2
E00140292,51.4,48.6
E00140293,46.9,53.1
E00140294,54.6,45.4
E00140295,52.9,47.1
E00140298,47.8,52.2
E00140299,53.6,46.4
E00140300,49.1,50.9
E00140301,56.4,43.6
E00140302,64.2,35.8
E00140303,51.4,48.6
E00140307,51.6,48.4
E00140321,55.1,44.9
E00140322,56,44
E00140323,52.4,47.6
E00140324,53.8,46.3
E00140325,49.3,50.7
E00140326,49.8,50.2
E00140327,50.8,49.2
E00140366,50.9,49.1
E00140367,49.8,50.2
E00140368,51.9,48.1
E00140369,51,49
E00140370,49.3,50.7
E00140371,50.8,49.2
E00140372,51.5,48.5
E00140373,49.3,50.7
E00140374,46.7,53.3
E00140375,55.1,44.9
E00140376,51.3,48.7
E00140377,52.3,47.7
E00140378,52.5,47.5
E00140379,53.5,46.5
E00140380,49.5,50.5
E00140381,49.8,50.2
E00140382,52.1,47.9
E00140383,50.8,49.2
E00140384,53.1,46.9
E00140385,52.1,47.9
E00140386,49.8,50.2
E00140387,50.5,49.5
E00140388,52.2,47.8
E00140389,51.3,48.8
E00140390,52.8,47.2
E00140391,51.4,48.6
E00140392,54.5,45.5
E00140393,56.3,43.8
E00140394,51.1,48.9
E00140395,53.8,46.2
E00140396,52.7,47.3
E00140397,44.6,55.4
E00140398,46.7,53.3
E00140399,53.7,46.3
E00140404,52.9,47.1
E00140405,56.3,43.7
E00140406,50.5,49.5
E00140407,45.4,54.6
E00140408,47.1,52.9
E00140415,50.6,49.4
E00140416,49.1,50.9
E00140429,49.6,50.4
E00140431,55.1,44.9
E00140432,51.4,48.6
E00140434,54.8,45.2
E00140435,52.7,47.3
E00140436,54.4,45.6
E00141037,50.7,49.3
E00141038,51.2,48.8
E00141073,47.8,52.2
E00141075,55.2,44.8
E00141076,47.8,52.2
E00141081,51.2,48.8
E00141082,50,50
E00189796,49.1,50.9
E00189904,51.9,48.1
E00189907,43.5,56.5
