areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00087370,83.3,14.3,2.5
E00087371,80.6,12.9,6.5
E00087372,74.6,20.7,4.7
E00087373,70.2,23.9,5.9
E00087374,74.2,17.7,8.1
E00087375,72.2,19.1,8.6
E00087376,73.9,19.9,6.3
E00087377,76.4,16.5,7.2
E00087378,85,9.5,5.5
E00087379,79.2,14.9,5.9
E00087380,87.9,10,2.1
E00087381,75.3,19.9,4.9
E00087382,89.3,8.7,2
E00087383,84.6,13.2,2.3
E00087384,80.5,13.5,6
E00087385,83.9,13.9,2.3
E00087387,78.4,19.5,2.1
E00087388,89.2,8.4,2.4
E00087389,83.1,13.3,3.6
E00087390,85.9,11.1,3
E00087391,71.9,14.6,13.4
E00087392,83.2,12.2,4.6
E00087393,83.1,12.7,4.2
E00087394,81.6,14.4,4
E00087395,78.2,15.5,6.3
E00087396,76.6,16.5,6.9
E00087397,78.9,19.3,1.8
E00087398,84.4,11.7,4
E00087399,83.1,11.3,5.6
E00087400,79.5,13.6,6.9
E00087401,77.8,16,6.1
E00087402,81.7,13.7,4.6
E00087403,81.3,14.5,4.1
E00087404,73.7,21,5.4
E00087405,73.9,20.6,5.5
E00087406,78.4,15.5,6.1
E00087408,69.4,21.8,8.9
E00087409,78.5,15.1,6.4
E00087410,75.6,18.7,5.7
E00087411,76.7,16.3,7
E00087412,78.8,15.6,5.7
E00087413,79.5,15.2,5.3
E00087414,83.7,10.1,6.3
E00087415,80.2,17.8,2
E00087416,79.7,11.5,8.9
E00087417,72.2,19.1,8.6
E00087418,78.9,14.9,6.3
E00087419,62.4,22.6,14.9
E00087420,80.2,15.6,4.2
E00087449,80.7,13.6,5.7
E00087450,84.3,12.1,3.6
E00087452,78.4,14.8,6.8
E00087453,88.7,9,2.3
E00087454,88.2,7,4.8
E00087455,80.6,14.2,5.2
E00087512,65.5,19,15.5
E00087513,82.3,13.5,4.1
E00087514,70.6,24.2,5.1
E00087515,79.1,15.2,5.7
E00087516,83.1,14,2.9
E00087517,80.3,14.3,5.4
E00087518,83.5,11.7,4.8
E00087520,81,13.8,5.2
E00087522,72.7,15.5,11.9
E00087523,66.1,21,12.9
E00087524,72.3,18,9.7
E00115614,79.5,13.9,6.5
E00115778,73,21.1,5.9
E00115780,85.8,12.4,1.8
E00115781,80.4,14.9,4.8
E00115827,80.8,15.7,3.5
E00115828,91.7,6.3,2.1
E00115829,83,12.5,4.6
E00115831,85.7,11.7,2.6
E00116868,86.8,11.3,1.9
E00116898,78.3,16.7,5
E00116900,74.2,16.7,9.1
E00116933,87.3,9.1,3.5
E00116934,80.2,14.7,5
E00116935,75.1,20.3,4.6
E00116936,83.1,12,5
E00116937,81.8,10.6,7.6
E00116938,83,15.4,1.6
E00116939,79.8,16.6,3.5
E00116940,85.3,11,3.7
E00116941,80.7,13.7,5.6
E00116942,74.9,20.2,4.9
E00116943,72.8,22.3,4.9
E00116944,89.9,9,1.1
E00116945,86.5,10.5,2.9
E00116946,79.2,15.7,5.1
E00116947,81.4,15.5,3.1
E00116948,81.2,14.6,4.2
E00116949,85.4,11.1,3.5
E00116950,82.5,12.5,5
E00116951,81.6,14,4.4
E00116952,79.2,15,5.8
E00117005,78,14.2,7.9
E00117006,79.4,14.7,5.9
E00117007,81.4,15,3.5
E00117008,84.8,9.4,5.8
E00117015,77.8,15.9,6.3
E00117016,76.9,12.6,10.5
E00117017,81.4,12.8,5.9
E00117018,78.8,16.6,4.6
E00117019,86.1,9.7,4.2
E00117020,61.1,25,13.9
E00117021,73.6,15.6,10.8
E00117022,83.2,11,5.8
E00117023,74.1,19.7,6.2
E00117024,77.8,18.7,3.5
E00117025,80.5,13.5,5.9
E00117026,86.3,11.2,2.4
E00117027,79.3,16.7,3.9
E00117028,83.4,11.5,5.1
E00117029,82.3,10.9,6.8
E00117030,83.2,13.8,3
E00117031,81.3,14.6,4.1
E00117032,81.1,14.1,4.9
E00117033,80.6,14.2,5.2
E00117034,87.7,9.9,2.3
E00117035,76.4,15.6,8
E00172707,83.8,9.2,7
E00172708,88.7,10.5,0.8
E00172710,81.5,13.5,5
E00172711,81.2,13.8,5
E00180407,71.7,18.2,10.1
E00180416,69.7,20.7,9.5
E00180417,80.6,16.8,2.6
E00180424,77.8,13.9,8.3
E00180425,84,10.5,5.5
E00180427,74.8,16.3,8.9
E00180431,82.5,12.7,4.9
E00180436,80.2,11.7,8
E00180440,81.9,14.3,3.7
