areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00108712,97,2.8,0,0,0.3
E00109935,97,3,0,0,0
E00109936,97.2,2.8,0,0,0
E00109944,99.1,0.4,0,0.4,0
E00109945,96.2,3.3,0.5,0,0
E00109946,98.2,1.5,0.3,0,0
E00110193,95.3,4.2,0,0,0.4
E00110194,96.6,2.1,0,0.7,0.7
E00110198,96.1,3.4,0,0.3,0.3
E00110199,95.1,4.3,0.5,0,0
E00110200,97.9,1.8,0.3,0,0
E00110201,97.9,2.1,0,0,0
E00110336,97,2.8,0.2,0,0
E00110337,96.5,2.8,0.3,0.3,0
E00110338,94.3,3.4,2.3,0,0
E00110339,96.3,1.9,0.9,0.3,0.6
E00110340,96.2,2.6,0.6,0.6,0
E00110341,95.3,3.7,1.1,0,0
E00110342,92.2,3.6,1.4,1.7,1.1
E00110343,98.7,1.3,0,0,0
E00110344,94.4,3.5,1,1,0
E00110345,92.6,4.9,1.9,0.2,0.4
E00110346,95.2,3.7,0.7,0,0.4
E00110347,98,2,0,0,0
E00110348,97.9,1.8,0.3,0,0
E00110349,90.4,5.2,2.7,1.7,0
E00110350,94.2,3.7,2.1,0,0
E00110351,93,3.5,2,0.9,0.6
E00110352,92.3,6.6,0.4,0.7,0
E00110353,95.8,2.5,0.4,0.4,0.8
E00110354,93.9,5.8,0.3,0,0
E00110355,97.3,2.7,0,0,0
E00110356,97.1,0.9,0,1.2,0.9
E00110357,95.7,4.3,0,0,0
E00110358,97.2,1.2,0,1.2,0.4
E00110359,97,2.6,0,0,0.3
E00110377,97.8,1.8,0.4,0,0
E00110378,92.2,6.7,0,1.1,0
E00110379,95.3,4.7,0,0,0
E00110380,96.6,3.4,0,0,0
E00110381,97,2.2,0.7,0,0
E00110382,91.5,7.7,0,0.4,0.4
E00110383,94.9,3.8,0.6,0.6,0
E00110384,96.5,2.8,0,0.7,0
E00110385,93.5,6.5,0,0,0
E00110386,94.2,2.7,3.1,0,0
E00110387,95.2,3.6,1.2,0,0
E00110388,91.5,8.5,0,0,0
E00110389,95.2,3.2,0.8,0.8,0
E00110390,95.5,4.5,0,0,0
E00110391,94.1,4.9,0.7,0.3,0
E00110392,97.2,2.5,0,0.4,0
E00110393,94.7,3.5,1.1,0.7,0
E00110394,93.5,3.6,2.9,0,0
E00110395,95,3.3,1.7,0,0
E00110396,97,2.8,0.3,0,0
E00110397,95.3,4,0.7,0,0
E00110398,97,3,0,0,0
E00110399,91.8,7,1.2,0,0
E00110400,96.2,2.1,1.7,0,0
E00110401,97.8,1.8,0,0.4,0
E00110402,95.5,2.4,1.7,0,0.3
E00111111,96.8,2.4,0.2,0.6,0
E00111112,99.5,0.5,0,0,0
E00111113,96.5,3.2,0,0,0.2
E00111114,94.6,3.8,0.8,0.8,0
E00111115,95.9,3,0.7,0.4,0
E00111116,95.7,3.5,0.5,0,0.3
E00111117,96.7,2.9,0.2,0.2,0
E00111118,95,3.6,0,0.4,1.1
E00111119,95.4,3.4,0.6,0.6,0
E00111120,94.9,3.6,1.2,0.3,0
E00111121,97.5,2.5,0,0,0
E00111122,97.9,2.1,0,0,0
E00111123,95.4,4.1,0.3,0.3,0
E00111124,94.9,4.7,0.4,0,0
E00111125,93.9,4.9,0.4,0.4,0.4
E00111126,95.7,4.1,0.2,0,0
E00111127,96.9,1.6,0.8,0.6,0
E00111128,94.8,5,0,0,0.3
E00111130,96.7,3.3,0,0,0
E00111131,96.4,0.5,2.2,0,0.8
E00111132,98.9,1.1,0,0,0
E00111133,94,6,0,0,0
E00111134,96.8,1.4,0.7,1.1,0
E00111135,90.2,9.2,0,0,0.5
E00111136,97,2.7,0.3,0,0
