areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00049183,12.3,50.2,5.5,27.7,4.3
E00049184,11.2,40.6,6.7,39.5,2
E00049185,23,43.7,7.8,22.6,3
E00049186,21.7,51.3,8,17.5,1.5
E00049187,19,48.3,7.9,20.7,4.1
E00049188,16.3,49,9.6,23.4,1.7
E00049190,20.8,52.8,5.6,18.2,2.6
E00049191,11,53.6,7.2,24,4.2
E00049192,25.5,43.6,5.9,22.1,2.9
E00049193,25.1,51.5,6.6,13.8,3
E00049194,21.2,48.7,8.3,19.2,2.6
E00049195,25.6,45.4,6.8,19.8,2.4
E00049196,14,43.9,8.1,32.8,1.1
E00049197,16.3,47.5,10.1,24.6,1.4
E00049198,23.5,43.1,8.6,21.6,3.1
E00049199,23.5,42.3,6.8,23.9,3.4
E00049200,20.4,42.4,7.9,25.7,3.6
E00049201,20.8,45.7,4.5,24.9,4.1
E00049202,23.8,45.2,6.3,23,1.7
E00049203,20.2,51.8,6.5,21.5,0
E00049204,14,53.9,5.8,22.9,3.5
E00049205,29.6,42.8,4.1,17.7,5.8
E00049206,4.3,59,5.9,29.9,0.9
E00049207,18.9,50.7,6.3,22.2,1.9
E00049208,9.3,52.1,5.8,30.9,1.9
E00049209,18.9,46,5.7,26.4,3
E00049210,16.3,47.5,6.8,27.4,1.9
E00049211,15,51.1,4,27.3,2.6
E00049212,23.3,51.5,5,18.3,1.9
E00049213,13.6,48.1,6.1,30.7,1.4
E00049214,22.6,50.6,8,15.3,3.4
E00049215,11.6,45,7.4,32.8,3.2
E00049216,16,48.9,8.7,24.2,2.3
E00049217,11.9,48.4,4.1,34.2,1.4
E00049218,23.1,38.4,6,28.5,3.9
E00049219,22.4,45.3,6,22,4.3
E00049220,14.3,45.7,5.3,33.1,1.6
E00049221,18.3,47.2,9.7,22.4,2.4
E00049222,23.2,45.3,5.6,22.5,3.4
E00049223,15.4,48.5,3.1,31.7,1.4
E00049224,17.1,42.5,5.7,31.1,3.5
E00049225,11.1,51.1,9.3,26.2,2.2
E00049226,11.6,50.4,8.2,27.6,2.2
E00049227,13.3,50,4.3,30.2,2.2
E00049228,26.8,41.4,8,20.7,3.1
E00049229,25.1,42.4,4.8,26.4,1.3
E00049230,13.7,44,9.4,30.8,2.1
E00049231,27.1,49,3.8,17.1,2.9
E00049232,15.4,44.9,8.3,30.3,1.2
E00049233,34.1,45.9,4.1,14.9,1
E00049234,22.9,48.4,7.9,20.8,0
E00049235,29.4,43.1,6.9,19.1,1.5
E00049236,23.6,53.6,5.7,14.3,2.9
E00049237,23.9,43.8,8.5,20.2,3.7
E00049238,19.3,53.8,5.7,18.9,2.4
E00049239,23.1,46.2,6.7,19.7,4.3
E00049240,17.5,49.8,9,22.4,1.3
E00049241,15,52,3.5,25.1,4.4
E00049283,28.4,42.6,5.2,21.9,1.9
E00049284,33,46,7,11.6,2.5
E00049285,34.6,49.4,6.5,8,1.5
E00049287,31.1,46.5,8.7,10.6,3.1
E00049288,33,42.6,4.5,12.5,7.4
E00049289,32.2,47.2,2,16.6,2
E00049290,31.2,46.3,6.5,12.6,3.5
E00049291,32.6,43.8,4.5,16.9,2.1
E00049292,28.9,46.8,5.5,15.6,3.2
E00049293,29.7,46.4,7.2,14.8,1.9
E00049294,29.1,46.4,8.2,14.3,2
E00049295,25,51.1,3.8,17.4,2.7
E00049296,30.4,52.2,3.2,11.3,2.8
E00049297,12.6,51.7,4.8,28,2.9
E00049298,27.7,48.5,6.9,14.3,2.6
E00049299,20.6,54.7,6.5,15.9,2.4
E00049300,17.9,53.6,5.6,15.8,7.1
E00049301,20.7,50,9.1,18.2,2.1
E00049302,30.1,42,5.4,19.6,2.9
E00049303,27,51.5,6.1,13,2.4
E00049304,24.7,43,4.8,22,5.4
E00049305,23.3,47.1,4.9,22.4,2.2
E00049306,15.3,50.4,5.3,26.3,2.7
E00049307,19.3,53.4,4,19.3,4
E00049308,23.8,46.8,4,23.8,1.6
E00049311,22.5,43.3,9.6,20.4,4.2
E00049312,14.4,46.8,5.1,30.1,3.7
E00049313,21.9,45.3,6.5,24.3,2
E00049314,25,45.5,7.1,21.4,0.9
E00049315,15.1,42.9,8.1,30.9,3.1
E00049316,30.8,39.4,5.9,20.8,3.2
E00049734,28.5,49,5.7,16.7,0
E00049736,22.2,52.2,4.4,20.7,0.4
E00049737,32.3,39.7,1.9,16,10.1
E00049738,18.8,50.7,3.7,22.4,4.4
E00049739,32.2,39,3.7,18,7.1
E00049740,33.1,37.5,4.1,23.2,2
E00049741,35.2,39.5,6.9,18,0.4
E00049742,17.5,49.3,3.1,26.9,3.1
E00049743,16.3,41.2,7.3,33.2,2.1
E00049748,22.8,42.3,7.4,25.5,2
E00049750,28.4,41.7,3.7,20.6,5.5
E00049752,29.4,42.4,6.9,18.8,2.4
E00049753,30,39.9,6.9,20.7,2.5
E00049754,31.6,40.9,8.4,15.1,4
E00049755,30.4,46.1,7.4,15.7,0.4
E00049756,21.8,47.3,4.8,24.5,1.6
E00049757,37.1,34.8,8.1,17.1,2.9
E00049758,26.3,45,7.7,18.7,2.4
E00049759,21.5,53.3,3.8,18,3.5
E00049760,30.5,42.9,3.8,20.5,2.4
E00049761,25.3,44.8,4.2,23,2.7
E00049762,32.6,40.1,6.6,14.9,5.8
E00049764,27.2,43.9,6.7,20.1,2.1
E00049765,30.6,44.8,3.2,15.7,5.7
E00049766,25.7,46.5,5.6,18.7,3.5
E00049767,24.9,44,3.6,19.1,8.3
E00049768,37.2,38.5,6.4,15.1,2.8
E00049769,32.4,44.4,7.2,12.8,3.2
E00049770,29.4,39.6,2.5,26.9,1.5
E00049772,28.7,45.6,3,16.9,5.9
E00049804,17.5,33.8,9.6,36.3,2.9
E00049805,9.7,31.5,3.2,52,3.6
E00049806,14.8,37.2,5.4,40.7,1.9
E00049807,16.3,55.9,3.5,22,2.2
E00049808,28.5,47.8,6.3,14.6,2.8
E00049809,20.5,43.8,5.2,28.5,2
E00049810,14,48.3,7.7,27.6,2.4
E00049811,21.1,49.7,5,22.6,1.5
E00049812,21.2,32,6.9,37.1,2.7
E00049813,19.1,35.6,10.6,31.4,3.4
E00049814,9.9,43.1,2.8,44.3,0
E00049815,10.5,44.4,9.3,30.6,5.2
E00049816,9.2,32.3,3.1,53.4,2
E00049817,17.7,46.9,4.2,28.1,3.1
E00049818,17.5,35.4,7.1,40.1,0
E00049819,15.8,35.4,5,40.8,2.9
E00049820,23.3,40.3,6.3,26.9,3.2
E00049821,13.5,33.8,3.3,48,1.5
E00049822,30.4,37.8,8.9,20,3
E00049823,23.2,47.5,5.4,21.4,2.5
E00049824,14.2,37.8,3.3,41.1,3.6
E00049825,9.4,43.2,5,39.9,2.5
E00049826,14.8,35.7,3.2,44.4,1.8
E00049827,8.7,42.3,5.6,41.3,2
E00049828,28.6,38,7.1,22.4,3.9
E00049829,17.8,36,4.1,36.4,5.8
E00049830,12.4,36.8,8.5,40.2,2.1
E00049831,13.4,39,3.5,40.2,3.9
E00049832,22.7,33.9,5.4,34.3,3.7
E00049833,22.3,36.1,7.7,31.8,2.1
E00049834,12,31.9,6,46.6,3.6
E00049835,18.2,34.1,6.4,37.3,4.1
E00049836,12.1,37.5,3.8,42.5,4.2
E00049837,13.8,46,6.5,31.2,2.5
E00049838,10.6,33.2,4.6,50.2,1.4
E00049839,14.2,33.3,3.8,46.5,2.1
E00049840,19.9,45.1,5.7,26.6,2.7
E00049841,28,41.5,6.9,19.9,3.7
E00049842,27.7,40,7.1,21.3,3.9
E00049843,16.7,44,5.6,29.2,4.6
E00049844,13.4,38.9,4.9,36.8,6.1
E00049845,14.5,40.9,8.7,31.8,4.1
E00049846,11.7,42.4,6.8,36.4,2.7
E00049847,33.1,44.8,5.8,14.5,1.7
E00049848,12.2,38,4.3,44.7,0.8
E00049849,21.7,37.6,5.8,32.3,2.7
E00049850,11.7,34.7,8.4,39.3,5.9
E00049851,11.1,37.5,2.4,46.2,2.8
E00049852,13.9,43,4,37.5,1.6
E00049853,12,36.3,6.6,36.7,8.5
E00049854,6.8,47,3,39.7,3.4
E00049855,8.9,41.5,6,41.9,1.6
E00049856,19,42.2,4.7,31.8,2.3
E00049857,16.2,34.7,6.8,39.6,2.6
E00049858,13.7,34,5,44.3,3
E00049859,12.6,39,5.6,37.7,5.2
E00049860,8.9,36,5.3,47.4,2.4
E00049861,19.3,41,6.1,31.6,2
E00049862,12.5,36.9,4.3,44.3,2
E00049863,15.1,37.7,2.5,41.9,2.8
E00049864,15.8,33,3.8,44,3.4
E00049865,19.3,34.4,6,38.1,2.3
E00049866,17.6,47.3,3.2,32,0
E00049867,14.5,33.6,2.3,48,1.6
E00049868,18.3,32.2,2.2,43.6,3.7
E00049869,11.8,33.9,5.9,46.1,2.2
E00049870,21.6,29.4,3.9,40.9,4.2
E00049871,37.6,40.1,5.8,13.5,2.9
E00049872,8.7,44,4.8,39.7,2.8
E00049873,17.5,44.1,5.6,32.8,0
E00049874,19.9,37.5,3.9,35.4,3.3
E00049875,14.6,29.2,4.2,46.9,5.2
E00049876,14.5,37.3,7,38.6,2.6
E00049877,27.3,49,4.5,16.7,2.5
E00049878,22.1,41.1,4.3,28.6,3.9
E00049879,33.7,44.2,3.5,14.7,3.9
E00049880,14.8,33.6,4.2,45.5,1.9
E00049881,20.2,41.8,6,28.4,3.5
E00049882,13,42.9,4.5,38.9,0.8
E00049883,31.5,37,5,23.9,2.5
E00049884,7.6,42.9,6.3,43.3,0
E00049885,32,40.6,5.1,21.1,1.1
E00049929,23.3,45,11.5,17.9,2.3
E00050095,16.1,42.5,7.1,32.7,1.6
E00050096,15.4,36.8,4.3,41.4,2.1
E00050097,30.5,39,5.9,20.3,4.2
E00050098,20.9,34.9,4.3,34.1,5.8
E00050099,18.2,33.5,2.4,44.5,1.4
E00050100,9.4,39.2,2.8,47.6,0.9
E00050101,20.1,41.5,5.8,30.8,1.8
E00050102,31,38.9,5.3,21.7,3.1
E00050103,40.1,38,4.3,13.9,3.7
E00050104,14.3,40.2,2.2,42.9,0.4
E00050105,15.7,39.6,6.7,34.9,3.1
E00050106,16.4,31.5,3.8,48.4,0
E00050107,10.2,32.8,4.5,52.1,0.4
E00050108,16.4,36.9,4.5,41,1.1
E00050109,17.6,43.1,5.5,28.6,5.1
E00050110,16.8,31.6,4.9,43.9,2.9
E00050111,7.3,32.3,2.7,55.8,1.9
E00050112,7.5,35.3,1.2,56,0
E00050113,22.2,44.4,7.1,23.4,2.8
E00050114,25.6,43.6,6.6,20.9,3.3
E00050115,22.7,46.5,5.9,21.6,3.2
E00050116,29.9,39.4,8.1,20.4,2.3
E00050117,31.6,42.7,5.3,20.4,0
E00050118,20.4,49.8,6.3,21.3,2.3
E00050119,24.4,47.4,5.3,22.5,0.5
E00050120,12.5,47.1,7.1,31.9,1.4
E00050121,22.3,39.4,7.3,28.6,2.4
E00050122,19.8,36.4,8.8,29.5,5.5
E00050123,28.6,39.4,4.6,24.6,2.9
E00050124,19.5,37.3,8.1,33.1,2.1
