geography_code,disability_3a-001,disability_3a-002
E00069561,15.5,84.5
E00069562,11.2,88.8
E00069563,19.9,80.1
E00069564,12.3,87.7
E00069569,15.9,84.1
E00069570,19.1,80.9
E00069571,20.9,79.1
E00069572,12.9,87.1
E00069573,16.6,83.4
E00069574,10.4,89.6
E00069575,14,86
E00069576,9.1,90.9
E00069577,41.6,58.4
E00069582,18.5,81.5
E00069584,18.2,81.8
E00069586,13.1,86.9
E00069587,18.5,81.5
E00069588,26.2,73.8
E00069589,17.4,82.6
E00069590,13.1,86.9
E00069591,14.5,85.5
E00069593,14.6,85.4
E00069594,19.3,80.7
E00069595,14.6,85.4
E00069596,13.6,86.4
E00069597,14.2,85.8
E00069598,14.8,85.2
E00069599,11.1,88.9
E00069634,12.7,87.3
E00069635,15.5,84.5
E00069636,15.4,84.6
E00069637,20.3,79.7
E00069638,15.3,84.7
E00069639,11.8,88.2
E00069640,23.7,76.3
E00069641,13.7,86.3
E00078837,11.7,88.3
E00078838,10.7,89.3
E00078839,19.9,80.1
E00078840,15.8,84.2
E00078841,15.7,84.3
E00078845,9.7,90.3
E00078846,13.6,86.4
E00078847,11.1,88.9
E00079024,16.2,83.8
E00079025,17.6,82.4
E00079035,11.6,88.4
E00079036,17.5,82.5
E00079037,14.5,85.5
E00079038,21.7,78.3
E00079040,10.9,89.1
E00079042,9.5,90.5
E00079043,22.8,77.2
E00079044,9.9,90.1
E00091461,19.9,80.1
E00091462,17.2,82.8
E00091466,12.6,87.4
E00091467,16.8,83.2
E00133514,20.9,79.1
E00133515,22.1,77.9
E00133516,13.2,86.8
E00133517,23.6,76.4
E00133518,20.3,79.7
E00133520,19.1,80.9
E00133521,15.7,84.3
E00133522,22.4,77.6
E00133523,36.6,63.4
E00133524,20.1,79.9
E00133525,30.4,69.6
E00133526,16.6,83.4
E00133527,24.2,75.8
E00133528,20.3,79.7
E00133529,12.3,87.7
E00133737,7.1,92.9
E00133785,12.2,87.8
E00133826,46.5,53.5
E00133827,12,88
E00133828,20.1,79.9
E00133829,15.9,84.1
E00133830,20.8,79.2
E00133831,20.7,79.3
E00133832,17.9,82.1
E00133833,19.1,80.9
E00133834,15.3,84.7
E00133835,19.4,80.6
E00133836,19,81
E00133837,14.5,85.5
E00133838,12.9,87.1
E00133839,18.1,81.9
E00133840,20.3,79.7
E00133841,21.5,78.5
E00133842,11.8,88.2
E00133843,23.3,76.7
E00133844,13.4,86.6
E00133845,13,87
