geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00069561,55.8,31.8,11.7,0.6,0
E00069562,62.7,25.4,11.1,0.8,0
E00069563,45.5,32.6,20.5,1.5,0
E00069564,76.7,20.9,2.3,0,0
E00069569,71,24,5.1,0,0
E00069570,54.8,25,17.9,2.4,0
E00069571,39.7,23.1,34.7,1.7,0.8
E00069572,53.4,32.2,10.3,2.7,1.4
E00069573,61.3,32.3,6.5,0,0
E00069574,78.6,17.6,3.1,0.6,0
E00069575,65.8,22.2,10.3,0.9,0.9
E00069576,62,25,12,1.1,0
E00069577,28.6,50,21.4,0,0
E00069582,60.8,32,6.2,1,0
E00069584,54.5,37.5,8,0,0
E00069586,77,17.7,5.3,0,0
E00069587,48.3,39.7,8.6,3.4,0
E00069588,63.6,23,12.1,1.2,0
E00069589,69.3,20.9,9.8,0,0
E00069590,64.1,21.1,12,2.8,0
E00069591,48.1,39.3,12.1,0.5,0
E00069593,66.1,22.6,10.5,0.8,0
E00069594,70.3,26.8,2.9,0,0
E00069595,50.7,26.9,20.9,1.5,0
E00069596,52.4,38.2,8.8,0.6,0
E00069597,68.9,21,10.2,0,0
E00069598,69.8,22.9,7.3,0,0
E00069599,67.2,25,7.8,0,0
E00069634,63.5,25.6,10,0.9,0
E00069635,60.6,31.7,7.7,0,0
E00069636,58.3,32.6,9.1,0,0
E00069637,54.8,32.7,10.6,1,1
E00069638,61.2,30.9,7.9,0,0
E00069639,50.8,37.1,9.7,2.4,0
E00069640,36.6,27.6,33.3,2.4,0
E00069641,71.6,27.2,1.2,0,0
E00078837,69.8,21.7,7.8,0.8,0
E00078838,42.1,45.7,10.4,1.8,0
E00078839,37.1,35.2,25.2,1.3,1.3
E00078840,61.5,30.8,6.4,1.3,0
E00078841,71.3,21.7,7,0,0
E00078845,70.9,27.3,1.8,0,0
E00078846,65.1,23.9,11,0,0
E00078847,80.3,14.8,4.9,0,0
E00079024,46.9,38.3,14.2,0.6,0
E00079025,62.6,26.4,9.9,0,1.1
E00079035,63.5,23,10.8,2.7,0
E00079036,67.1,25.6,4.9,2.4,0
E00079037,72.8,20.3,7,0,0
E00079038,59,27.9,13.1,0,0
E00079040,16.4,58.6,21.9,3.1,0
E00079042,20,50.4,26.7,2.2,0.7
E00079043,34.5,38,23.2,4.2,0
E00079044,18.2,63.6,17.4,0.8,0
E00091461,61,26,11.6,1.4,0
E00091462,56.5,31.8,11.2,0.6,0
E00091466,66,23.8,10.2,0,0
E00091467,44.8,37.3,16.4,1.5,0
E00133514,26.4,40.6,32.1,0.9,0
E00133515,30.9,36.8,26.3,5.9,0
E00133516,50.5,32.8,15.6,0.5,0.5
