geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00069561,49.7,25.5,2.6,22.2
E00069562,40.6,14.8,1.6,43
E00069563,30.6,26.9,26.9,15.7
E00069564,52.3,33.7,3.5,10.5
E00069569,57.6,27.2,5.5,9.7
E00069570,37.1,29.3,16.8,16.8
E00069571,32.2,16.5,43,8.3
E00069572,36.6,28.3,16.6,18.6
E00069573,54,33.1,0.8,12.1
E00069574,48.7,47.5,1.3,2.5
E00069575,58.1,35.9,1.7,4.3
E00069576,42.4,32.6,9.8,15.2
E00069577,54.9,14.1,1.4,29.6
E00069582,53.1,31.6,2,13.3
E00069584,44.3,28.4,5.7,21.6
E00069586,63.2,28.9,2.6,5.3
E00069587,35.1,12.3,3.5,49.1
E00069588,50.9,22.4,12.1,14.5
E00069589,45.5,29.9,4.5,20.1
E00069590,50.4,28.4,12.1,9.2
E00069591,42.8,29.3,2.4,25.5
E00069593,51.6,27.8,6.3,14.3
E00069594,51.8,34.8,0,13.5
E00069595,35.1,39.6,19.4,6
E00069596,40.1,32,13.4,14.5
E00069597,54.2,30.1,3.6,12
E00069598,51,29.2,7.3,12.5
E00069599,48.3,37.9,0,13.8
E00069634,42.3,30.5,11.7,15.5
E00069635,41,39,3.8,16.2
E00069636,57.3,35.9,0,6.9
E00069637,54.9,27.5,10.8,6.9
E00069638,45.1,34.1,13.4,7.3
E00069639,60.8,27.2,0.8,11.2
E00069640,18.4,26.4,47.2,8
E00069641,61.9,26.2,1.2,10.7
E00078837,60.2,26.6,3.9,9.4
E00078838,29.9,34.8,13.4,22
E00078839,21.4,28.9,42.8,6.9
E00078840,43.6,20.5,12.8,23.1
E00078841,54.2,36.4,4.2,5.1
E00078845,49.2,30.5,5.1,15.3
E00078846,42.7,39.1,7.3,10.9
E00078847,55.7,33.6,0,10.7
E00079024,44.7,36.6,8.1,10.6
E00079025,48.9,26.1,4.3,20.7
E00079035,41.1,34.2,4.1,20.5
E00079036,45.7,24.7,8.6,21
E00079037,56,33.3,1.3,9.4
E00079038,28.6,49.2,12.7,9.5
E00079040,5.5,20.5,9.4,64.6
E00079042,10.3,36,0.7,52.9
E00079043,25.2,29.5,21.6,23.7
E00079044,0.8,14.6,9.8,74.8
E00091461,36.3,24,30.8,8.9
E00091462,45.3,22.9,2.9,28.8
E00091466,35.1,37.2,14.9,12.8
E00091467,41.8,19.4,9,29.9
E00133514,15.9,18.7,54.2,11.2
E00133515,20.3,19,49,11.8
E00133516,31.3,35.4,13,20.3
E00133517,22.5,30,33.3,14.2
E00133518,14.4,52.6,10.3,22.7
E00133520,31.7,20.9,36,11.5
E00133521,41,38.5,1.6,18.9
E00133522,64.9,25.2,0,9.9
E00133523,12.6,10.2,66.1,11
E00133524,42.4,26.3,8.5,22.9
E00133525,19.4,12.9,59.7,8.1
E00133526,54.3,25.9,0,19.8
E00133527,24,16.8,44.8,14.4
E00133528,19.3,26.9,31.9,21.8
E00133529,46.4,36.8,5.5,11.4
E00133737,43.6,44.6,5,6.9
E00133785,38.3,32.5,11.7,17.5
E00133826,33.1,10.8,47,9
E00133827,39.2,37.1,0.7,23.1
E00133828,20.5,22.3,27.7,29.5
E00133829,34.4,24,0,41.6
E00133830,62.1,28.2,1.9,7.8
E00133831,25,41.4,21.6,12.1
E00133832,22.3,23.4,41.5,12.8
E00133833,32.1,28.2,27.5,12.2
E00133834,45,37.1,0.7,17.1
E00133835,23,34.5,28.4,14.2
E00133836,30.1,34.3,24.5,11.2
E00133837,35,34.2,0.8,30
E00133838,34.8,34.8,2.2,28.3
E00133839,33,31,15,21
E00133840,18.6,16.8,37.2,27.4
E00133841,48.1,10.5,3.7,37.7
E00133842,32.6,15.1,9.9,42.4
E00133843,8.5,12.7,72,6.8
E00133844,28,30,18,24
E00133845,28.2,23.7,0.8,47.3
E00133846,30.4,33,7,29.6
E00133847,52.3,8.3,25.7,13.8
E00133848,20.4,9.9,12.3,57.4
E00133849,25.3,12.7,18.7,43.4
E00133850,27.9,11.6,2.3,58.1
E00133851,26.5,19.1,30.1,24.3
E00133852,48.7,14.4,11.8,25.1
E00133853,47.1,22.9,20,10
