geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00069561,96.7,2.4,0.6,0.3,0
E00069562,94.4,3.8,0.7,1,0
E00069563,93.3,6.1,0.3,0.3,0
E00069564,88.5,8,1.5,1,1
E00069569,92.5,5.2,0.2,0.4,1.7
E00069570,91,6.2,2.1,0,0.8
E00069571,92.7,6.4,0,0.4,0.4
E00069572,94,3.6,0.6,1.2,0.6
E00069573,93.8,3.8,1.7,0.7,0
E00069574,91.5,6.3,1,0.7,0.5
E00069575,95.6,3.4,0.7,0,0.3
E00069576,86.3,10.4,0.8,2.1,0.4
E00069577,93.8,5,0,0.6,0.6
E00069582,89.4,8.8,0.5,1.4,0
E00069584,91.4,6.1,1.5,1,0
E00069586,93.4,4.6,0.8,0.8,0.4
E00069587,89.2,8.3,0,0,2.5
E00069588,92.8,6.1,0.3,0,0.8
E00069589,92.9,5.9,0.9,0,0.3
E00069590,95.5,3.8,0.3,0.3,0
E00069591,91.6,6,1.8,0.6,0
E00069593,94.6,3.2,0,1.8,0.4
E00069594,95.4,4.6,0,0,0
E00069595,95.6,3.7,0.3,0,0.3
E00069596,91,6,1.6,0.3,1.1
E00069597,93.3,5.1,1.3,0.3,0
E00069598,93.3,4.8,1,0.5,0.5
E00069599,93.1,6.1,0,0.8,0
E00069634,95.2,3,0.5,0.5,0.8
E00069635,93.6,6,0,0,0.4
E00069636,95.9,1.4,2.1,0.7,0
E00069637,97.8,1.3,0.9,0,0
E00069638,95.1,3.9,1,0,0
E00069639,94.1,3.3,0.7,1.1,0.7
E00069640,94.4,3.7,1.5,0.4,0
E00069641,95.3,3.7,0.5,0,0.5
E00078837,89.5,6.3,1.8,1.5,0.9
E00078838,93.5,5.4,0.5,0.3,0.3
E00078839,93.1,5.9,0.8,0,0.3
E00078840,89.5,9.5,0.5,0,0.5
E00078841,95,5,0,0,0
E00078845,95.9,4.1,0,0,0
E00078846,94.9,2.9,0.4,1.5,0.4
E00078847,87.3,9.9,2.5,0.3,0
E00079024,93.4,5,1.6,0,0
E00079025,93.7,5.4,0.5,0,0.5
E00079035,91.5,7.4,1.1,0,0
E00079036,86.4,10.2,0,2.8,0.6
E00079037,89.5,8.2,0.8,0,1.4
E00079038,90.8,3.3,1.3,2.6,2
E00079040,85.1,10.3,2.3,1.7,0.6
E00079042,87.6,7.2,3.6,1,0.7
E00079043,93.3,4.6,1.4,0,0.6
E00079044,92.3,4.6,0.9,2.3,0
E00091461,92.6,5.8,0.3,0.6,0.6
E00091462,92.4,4.9,0.5,0.8,1.4
E00091466,82.6,11.8,1.5,4.1,0
E00091467,86.4,10.4,1.6,1.6,0
E00133514,93.2,5.6,0.9,0.4,0
E00133515,91.8,6.1,1.3,0.5,0.3
E00133516,89.8,7.9,0.5,0.7,1.2
E00133517,87.5,10.1,0.7,0.3,1.4
E00133518,80.2,13.4,3.2,2.7,0.5
E00133520,90.3,6.2,1.9,0.3,1.2
E00133521,93.6,4.2,1.5,0.4,0.4
E00133522,94.1,4.3,0,0.4,1.2
E00133523,90.1,8.4,0.5,0.5,0.5
E00133524,92,5.6,1.9,0.5,0
E00133525,95,4,0.4,0.7,0
E00133526,89,7.3,1.6,0.8,1.2
E00133527,88,6.9,4.7,0.3,0
E00133528,88.6,9.1,0.7,0.3,1.3
E00133529,93.8,4.2,1.1,0.8,0.2
E00133737,94.5,3.2,0.8,0.4,1.2
E00133785,95.8,4.2,0,0,0
E00133826,95,4.3,0,0.4,0.4
E00133827,94.2,5.5,0.3,0,0
E00133828,88.5,9.4,0.5,1.6,0
E00133829,86.7,7.9,2.5,0.4,2.5
E00133830,89.6,8.3,0.8,0,1.3
E00133831,90.9,6.8,1.3,0.3,0.7
E00133832,89.9,5.5,2.5,2.1,0
E00133833,88.1,8.7,2.6,0.6,0
E00133834,88.4,7.5,1.4,2.4,0.3
E00133835,94.6,3.6,0,1.5,0.3
E00133836,91.3,7.1,1.6,0,0
E00133837,87.9,7.8,0,4.3,0
E00133838,89.5,6.2,3.5,0.8,0
E00133839,92.6,4.6,1.4,0.9,0.5
E00133840,91.4,8.2,0.4,0,0
E00133841,84.3,9.3,1.9,2.6,1.9
E00133842,83.4,7.6,3.1,3.1,2.8
E00133843,95.3,3.5,0.8,0.4,0
E00133844,89.1,7.6,1.5,1.2,0.6
E00133845,88.4,7.9,2.8,0.5,0.5
E00133846,94.4,2.2,0.4,0.9,2.2
E00133847,92.9,6,0,1.1,0
E00133848,82.1,12,1.7,0.4,3.8
E00133849,85.5,8.1,1.8,1.3,3.3
E00133850,81.3,8.1,2,4.5,4
E00133851,89.9,6.4,1.1,1.5,1.1
E00133852,84.3,10.9,0.6,3.2,1
E00133853,92.5,5.3,1.1,0.4,0.8
E00133854,91.7,4.6,1.4,1.4,0.9
E00133855,91,7.3,0.9,0.9,0
E00133856,89.7,8.6,0,1.3,0.4
E00133857,91.5,5.7,1.9,0.9,0
E00133880,89.8,5.9,2.5,1.2,0.6
E00133881,95,4,0.4,0,0.7
E00133882,91.6,3.3,2.2,0.7,2.2
E00133883,90.8,6.5,0.4,2.3,0
E00133884,94.3,4.6,0.7,0.4,0
E00133885,92.1,5,0.8,1.2,0.8
E00133886,92.2,5.9,0.3,0.3,1.3
E00133887,92.7,3.8,2.8,0.3,0.3
E00133888,94.4,3.8,0,0.8,1.1
E00133889,95.1,1.8,2.7,0,0.4
E00133890,91.3,5.8,1.6,1.3,0
E00133891,87.4,6.9,2.8,1.2,1.6
E00133892,94.6,5,0,0,0.4
E00133893,90.9,4.4,1.4,1.9,1.4
E00133894,90,6.2,0,3.8,0
E00133895,90.8,7.6,0.7,1,0
E00133896,91.8,6.1,0.6,1.5,0
E00133898,94.6,5.4,0,0,0
E00133924,94.3,4,0,1.1,0.6
E00133927,96.6,3,0.4,0,0
E00133928,96.7,2.9,0,0.4,0
E00137070,85.6,3.8,4.7,4.1,1.9
E00137071,78,9.1,3.7,6.6,2.5
E00137072,65.7,14.8,7.7,7.4,4.3
E00137073,71.8,8.1,7.3,9.3,3.5
E00137074,75.3,8.1,7.1,3.9,5.7
E00137075,71.3,14.2,6.2,5.6,2.8
E00137076,81.5,4.9,6.8,4.9,1.9
E00137077,71.7,8.2,8.9,7.9,3.3
E00137083,82.5,9.5,4.2,2.3,1.5
E00137084,80,11.2,5.4,3,0.4
E00137085,84.7,8.2,2,2,3.1
E00137086,73.3,14.5,4.6,4.6,2.9
E00137107,86.1,6.4,5.9,0.9,0.7
E00137108,89.1,4.4,0,5.7,0.9
E00137109,79.9,7.4,2.5,4.9,5.2
E00137110,87.5,5.9,2.8,2.4,1.4
E00137111,74.7,10.6,7.2,5.3,2.2
E00137112,76.7,6.5,7.6,6.5,2.5
E00137113,71.9,12.8,6.4,6.7,2.1
E00137114,59.7,11.5,13.1,9.2,6.4
E00137115,71.8,12.8,6.2,5.6,3.6
E00137116,69.1,13.2,6.4,7.1,4.2
E00137117,67.1,5.6,11.5,9.5,6.3
E00137118,82.6,9.2,1.6,3.6,3
E00137124,68.2,14,6.1,3.2,8.5
E00137135,74.7,8.3,9,4.8,3.2
E00137165,71.3,13.9,6.8,5.8,2.2
E00137166,78.7,11.6,3.9,3.2,2.6
E00137167,73.8,13.5,5.3,5.7,1.8
E00137173,84.4,8.4,4.4,1.6,1.2
E00137175,73.9,9.5,4.3,10.3,2
E00137178,75.4,10.9,7.5,5.3,0.9
E00137179,78.6,12.8,3.6,3.6,1.4
E00137181,79.7,11.2,3.1,5.9,0
E00137182,73.7,10,9.3,3.7,3.3
E00137183,90.5,5.8,0.9,2.4,0.4
