geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00057139,12,51.8,36.1
E00057476,8.7,81.1,10.2
E00057477,6.6,70.5,23
E00057478,23.4,44.7,31.9
E00057479,6.3,71.4,22.3
E00057480,14.3,62.9,22.9
E00057481,4,71.7,24.2
E00057482,16.1,65.5,18.4
E00057483,3.7,81.7,14.7
E00057484,10.8,53.9,35.3
E00057485,10.1,46,43.9
E00057486,6.4,80.7,12.8
E00057487,7.9,78,14.2
E00057496,18.8,58.9,22.3
E00057497,6.7,79.1,14.2
E00057498,14.7,64.2,21.1
E00057499,5.3,81.7,13
E00057500,7.1,79.4,13.5
E00057501,11.9,65.7,22.4
E00057502,11.8,69.1,19.1
E00057527,10.4,64.2,25.4
E00057528,14.5,75,10.5
E00057529,10,76,14
E00057530,14.7,62.4,22.9
E00057531,11.7,69.1,19.1
E00057532,11.7,67.5,20.8
E00057533,8.6,80,11.4
E00057534,14.6,51.2,34.1
E00057535,11,71.4,17.6
E00057536,6.8,74.2,18.9
E00057537,9.1,67.5,23.4
E00057538,13.3,55,31.7
E00057539,13.8,64.4,21.8
E00057540,8.5,79.7,11.9
E00057541,5.6,81,13.5
E00057542,13.9,72.2,13.9
E00057543,13.4,70.4,16.2
E00057544,12.1,68.2,19.6
E00057545,12.1,68.1,19.8
E00057546,4.3,74.2,21.5
E00057547,6.9,74.1,19
E00057548,9.6,70.1,20.4
E00057549,14.6,76.8,8.5
E00057550,13,68.8,18.2
E00057551,3.4,84.5,12.1
E00057552,8.6,85.2,6.2
E00057553,11,72.5,16.5
E00057554,11.2,73.5,15.3
E00057555,7.5,75.2,17.3
E00057556,7.3,76.4,16.3
E00057557,12.8,64,23.3
E00057558,7.4,78.4,14.2
E00057559,9.9,67.3,22.8
E00057560,8.9,75.6,15.4
E00058539,12.8,51.1,36.2
E00058541,16,50,34
E00058544,17.3,35.2,47.5
E00058545,9.3,45.4,45.4
E00058548,13.3,44.4,42.2
E00058550,13.7,52.5,33.8
E00058551,6.7,70.1,23.1
E00058561,14.3,40.8,44.9
E00058562,7.9,67.5,24.6
E00058571,18.5,40,41.5
E00058572,10.6,52.1,37.3
E00058573,16.2,47.9,35.9
E00058575,8.1,57,34.9
E00058580,15.5,48.5,35.9
E00058590,7.8,58.6,33.6
E00058591,9.4,49,41.7
E00058592,7.1,45.1,47.8
E00058593,10.7,42.7,46.6
E00058597,16.7,38.6,44.7
E00058601,11.7,63.6,24.7
E00058602,6.1,73.9,20
E00058603,8,77.7,14.3
E00058604,9.9,69.4,20.7
E00058607,19.1,60.6,20.2
E00058608,13.2,50.4,36.4
E00058609,13.3,69.3,17.3
E00058610,9.2,79.2,11.5
E00058611,16.7,52.3,31.1
E00058612,16.4,47.9,35.6
E00058613,6.4,66.4,27.2
E00058614,10.7,69.9,19.4
E00058616,6.3,74.8,18.9
E00058618,13.4,64.9,21.6
E00058619,12.5,58,29.5
E00058620,16.3,58.5,25.2
E00058621,12.9,72,15.1
E00058622,6,73,21
E00058624,8.7,74,17.3
E00058625,15.2,68.4,16.5
E00058626,13.4,67.2,19.4
E00058635,14.3,63.1,22.6
E00058643,6.7,73.3,20
E00058644,18.8,66.7,14.5
E00058647,12,75.9,12
E00058648,13.8,58.6,27.6
E00058649,16.7,58.3,25
E00058650,15.4,65.9,18.7
E00058651,9.6,70.2,20.2
E00058652,11,66.1,22.8
E00058653,8.4,67.5,24.1
E00058654,7.2,80.7,12
E00058655,10.5,64.9,24.6
E00058656,6.1,75.6,18.3
E00058657,8.8,81.4,9.8
E00058658,6.4,82.6,11
E00058659,2.6,71.6,25.9
E00058660,9.6,68.5,21.9
E00058661,10.6,61.9,27.4
E00058662,7.5,59.7,32.8
E00058663,9.7,64.5,25.8
E00058664,5.8,74.2,20
E00058665,9.2,63.3,27.6
E00058666,7.6,68.6,23.8
E00058667,4.2,66.3,29.5
E00058668,11.9,67.5,20.6
E00058669,9,58.4,32.6
E00058670,4.5,65.9,29.5
E00165675,11.8,60.5,27.6
E00165676,7.8,78.6,13.6
E00165677,8.1,75.7,16.2
E00165678,10.5,47.4,42.1
E00187036,6.1,78,15.9
