geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00057139,90.9,7.2,1.6,0.3,0
E00057476,97.2,2.8,0,0,0
E00057477,98.9,1.1,0,0,0
E00057478,97.8,1.8,0.4,0,0
E00057479,97.4,2.1,0,0,0.5
E00057480,95.5,1,2.8,0.7,0
E00057481,97.4,1.8,0,0,0.7
E00057482,92.5,4.9,1.5,0,1.1
E00057483,96.2,0.8,1.5,0.4,1.1
E00057484,95.8,1.2,1.9,0.8,0.4
E00057485,94.1,3.1,1.5,0.3,1
E00057486,96.4,2.9,0.4,0.4,0
E00057487,98.9,0.7,0.4,0,0
E00057496,94.8,3.5,1.4,0.3,0
E00057497,93.3,2.7,2,1,1
E00057498,92,4.9,1.6,0.8,0.5
E00057499,95.4,3.9,0.4,0,0.4
E00057500,94.6,3.7,0.8,0.8,0
E00057501,92,4.8,0.3,2.4,0.5
E00057502,96,2,1.3,0.3,0.3
E00057527,92.9,2.9,0.7,0.7,2.9
E00057528,95.7,3,0.7,0.3,0.3
E00057529,94.7,2.5,1.8,1.1,0
E00057530,95.4,4.3,0.3,0,0
E00057531,91.9,4.7,1.7,1.3,0.3
E00057532,91.7,5.7,1.6,0.5,0.5
E00057533,97.7,0,0.7,0.7,1
E00057534,92.8,2.5,0,3.1,1.6
E00057535,97.9,2.1,0,0,0
E00057536,97.6,2.4,0,0,0
E00057537,96.3,2.2,0.4,0.4,0.7
E00057538,91.6,3.8,2.4,2.2,0
E00057539,95.1,3.8,0,0.4,0.8
E00057540,95.9,2.6,0.7,0.4,0.4
E00057541,94.6,2.9,1.7,0.8,0
E00057542,97.7,1.6,0.3,0,0.3
E00057543,91.8,5,1.9,1.1,0.2
E00057544,94.6,4.1,0.3,1,0
E00057545,94.2,4.5,1.2,0,0
E00057546,92,7,0.9,0,0
E00057547,96.5,2,0.4,0.8,0.4
E00057548,92.7,6.6,0,0,0.7
E00057549,94.2,5.1,0,0.4,0.4
E00057550,92.9,3.9,2.1,0.6,0.6
E00057551,94.6,5.4,0,0,0
E00057552,95.2,2.5,0.6,1.6,0
E00057553,96.4,3.3,0.4,0,0
E00057554,94.4,2.2,0.6,1.3,1.6
E00057555,97.7,1.9,0.4,0,0
E00057556,97.5,2.5,0,0,0
E00057557,95.2,4.1,0.7,0,0
E00057558,91,7.5,1.5,0,0
E00057559,97.3,2.4,0.3,0,0
E00057560,98,1.4,0.7,0,0
E00058539,94.7,4.6,0,0.7,0
E00058541,80,11.2,5.8,2.7,0.3
E00058544,76.6,15.8,6.2,1.2,0.2
E00058545,80.7,10.6,4.2,3,1.5
E00058548,75.7,13.7,7,2.5,1.1
E00058550,81.5,15.1,2.2,0,1.2
E00058551,90.7,5.5,3.5,0,0.3
E00058561,77.1,12.2,4.8,1.8,4.1
E00058562,92.8,5.8,0.7,0,0.7
E00058571,74.2,16.9,6.3,1.7,1
E00058572,73.5,15.4,8.2,1.9,1.1
E00058573,81.3,8.1,9,0.9,0.6
E00058575,82.2,9.8,5.6,1.4,0.9
E00058580,80.8,14.7,3,1.5,0
E00058590,83.2,12.2,2.3,1,1.3
E00058591,70.1,13.7,4.3,7.7,4.3
E00058592,76.9,12,6.5,3.3,1.3
E00058593,75.9,15.2,3.6,4.6,0.7
E00058597,74.5,17,4.6,3.2,0.7
E00058601,93.6,3.8,1.3,0,1.3
E00058602,96.6,0.4,1.9,0,1.1
E00058603,96.3,3.2,0.5,0,0
E00058604,96.6,2.3,0.4,0.4,0.4
E00058607,95.5,3.9,0.5,0,0
E00058608,93.3,3.1,1.9,0,1.7
E00058609,97.8,0.8,0.8,0,0.6
E00058610,94.9,3.5,0.3,0.6,0.6
E00058611,92.7,2.8,2.8,1.6,0
E00058612,94.1,2.9,1.5,1.1,0.4
E00058613,95.6,2.8,0.3,0.9,0.3
E00058614,96.4,1.5,1.8,0.3,0
E00058616,97.5,2.1,0.3,0,0
E00058618,99.3,0.7,0,0,0
E00058619,96.1,2.5,1.4,0,0
E00058620,97.4,1.6,0.3,0.3,0.3
E00058621,96.7,2.9,0.4,0,0
E00058622,90.4,6.3,2.5,0,0.8
E00058624,97.8,0,1.4,0.7,0
E00058625,97.6,1,1.4,0,0
E00058626,95.1,2.4,1.2,1.2,0
E00058635,96,2.9,0.4,0.4,0.4
E00058643,91.8,5.4,2.1,0.7,0
E00058644,97.2,0.8,0.8,0.8,0.4
E00058647,95.8,2.7,1.5,0,0
E00058648,95.9,1.4,1,1,0.7
E00058649,95.8,2.9,1.3,0,0
E00058650,96.9,2.7,0.4,0,0
E00058651,98.5,1.5,0,0,0
E00058652,95.4,2.3,1.6,0,0.7
E00058653,96.6,1.7,0.7,0.3,0.7
E00058654,94.6,4.7,0,0.7,0
E00058655,93.7,3.4,2.9,0,0
E00058656,96.6,3.4,0,0,0
E00058657,98.4,1.2,0.4,0,0
E00058658,96.5,3.1,0.4,0,0
E00058659,97.2,1.8,1.1,0,0
E00058660,94.1,4.7,1.2,0,0
E00058661,96.7,2,1.2,0,0
E00058662,94.7,3.5,1.8,0,0
E00058663,93.4,4,1.8,0.7,0
E00058664,96.8,1.8,0.4,0.7,0.4
E00058665,95.5,4.5,0,0,0
E00058666,95.4,4.2,0.4,0,0
E00058667,95.9,3.5,0,0.6,0
E00058668,94.9,2.2,1.2,0,1.7
E00058669,91.4,7,1.3,0.3,0
E00058670,91.4,4.1,1.4,2.4,0.7
E00165675,94.3,5.7,0,0,0
E00165676,96.5,1.9,1.6,0,0
E00165677,95,3.1,1.4,0.2,0.2
E00165678,88,9.9,1.7,0,0.4
E00187036,96.7,3.3,0,0,0
