geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00057139,96.3,1.5,0,2.2
E00057476,98.3,0.8,0.8,0
E00057477,100,0,0,0
E00057478,99.1,0.9,0,0
E00057479,98.1,0.9,0,0.9
E00057480,96.6,1.7,0.8,0.8
E00057481,98.5,1.5,0,0
E00057482,99.1,0,0,0.9
E00057483,98.4,0,0,1.6
E00057484,97.3,1.8,0,0.9
E00057485,95.8,1.9,0.9,1.4
E00057486,98.4,1.6,0,0
E00057487,100,0,0,0
E00057496,99.3,0,0,0.7
E00057497,97.8,1.5,0,0.7
E00057498,95.9,2,0.7,1.4
E00057499,100,0,0,0
E00057500,97.4,0.9,0,1.7
E00057501,96.4,0.6,0.6,2.4
E00057502,95.5,1.5,0.7,2.2
E00057527,94.1,0.7,0,5.2
E00057528,97.5,0.8,0.8,0.8
E00057529,96,0,0.8,3.2
E00057530,97.6,2.4,0,0
E00057531,94.1,2.9,0.7,2.2
E00057532,93.5,1.9,0,4.6
E00057533,97.7,0,0,2.3
E00057534,94.2,1.5,0,4.4
E00057535,99.2,0,0,0.8
E00057536,97.8,0.7,0,1.5
E00057537,98.2,1.8,0,0
E00057538,94.5,1.2,0.6,3.7
E00057539,97.2,2.8,0,0
E00057540,95.2,4,0,0.8
E00057541,100,0,0,0
E00057542,98.5,0.7,0.7,0
E00057543,95.9,1.5,0.5,2.1
E00057544,99.2,0,0,0.8
E00057545,98.3,0.8,0.8,0
E00057546,96.3,0.9,1.9,0.9
E00057547,96.8,0.8,0,2.4
E00057548,95.7,1.7,1.7,0.9
E00057549,96.9,0.8,0.8,1.6
E00057550,92.8,4.6,0.7,2
E00057551,99.2,0.8,0,0
E00057552,98.4,0,0.8,0.8
E00057553,98.4,0.8,0,0.8
E00057554,97.8,0.7,0.7,0.7
E00057555,99.2,0.8,0,0
E00057556,100,0,0,0
E00057557,99.2,0.8,0,0
E00057558,96.9,2.3,0,0.8
E00057559,98.7,0.7,0.7,0
E00057560,99.2,0,0,0.8
E00058539,93.7,2.7,1.8,1.8
E00058541,86,1.8,3.5,8.8
E00058544,83.9,4.2,6.5,5.4
E00058545,92,2.7,2.7,2.7
E00058548,83.7,5.4,3.4,7.5
E00058550,85.4,3.4,2.8,8.4
E00058551,94.9,1.9,0,3.2
E00058561,83,4,5,8
E00058562,97.9,0.7,0.7,0.7
E00058571,79.5,6.3,7.9,6.3
E00058572,85.4,2.9,3.4,8.3
E00058573,86.2,2.4,7.3,4.1
E00058575,86.7,5.3,0.9,7.1
E00058580,85.8,4.7,3.9,5.5
E00058590,88.4,5.1,0,6.5
E00058591,81.5,2.8,3.7,12
E00058592,80.4,3.7,4.9,11
E00058593,85.5,4.8,4,5.6
E00058597,87.6,5.9,0.6,5.9
E00058601,97.8,0,0,2.2
E00058602,100,0,0,0
E00058603,98.2,0.9,0,0.9
E00058604,97.5,1.7,0,0.8
E00058607,95.6,3,0,1.5
E00058608,95.4,0.8,1.5,2.3
E00058609,99.3,0,0,0.7
E00058610,97.3,1.3,0.7,0.7
E00058611,96.1,0.8,0,3.1
E00058612,97.6,1.6,0,0.8
E00058613,98.4,0.8,0.8,0
E00058614,97.8,0.7,0,1.5
E00058616,98,1.3,0,0.7
E00058618,100,0,0,0
E00058619,98.4,1.6,0,0
E00058620,99.3,0,0,0.7
E00058621,98.3,0,0,1.7
E00058622,94.9,1.7,0.8,2.5
E00058624,98.4,0,0,1.6
E00058625,98.3,1.7,0,0
E00058626,98.2,0,0.9,0.9
E00058635,99.2,0,0.8,0
E00058643,94,2.3,0,3.8
E00058644,97.4,1.8,0,0.9
E00058647,97.7,0,0,2.3
E00058648,97.4,1.7,0,0.9
E00058649,97.7,0,0,2.3
E00058650,99.2,0.8,0,0
E00058651,100,0,0,0
E00058652,96.8,2.1,0,1.1
E00058653,98.5,0,0,1.5
E00058654,96.4,0.9,0.9,1.8
E00058655,94,2.4,2.4,1.2
E00058656,98.3,0,0.8,0.8
E00058657,98.3,1.7,0,0
E00058658,100,0,0,0
E00058659,95.9,0,0,4.1
E00058660,96.6,0.8,0,2.5
E00058661,98.3,0.8,0,0.8
E00058662,95.8,1.7,0.8,1.7
E00058663,95.6,2.6,0.9,0.9
E00058664,97.1,2.9,0,0
E00058665,96.1,2.3,1.6,0
E00058666,98.2,0.9,0,0.9
E00058667,95.1,1,0,3.9
E00058668,98.9,0.5,0,0.5
E00058669,93,1.4,2.1,3.5
E00058670,95,4.2,0,0.8
E00165675,96,2.7,0,1.3
E00165676,100,0,0,0
E00165677,99.4,0,0,0.6
E00165678,91.1,3.8,1.3,3.8
E00187036,100,0,0,0
