geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00111580,17,31.1,43.4,8.5
E00111581,6.8,31.6,56.4,5.1
E00111582,5.3,55.3,28.8,10.6
E00111583,5.1,41,41.9,12
E00111584,19.5,39.8,35.8,4.9
E00111585,33.1,38.4,27.2,1.3
E00111586,22.2,56.3,16.8,4.8
E00111587,4.9,31.1,59,4.9
E00111588,64.9,20.2,10.5,4.4
E00111589,48.2,15.8,23.7,12.3
E00111590,10.7,26,58.8,4.6
E00111591,8.8,45.6,39.5,6.1
E00111592,2.2,20.1,71.9,5.8
E00111593,16.3,31,42.6,10.1
E00111594,17.5,34.4,37.6,10.6
E00111595,2.5,19.7,63.1,14.8
E00111596,38.7,46,12.9,2.4
E00111597,8.5,17.8,65.3,8.5
E00111613,16.8,45.6,29.6,8
E00111614,8.3,54.1,21.8,15.8
E00111615,13.4,36.2,27.6,22.8
E00111616,3.3,45.5,23.1,28.1
E00111617,1.6,33.3,51.9,13.2
E00111618,5.6,55.9,30.1,8.4
E00111619,2.1,55.6,31.7,10.6
E00111622,12.3,54.3,28.3,5.1
E00111624,14.2,39,34,12.8
E00111625,0.7,22.1,50,27.2
E00111626,2.3,17.1,62.8,17.8
E00111627,1.4,42.1,37.9,18.6
E00111663,5.6,58.9,25.8,9.7
E00111664,8.1,57.7,29.3,4.9
E00111665,12.1,49.2,29,9.7
E00111666,11.2,52,24,12.8
E00111667,3,54.3,33.5,9.1
E00111668,1.7,43.1,47.4,7.8
E00111669,1.7,58.3,33.3,6.7
E00111670,10.4,49.3,29.2,11.1
E00111671,2.8,26.6,25.7,45
E00111672,7.7,12.3,26.9,53.1
E00111673,0.8,24.8,35.2,39.2
E00111674,12.8,43.6,27.8,15.8
E00111675,5.7,48.9,19.9,25.5
E00111676,13.8,33.3,28.5,24.4
E00111683,15.5,27.1,27.9,29.5
E00111685,15,23.8,15.6,45.6
E00111686,5.5,55.5,28.2,10.9
