areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00116925,63.2,36.8
E00116926,61.3,38.7
E00117613,54,46
E00117614,39.1,60.9
E00117615,41.6,58.4
E00117616,43.3,56.7
E00117617,34.9,65.1
E00117618,34.9,65.1
E00117619,43.3,56.7
E00117620,55.6,44.4
E00117621,40.2,59.8
E00117622,43.4,56.6
E00117623,33.7,66.3
E00117624,25.4,74.6
E00117625,47.8,52.2
E00117626,38,62
E00117627,44.4,55.6
E00117628,45.9,54.1
E00117654,56.3,43.8
E00117655,58.6,41.4
E00117658,61.1,38.9
E00117659,68.3,31.7
E00117664,59.8,40.2
E00117665,57,43
E00117672,60.9,39.1
E00117673,68.1,31.9
E00117680,56.9,43.1
E00117681,66,34
E00117682,54.5,45.5
E00117683,64.3,35.7
E00117684,56.9,43.1
E00117685,68.9,31.1
E00117686,71.1,28.9
E00117687,66.2,33.8
E00117688,49.8,50.2
E00117689,62.9,37.1
E00117690,65,35
E00117691,54,46
E00117692,57.2,42.8
E00117693,64.2,35.8
E00117694,68.3,31.7
E00117703,71.4,28.6
E00117704,71.3,28.7
E00117705,52.1,47.9
E00117706,68.3,31.7
E00117707,56,44
E00117708,73.6,26.4
E00117709,48.1,51.9
E00117710,64.1,35.9
E00117711,57.1,42.9
E00117712,60.4,39.6
E00117713,67.1,32.9
E00117714,65,35
E00117715,47.2,52.8
E00117716,68,32
E00117717,56.6,43.4
E00117718,49,51
E00117719,59.7,40.3
E00117727,44,56
E00117728,62,38
E00117747,47.2,52.8
E00117748,53.7,46.3
E00117749,63.7,36.3
E00117750,60.5,39.5
E00117751,63.1,36.9
E00117752,39.3,60.7
E00117753,67.6,32.4
E00117754,26.4,73.6
E00117755,56.1,43.9
E00117756,50.3,49.7
E00117757,41.5,58.5
E00117758,69.7,30.3
E00117759,42.9,57.1
E00117760,62.2,37.8
E00117761,68.9,31.1
E00117762,43.3,56.7
E00117763,42.3,57.7
E00117764,55,45
E00117765,56.7,43.3
E00117766,55.5,44.5
E00117767,66.4,33.6
E00117768,44.6,55.4
E00117769,56.9,43.1
E00117770,66.3,33.7
E00117771,62.4,37.6
E00117779,65.4,34.6
E00117780,50.6,49.4
E00117803,65.8,34.2
E00117804,56.8,43.2
E00117805,44.3,55.7
E00117806,60.8,39.2
E00117807,69.5,30.5
E00117808,65.9,34.1
E00117809,59.8,40.2
E00117833,42.9,57.1
E00117834,55.8,44.2
E00117835,60.7,39.3
E00117836,64.4,35.6
E00117837,59.4,40.6
E00117838,53.7,46.3
E00117839,67,33
E00117840,58.3,41.7
E00117841,60.9,39.1
E00117842,68.9,31.1
E00117843,58.3,41.7
E00117845,53.6,46.4
E00117846,64.6,35.4
E00117847,33.3,66.7
E00117848,46,54
E00117849,41.6,58.4
E00117850,57.8,42.2
E00117851,54.3,45.7
E00117852,35.6,64.4
E00117853,63.1,36.9
E00117855,63.2,36.8
E00117856,49.4,50.6
E00117873,52.9,47.1
E00117874,58.5,41.5
E00117877,36.7,63.3
E00117878,61.3,38.7
E00117879,51.7,48.3
E00117880,60.7,39.3
E00117881,62.7,37.3
E00117882,69.6,30.4
E00117909,66.3,33.7
E00117910,64.3,35.7
E00117911,52.7,47.3
E00117912,54.8,45.2
E00117913,60.9,39.1
E00117914,57,43
E00117915,31.2,68.8
E00117916,62.5,37.5
E00117917,63.8,36.2
E00117918,49.6,50.4
E00117919,58.1,41.9
E00117920,56,44
E00117921,35.2,64.8
