areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00116925,11.5,28.8,5.8,53.4,0.5
E00116926,15.1,33.9,6.1,42.4,2.4
E00117613,13.6,31.3,3.3,47.8,4
E00117614,19.8,27.6,4.7,44.3,3.6
E00117615,11.4,31.2,7.1,47.4,2.9
E00117616,12.4,33.9,4.6,45.6,3.5
E00117617,23.2,30.3,8.7,33.5,4.3
E00117618,23.3,39.9,3.6,30.6,2.6
E00117619,11,33.9,6,47.2,1.8
E00117620,14.7,39.4,7.2,38.6,0
E00117621,23.6,35.6,4.8,36.1,0
E00117622,12.8,35.5,4.1,39.3,8.3
E00117623,19.1,36.7,4.5,34.6,5.1
E00117624,36,43.1,5.2,13.3,2.4
E00117625,18.3,39.7,5.8,33.9,2.3
E00117626,24.1,42.4,6.9,24.9,1.7
E00117627,16.5,33.8,4.3,42.4,3
E00117628,20.9,39.8,3.7,31.6,4
E00117654,8.9,39.5,4.6,45.1,2
E00117655,10.1,34.5,5.1,48.6,1.7
E00117658,14.6,33,4.2,45.2,3.1
E00117659,15,33.6,4,45.8,1.6
E00117664,10.4,48.3,4.8,35.2,1.3
E00117665,8.4,44.5,6.5,37.7,2.9
E00117672,14.7,38.2,5.5,39.1,2.5
E00117673,6.9,33.3,3.7,54.9,1.2
E00117680,14.1,38.6,4.8,40.5,1.9
E00117681,7.3,33.7,4.1,53,1.9
E00117682,13.9,42.9,4.9,36.8,1.5
E00117683,13.3,31.9,4.1,47.4,3.3
E00117684,17.2,32.2,6.5,37,7.1
E00117685,10.4,36.4,6.1,45.9,1.3
E00117686,9.7,35.6,5.2,47.9,1.6
E00117687,11.3,31.6,5,49.5,2.7
E00117688,27.7,40.1,5.9,26.2,0
E00117689,8.1,38.5,6.5,45.3,1.6
E00117690,20.4,31.7,5.3,42.6,0
E00117691,18.8,38.2,3.7,38.5,0.9
E00117692,13.9,38.5,4.9,41.3,1.4
E00117693,10.4,36.7,6.1,44.6,2.2
E00117694,11.2,34.7,6.6,44.4,3.1
E00117703,11.7,30.6,3.4,54.3,0
E00117704,4.1,36.7,4.6,51,3.6
E00117705,17.2,37.5,4.7,37.8,2.9
E00117706,6.5,39.5,0,52.6,1.4
E00117707,13.9,38.5,6.2,38.8,2.6
E00117708,9,34.7,3.3,49.4,3.7
