areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00116925,4.7,25.5,43.4,26.4
E00116926,3.5,27.8,40,28.7
E00117613,15.6,44.7,28.4,11.3
E00117614,30.2,49.2,16.7,4
E00117615,24.8,54.8,18.6,1.9
E00117616,22.2,43.7,27.5,6.6
E00117617,32.3,42.6,18.7,6.5
E00117618,32.3,44.4,18.8,4.5
E00117619,17.9,48.5,26.1,7.5
E00117620,10.6,43.9,34.8,10.6
E00117621,24.5,48.2,21.6,5.8
E00117622,24.1,56.6,13.9,5.4
E00117623,32.5,51.2,14.8,1.4
E00117624,49.6,32.2,16.5,1.7
E00117625,18.7,45.3,27.3,8.6
E00117626,21.9,54.3,19.6,4.1
E00117627,21.9,45.3,25.5,7.3
E00117628,23.6,48.2,20.5,7.7
E00117654,6.1,23.8,42.9,27.2
E00117655,3.7,21.3,49.3,25.7
E00117658,5.1,37,38.4,19.6
E00117659,7.1,22.7,44.2,26
E00117664,2.5,28,46.6,22.9
E00117665,8.1,22.2,43,26.7
E00117672,7.9,40.2,37.8,14.2
E00117673,3.9,33.9,44.1,18.1
E00117680,4,27.3,44,24.7
E00117681,0.7,22.8,43.6,32.9
E00117682,1.7,36.2,27.6,34.5
E00117683,2.3,24.2,41.7,31.8
E00117684,7.9,21.9,40.4,29.8
E00117685,3.5,25.4,45.6,25.4
E00117686,2.6,26.5,44.4,26.5
E00117687,9.9,27.6,44.1,18.4
E00117688,14.3,47.6,28.6,9.5
E00117689,2.8,21.7,49,26.6
E00117690,3.1,34.4,34.4,28.2
E00117691,3,23.5,32.6,40.9
E00117692,5.2,29.6,30.4,34.8
E00117693,3.6,27.5,49.3,19.6
E00117694,7.4,33.1,39,20.6
E00117703,1.7,27.7,47.4,23.1
E00117704,1.1,22.1,48.4,28.4
E00117705,11,38.5,35.3,15.1
E00117706,3.5,31,47.8,17.7
E00117707,7.8,25.5,48.9,17.7
E00117708,3.8,31.5,49.2,15.4
E00117709,13.6,24.2,42.4,19.7
E00117710,0,32,39.2,28.8
E00117711,1.9,26.4,43.4,28.3
E00117712,5.9,37.3,35.3,21.6
E00117713,4.2,29.4,44.5,21.8
E00117714,11,38.4,32.9,17.8
E00117715,6.8,31.8,28.4,33
E00117716,4.3,28.4,42.2,25
E00117717,3.5,25.7,43.1,27.8
E00117718,18.3,46.4,25.5,9.8
E00117719,9,40,32.3,18.7
E00117727,10.9,38.2,20,30.9
E00117728,5.7,28.3,40.6,25.5
E00117747,22.3,42.3,26.2,9.2
E00117748,6.4,33.6,41.6,18.4
E00117749,8.1,43.4,40.4,8.1
E00117750,5.3,41.2,42,11.5
E00117751,8.6,41.6,38.1,11.7
E00117752,14.5,59,24.8,1.7
E00117753,2.9,36.2,47.6,13.3
E00117754,25,62.5,12.5,0
E00117755,9.5,33.3,40.5,16.7
E00117756,9.4,43.8,31.3,15.6
E00117757,18.8,47,28.2,6
E00117758,3.5,40,43.5,13
E00117759,16.2,47.9,27.4,8.5
E00117760,3.8,38.2,41.2,16.8
E00117761,8.6,39.8,40.6,10.9
E00117762,23.6,51.2,24.4,0.8
E00117763,7,47.3,34.9,10.9
E00117764,5.8,30.2,48.8,15.1
E00117765,1.3,35,37.5,26.3
E00117766,5.7,27.9,40.2,26.2
E00117767,1.8,29.1,35.5,33.6
E00117768,9,36,36.9,18
E00117769,10.6,24.6,42.3,22.5
E00117770,4,25.4,46,24.6
E00117771,6.3,26.8,44.1,22.8
E00117779,1,37.8,38.8,22.4
E00117780,11.5,35.6,40.4,12.5
E00117803,9.2,29.8,40.4,20.6
E00117804,6.2,35.4,40.7,17.7
E00117805,15.5,42.6,31,11
E00117806,2.8,22.8,46,28.4
E00117807,5.5,27.3,40.6,26.6
E00117808,1.8,18.8,50.3,29.1
E00117809,3.9,21,44.2,30.9
E00117833,19.3,36,32.5,12.3
E00117834,11.1,42.6,34.3,12
E00117835,7.4,40.2,41,11.5
E00117836,2.2,43.7,37,17
E00117837,7.3,34.5,45.5,12.7
E00117838,7.2,32.7,39.9,20.2
E00117839,7.5,32.8,39.6,20.1
E00117840,15.3,39,34.7,11
E00117841,8.8,30.6,45.6,15
E00117842,8.7,27.5,43,20.8
E00117843,11.7,35,40,13.3
E00117845,7.1,38.1,38.9,15.9
E00117846,5.4,27.9,45,21.7
E00117847,27.4,53.2,13.7,5.6
E00117848,8.4,38.8,39.3,13.5
E00117849,24.2,51.6,16.1,8.1
E00117850,10.5,30.7,40.4,18.4
E00117851,6.1,38.6,45.6,9.6
E00117852,40.2,48,10.8,1
E00117853,5.4,27.4,45.8,21.4
E00117855,2.8,28.4,44.9,23.9
E00117856,8.1,45.6,33.6,12.8
E00117873,5.4,44.9,39.5,10.2
E00117874,4.7,31,45.7,18.6
E00117877,15.6,42.2,28.1,14.1
E00117878,11.6,29.1,44.2,15.1
E00117879,6.4,40,37.6,16
E00117880,4.1,45.6,27.6,22.6
E00117881,3.5,31.9,48.9,15.6
E00117882,3.7,30.9,48.5,16.9
E00117909,7.8,31.8,47.3,13.2
E00117910,9.3,43.6,37.1,10
E00117911,9.6,49.6,26.1,14.8
E00117912,9.3,43,32.6,15.1
E00117913,6.3,35.4,43.3,15
E00117914,5,30.8,47.5,16.7
E00117915,22.6,39.1,30.4,7.8
E00117916,12,38.7,38.7,10.7
E00117917,4.3,48.7,36.8,10.3
E00117918,20.3,40.7,28.5,10.6
E00117919,8.6,42.1,41.4,7.9
E00117920,3.6,40,38.6,17.9
E00117921,18.8,34.2,32.5,14.5
E00117922,13.1,54.6,26.9,5.4
E00117923,14.2,59,19.4,7.5
E00117924,5.8,52.5,26.7,15
E00117925,24.8,43.9,26.1,5.1
E00117931,2.2,27.9,51.5,18.4
E00117933,1.7,40,46.3,12
E00117937,0.9,32.7,46,20.4
E00117939,7.7,33.3,48.7,10.3
E00117940,0,23.9,49.6,26.5
E00117943,0,46.6,46.6,6.8
E00117945,4.4,21.5,54.8,19.3
E00163045,3.2,34.8,47.5,14.6
E00163046,14,48.8,24.8,12.4
E00163047,5.6,27.5,47.2,19.7
E00163048,3.5,37.1,39.9,19.6
E00163049,9.4,33.3,40.6,16.7
E00163050,5.8,39.9,41.3,13
E00163051,5.4,42.6,34.9,17.1
E00163052,5.8,26.8,40.6,26.8
