areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00116925,5.4,88,6.5
E00116926,10.7,78.5,10.7
E00117613,4.3,89.4,6.4
E00117614,9.6,80.8,9.6
E00117615,4.9,89.6,5.6
E00117616,10.7,78.5,10.7
E00117617,7.1,76.6,16.3
E00117618,7.4,70.2,22.3
E00117619,8,85.8,6.2
E00117620,5.3,83.3,11.4
E00117621,11.1,77.8,11.1
E00117622,3.6,88.6,7.8
E00117623,9.8,77,13.1
E00117624,10.2,47.2,42.6
E00117625,14.2,70.8,15
E00117626,9.7,76.3,14
E00117627,10.1,75.8,14.1
E00117628,9.9,75.3,14.8
E00117654,18.3,65.1,16.7
E00117655,13.6,72.9,13.6
E00117658,10.9,72.1,17.1
E00117659,5.9,84.9,9.2
E00117664,10.8,78.3,10.8
E00117665,15.3,65.3,19.4
E00117672,11.7,70,18.3
E00117673,9,82,9
E00117680,14.5,74.5,10.9
E00117681,10.3,76.5,13.2
E00117682,14.6,62.1,23.3
E00117683,12.9,75,12.1
E00117684,9.1,81.8,9.1
E00117685,10.9,77.3,11.8
E00117686,11.2,78.3,10.5
E00117687,12.9,78.4,8.6
E00117688,8.2,76.5,15.3
E00117689,8.3,79.2,12.5
E00117690,8,77.3,14.7
E00117691,14,55.9,30.1
E00117692,16.4,66.4,17.3
E00117693,7.4,80,12.6
E00117694,7.4,77.9,14.8
E00117703,9,79.4,11.6
E00117704,12.9,80.6,6.5
E00117705,15.1,71.7,13.2
E00117706,8.8,83.3,7.9
E00117707,9.9,79.3,10.8
E00117708,6.9,90.1,3.1
E00117709,8.5,71.2,20.3
E00117710,15,72.6,12.4
E00117711,11.8,70.6,17.6
E00117712,10,80,10
E00117713,13.8,77.6,8.6
E00117714,1.9,84.6,13.5
E00117715,2.5,71.6,25.9
E00117716,15.5,74.5,10
E00117717,13.9,67.2,18.9
E00117718,9.7,77.8,12.5
E00117719,8.5,81.6,9.9
E00117727,14.9,78.7,6.4
E00117728,11.6,58.9,29.5
