areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00116925,14.2,31,43.4,11.5
E00116926,10.4,36,40,13.6
E00117613,19,19,48.8,13.1
E00117614,25,19.3,42,13.6
E00117615,24.5,16,45.4,14.1
E00117616,32.1,17.9,40.7,9.3
E00117617,39.5,13.2,29.8,17.5
E00117618,31.9,15.3,37.5,15.3
E00117619,32.7,16.3,39.4,11.5
E00117620,30.4,18.8,34.1,16.7
E00117621,24.1,27.8,32.4,15.7
E00117622,28.9,22.4,38.2,10.5
E00117623,37.1,27.8,23.8,11.3
E00117624,40.6,26.4,13.2,19.8
E00117625,32.1,18.7,37.3,11.9
E00117626,36.2,15.3,27.7,20.9
E00117627,28.9,20.7,38.5,11.9
E00117628,42.1,17.4,26.3,14.2
E00117654,24.4,17.8,50,7.8
E00117655,25.3,14,47.2,13.5
E00117658,17.7,23.8,43.8,14.6
E00117659,12,25.7,44.9,17.4
E00117664,13.9,31.9,38.2,16
E00117665,18.8,28.2,38.1,14.9
E00117672,20.8,17.5,50,11.7
E00117673,13.3,25.7,48.7,12.4
E00117680,18.5,25.9,40.5,15.1
E00117681,15.2,26.4,50.6,7.9
E00117682,20.2,28.2,35.6,16
E00117683,9,22.8,52.4,15.9
E00117684,12.1,25.9,39.1,23
E00117685,16.8,26.1,47.9,9.2
E00117686,17.3,23.2,51.2,8.3
E00117687,14.8,34.6,37.7,13
E00117688,24,26.9,28.8,20.2
E00117689,14.8,26.5,47.6,11.1
E00117690,10.7,19.4,58.3,11.7
E00117691,14.2,24,42.6,19.1
E00117692,11.4,21.1,50.3,17.1
E00117693,19.7,22.5,47.9,9.9
E00117694,17.3,22.7,50,10
E00117703,8.2,37.1,40.9,13.8
E00117704,14.9,16.8,51.5,16.8
E00117705,13.4,31,38.8,16.8
E00117706,15.5,18.4,60.2,5.8
E00117707,16.5,17.1,50,16.5
E00117708,14.4,21.6,52.3,11.7
E00117709,12.9,20,48.6,18.6
E00117710,16.7,26,44.8,12.5
E00117711,1.5,40.3,44.8,13.4
E00117712,23.1,33.8,27.7,15.4
E00117713,18.1,20.5,47.2,14.2
E00117714,17.4,33.7,30.4,18.5
E00117715,19.8,29.3,32.8,18.1
E00117716,5.5,22,59.6,12.8
E00117717,10.7,32.5,40.8,16
E00117718,11.8,32.4,48,7.8
E00117719,15.8,27.1,48.9,8.3
E00117727,15.7,25.5,49,9.8
E00117728,27,12.3,44.3,16.4
E00117747,38.9,15.4,26.2,19.5
E00117748,22.8,19.9,41.2,16.2
E00117749,43.9,14.6,27.4,14
E00117750,31.6,22.8,25.1,20.5
E00117751,22.9,21.1,46.3,9.7
E00117752,34,21.4,26.2,18.4
E00117753,24.1,16.7,45.4,13.9
E00117754,24.7,19.1,29.2,27
E00117755,25,25.7,38.2,11
E00117756,29.7,16.4,32.8,21.1
E00117757,35.3,22.1,24.3,18.4
E00117758,21.1,21.1,46.3,11.6
E00117759,31.1,21.2,31.1,16.7
E00117760,25,21.9,43,10.2
E00117761,15.3,20.4,51,13.3
E00117762,24.7,27.8,26.8,20.6
E00117763,29.2,17.5,40.1,13.1
E00117764,8.9,28.7,50.5,11.9
E00117765,12.3,40.6,30.2,17
E00117766,11.7,29.9,47.4,11
E00117767,8.3,31.3,43.1,17.4
E00117768,18.5,31.9,27.7,21.8
E00117769,11.8,33.5,37.6,17.1
E00117770,9,26.2,45.5,19.3
E00117771,4,33.1,45.1,17.7
E00117779,17.3,14.3,57.1,11.2
E00117780,17.1,18.8,47.9,16.2
E00117803,12.5,25.7,52,9.9
E00117804,5.5,33,48.6,12.8
E00117805,29.8,25.8,16.3,28.1
E00117806,10.5,26.2,52.7,10.5
E00117807,5.8,29.2,58.4,6.6
E00117808,11.3,24,46.6,18.1
E00117809,15.1,26.6,45.9,12.4
E00117833,39.8,13,26.8,20.3
E00117834,35.2,18.1,29.5,17.1
E00117835,26.2,20,36.2,17.7
E00117836,24.8,9.5,41.9,23.8
E00117837,32,16,38.4,13.6
E00117838,29.3,14.3,40.6,15.8
E00117839,31.3,16.8,32.8,19.1
E00117840,25,26,33.3,15.6
E00117841,36.5,21.5,30.6,11.4
E00117842,29.4,21.9,34.4,14.4
E00117843,31.3,17.2,38.1,13.4
E00117845,27.5,23.2,37,12.3
E00117846,33.6,20.1,29.9,16.4
E00117847,45.3,15.6,17.2,21.9
E00117848,34.2,16.2,34.2,15.4
E00117849,48.2,17.3,21.8,12.7
E00117850,31,19.4,36.1,13.5
E00117851,37,15.7,33.1,14.2
E00117852,44.8,13.8,15.5,25.9
E00117853,11.7,31.4,42.6,14.4
E00117855,9,28.1,51.3,11.6
E00117856,22.7,30.7,22.7,23.9
E00117873,22.3,22.9,41,13.8
E00117874,25.5,19,46.7,8.8
E00117877,39,17.8,15.8,27.4
E00117878,28.8,23.8,37.5,10
E00117879,27.5,19.2,39.5,13.8
E00117880,26.1,18.3,40.4,15.1
E00117881,29.1,17.1,44,9.7
E00117882,22.1,20.9,49.1,8
E00117909,26.7,22.2,41.5,9.6
E00117910,21.1,13.3,48.4,17.2
E00117911,39.5,12.1,33.1,15.3
E00117912,30.2,17.7,37.5,14.6
E00117913,31,20.7,35.2,13.1
E00117914,27.4,23.6,38.2,10.8
E00117915,38.3,20,22.5,19.2
E00117916,25.4,21.8,38.7,14.1
E00117917,29.5,21.5,38.3,10.7
E00117918,35.9,13.7,26.8,23.5
E00117919,25.4,23.1,38.7,12.7
E00117920,31,20.9,34.2,13.9
E00117921,42.2,14.9,17.4,25.5
E00117922,31,20.7,35.3,12.9
E00117923,28.4,18.3,37.6,15.6
E00117924,26.2,14,45.8,14
E00117925,24.3,19.6,48.6,7.5
E00117931,31.3,14.5,46.7,7.5
E00117933,25.8,15.5,50.2,8.5
E00117937,29.4,13.9,41.2,15.5
E00117939,32.5,20.9,26.4,20.2
E00117940,25.7,18,50.3,6
E00117943,34.5,15.5,38.5,11.5
E00117945,23,17.1,51.9,8
E00163045,25.9,25,34.2,14.9
E00163046,37.3,18.6,21.7,22.4
E00163047,26.6,16.8,45.5,11.2
E00163048,25.4,19.5,43.2,11.8
E00163049,22.2,15.7,49.1,13
E00163050,30.1,28.4,25.7,15.8
E00163051,21.4,20.6,37.4,20.6
E00163052,21,21.7,49.3,8
E00163053,19.7,23.1,37.6,19.7
E00163054,7.6,30.6,42.7,19.1
E00163055,11.3,29.8,46,12.9
E00163056,13.8,29.6,41.5,15.1
E00163057,2,41.8,43.9,12.2
E00163060,7.3,40.4,33.1,19.2
E00163061,8.8,30.8,43.4,17
E00163062,11.2,27.5,44.9,16.3
E00163063,9.1,27.8,51.2,12
E00163066,16,43.8,24.3,16
E00163086,28.1,28.1,26.7,17
E00163158,26.4,23.2,34.4,16
E00163159,24.4,27.4,38.5,9.6
E00163162,32,15.4,36.6,16
E00163163,25.9,27.3,36.4,10.5
E00163165,28.6,31.1,19.3,21
E00163166,28.5,22.8,29.1,19.6
E00163167,24,30,33.3,12.7
E00163168,17.2,31.2,35,16.6
E00163169,18.3,28.8,32,20.9
E00163170,9.7,31.3,43.8,15.3
E00163171,18.8,28.5,36.4,16.4
E00163172,12.7,22.2,55.6,9.5
E00163173,22.8,27.2,36,14
E00163174,28.7,33.3,16.3,21.7
E00163175,16.4,27.6,47,9
E00163176,13.4,33,41.2,12.4
E00163381,11.5,33.6,46,8.8
E00163382,22.1,29.3,36.4,12.1
E00163384,39.4,13.6,28.8,18.2
E00163385,17.3,23,48.2,11.5
E00163386,20,24.4,45.2,10.4
E00163387,25,26.3,37.2,11.5
E00163388,21.4,27,35.7,15.9
E00163389,25.7,28.3,32.9,13.2
E00163390,30.2,19.4,40.3,10.1
E00163391,24.3,29.4,36.7,9.6
E00163392,28.3,14.4,43.3,13.9
E00163393,32,22.4,33.3,12.2
E00163394,26.8,26.1,37.9,9.2
E00163395,28.4,28.4,29.6,13.6
E00163396,23.8,30.2,36.5,9.5
E00163427,26.2,11.6,42.1,20.1
E00163428,24.8,17.4,35.5,22.3
E00163429,20.5,14.5,40.2,24.8
E00163430,23.7,19.4,48.4,8.6
E00163431,8.7,28.2,52.4,10.7
E00163432,8.3,36.6,33.8,21.4
E00163433,13,23.5,47,16.6
E00163434,10.7,35.4,45.5,8.4
E00163435,12.5,27.9,51,8.7
E00163436,10.6,29.1,44.7,15.6
E00163437,10.9,32.6,35.4,21.1
E00163438,16.4,40.3,26.1,17.2
E00168069,37.8,19.2,29.7,13.4
E00168070,36.3,15,33.8,15
E00168071,37.8,17.8,28.9,15.6
E00168072,44.9,21.3,23.6,10.1
E00168073,28.7,33.1,27.2,11
E00168074,34.2,16.7,47,2.1
E00168075,39.7,30.5,22.9,6.9
