areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00116925,55,1.4,43.5
E00116926,50,1.6,48.4
E00117613,29.9,1.1,69
E00117614,45.8,2.6,51.6
E00117615,53.3,1,45.8
E00117616,56.9,3.6,39.5
E00117617,44.1,2.3,53.5
E00117618,36.9,2.6,60.5
E00117619,48.4,0.9,50.7
E00117620,54.8,1.2,44
E00117621,51.9,0.5,47.6
E00117622,31.3,1.6,67.1
E00117623,45.2,2.4,52.4
E00117624,49.3,4.3,46.4
E00117625,52.6,3.6,43.9
E00117626,48.8,2.2,49
E00117627,57.5,2.6,39.9
E00117628,53.8,2.5,43.6
E00117654,59.7,2,38.4
E00117655,60.1,1.7,38.2
E00117658,50.4,0.8,48.8
E00117659,52.4,1.3,46.3
E00117664,63.2,0.4,36.4
E00117665,59.8,2,38.2
E00117672,49.6,2.9,47.5
E00117673,46.2,0.8,53
E00117680,64.6,1.3,34.1
E00117681,56.6,0.9,42.4
E00117682,61.3,1.9,36.8
E00117683,53.5,1.1,45.4
E00117684,50,0.3,49.7
E00117685,52.2,0.4,47.4
E00117686,54.4,1.6,44
E00117687,53.6,2,44.4
E00117688,51.2,3,45.8
E00117689,61.5,2.3,36.2
E00117690,39.7,0.4,59.9
E00117691,55.7,2.7,41.6
E00117692,61,1,38
E00117693,51.3,0,48.7
E00117694,42.3,0.8,56.9
E00117703,46.3,2.3,51.4
E00117704,51.6,1.6,46.9
E00117705,60.7,2.3,37
E00117706,47.9,1.8,50.2
E00117707,59.3,1.1,39.6
E00117708,45.9,0,54.1
E00117709,53.5,0.8,45.7
E00117710,62.4,1,36.6
E00117711,68,3,29
E00117712,60.4,1,38.6
E00117713,51.8,2.9,45.3
E00117714,64.3,0.7,35
E00117715,59.2,2,38.8
E00117716,49.5,1.4,49.1
E00117717,58.4,1.7,39.9
E00117718,41.2,3.7,55.1
E00117719,49.1,0.7,50.2
E00117727,53,5,42
E00117728,52.3,2.1,45.5
E00117747,62.4,1.3,36.3
E00117748,45.2,2.7,52
E00117749,58.9,3.1,38
E00117750,63.2,0.4,36.4
E00117751,47,2.4,50.5
E00117752,53.1,4.6,42.3
E00117753,51.7,0.5,47.9
E00117754,48.9,0.5,50.5
E00117755,54.7,2.4,42.9
E00117756,67.7,1.6,30.7
E00117757,66,2.4,31.6
E00117758,41.6,1.7,56.7
E00117759,66.2,3,30.8
E00117760,49.4,0,50.6
E00117761,40.9,0.8,58.3
E00117762,47.5,5,47.5
E00117763,58.1,3.3,38.6
E00117764,59.1,1.8,39.2
E00117765,66.1,2.4,31.5
E00117766,55.4,1.9,42.7
E00117767,57.2,0.8,42
E00117768,58.5,2.9,38.5
E00117769,59.4,3.8,36.8
E00117770,57.3,2.7,40
E00117771,66.2,2.6,31.2
E00117779,52.4,4.2,43.5
E00117780,65.7,1.1,33.1
E00117803,58,0.4,41.6
E00117804,52.4,1,46.6
E00117805,60.1,2.1,37.8
E00117806,63.3,1.8,34.9
E00117807,53.5,1.2,45.3
E00117808,61,0,39
E00117809,65.2,2.3,32.5
E00117833,51.5,3.8,44.8
E00117834,52.5,2,45.5
E00117835,56.6,1.3,42.1
