areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00041473,92.7,7.3
E00041474,96.8,3.2
E00041475,98.9,1.1
E00041476,98.3,1.7
E00041479,97.8,2.2
E00041480,99.3,0.7
E00041481,95.7,4.3
E00041482,96,4
E00041491,94.4,5.6
E00041495,96.5,3.5
E00041498,96.3,3.7
E00041499,90.3,9.7
E00041500,98.7,1.3
E00041501,95.8,4.2
E00041502,94.2,5.8
E00041503,95.5,4.5
E00041505,95,5
E00041536,98.6,1.4
E00041537,97.5,2.5
E00041538,99.2,0.8
E00041539,99.1,0.9
E00041540,96.5,3.5
E00041541,99.2,0.8
E00041542,98.4,1.6
E00041543,99.1,0.9
E00041545,99,1
E00041546,98.3,1.7
E00041547,95.9,4.1
E00041549,98.4,1.6
E00041550,96.7,3.3
E00041551,94.2,5.8
E00041552,97.1,2.9
E00041553,98.4,1.6
E00041554,98.5,1.5
E00041555,99,1
E00041556,97.8,2.2
E00041557,98.1,1.9
E00041558,97.7,2.3
E00041559,96.8,3.2
E00041560,95.7,4.3
E00041561,95.5,4.5
E00041563,97.5,2.5
E00041564,96.4,3.6
E00041565,97.3,2.7
E00041566,97.7,2.3
E00041567,97.7,2.3
E00041568,97.7,2.3
E00041569,98.2,1.8
E00041570,96.2,3.8
E00041813,96.9,3.1
E00041815,99.3,0.7
E00041817,97.3,2.7
E00041820,96.1,3.9
E00041821,97.4,2.6
E00041823,94.9,5.1
E00041824,94,6
E00041825,97.7,2.3
E00041826,97.8,2.2
E00041829,96.6,3.4
E00041831,96.7,3.3
E00041832,98.2,1.8
E00041836,97.9,2.1
E00041838,96.6,3.4
E00041840,95.5,4.5
E00041844,96.3,3.7
E00104652,93.2,6.8
E00104653,98.9,1.1
E00104654,96.6,3.4
E00104655,95.5,4.5
E00104656,95.8,4.2
E00104657,97.3,2.7
E00104658,92.7,7.3
E00104659,94.5,5.5
E00104661,95.6,4.4
E00104662,97.5,2.5
E00104663,98.4,1.6
E00104664,96.4,3.6
E00104665,95.5,4.5
E00104666,96.1,3.9
E00104667,94,6
E00104668,96.4,3.6
E00104669,97.2,2.8
E00104670,96.8,3.2
E00104671,98.1,1.9
E00104672,97.5,2.5
E00104673,93.9,6.1
E00104674,98.2,1.8
E00104675,99.6,0.4
E00104676,95.5,4.5
E00104677,94.5,5.5
E00104678,99.5,0.5
E00104679,94.1,5.9
E00104680,98.7,1.3
E00104681,96.3,3.7
E00104682,98.1,1.9
E00104683,94.1,5.9
E00104705,97.4,2.6
E00104706,97.2,2.8
E00104707,97,3
E00104708,99,1
E00104709,97.2,2.8
E00104710,92.7,7.3
E00104721,97.2,2.8
E00104722,98.3,1.7
E00104723,96.6,3.4
E00104725,98.4,1.6
E00104726,98.5,1.5
E00104727,95.4,4.6
E00104729,94.4,5.6
E00104731,95.9,4.1
E00104732,98.6,1.4
E00104733,97.9,2.1
E00104734,94.9,5.1
E00104735,97.1,2.9
E00104736,98.9,1.1
E00104737,99.3,0.7
E00104738,98.6,1.4
E00104739,94.4,5.6
E00104740,95.9,4.1
E00104741,97.6,2.4
E00104742,92.7,7.3
E00104743,93.8,6.2
E00104744,94,6
E00104745,90.5,9.5
E00104746,95.4,4.6
E00104749,93.1,6.9
E00104750,91.9,8.1
E00104751,92.5,7.5
E00104752,92.2,7.8
E00104758,96.1,3.9
E00104775,93.9,6.1
E00104776,96.9,3.1
E00104777,98,2
E00104778,98.6,1.4
E00104779,95,5
E00104780,95.8,4.2
E00104781,98.1,1.9
E00104782,95.3,4.7
E00104785,91.5,8.5
E00104786,94.5,5.5
E00104787,95.8,4.2
E00104788,95.4,4.6
E00104789,98.5,1.5
E00104790,92.5,7.5
E00104791,98.9,1.1
E00104793,96.3,3.7
E00104794,96.3,3.7
E00104801,95.1,4.9
E00104802,95.3,4.7
E00104803,94.4,5.6
E00104804,98.8,1.2
E00104805,97.4,2.6
E00104806,99.6,0.4
E00104807,99.6,0.4
E00104808,96.9,3.1
E00104809,98.1,1.9
E00104810,96,4
E00104812,98,2
E00104813,96.5,3.5
E00104814,96.6,3.4
E00104815,97.7,2.3
E00104856,96.8,3.2
E00104864,93.8,6.2
E00104865,90.7,9.3
E00104866,97.5,2.5
E00104867,98.3,1.7
E00104868,93.7,6.3
E00104869,96.7,3.3
E00104870,99.4,0.6
E00104871,98.2,1.8
E00104872,94.9,5.1
E00104873,98.8,1.2
E00104874,92.1,7.9
E00104875,96.1,3.9
E00104876,94.4,5.6
E00104877,95.1,4.9
E00104878,98.6,1.4
E00104879,96.8,3.2
E00106030,95.5,4.5
E00106031,96.2,3.8
E00106037,94.9,5.1
E00139851,96.3,3.7
E00139852,95.8,4.2
E00139853,94.9,5.1
E00139854,93.7,6.3
E00139859,96.2,3.8
E00139860,97.5,2.5
E00139861,97.1,2.9
E00139866,97.7,2.3
E00139868,94.8,5.2
E00139869,94.9,5.1
E00139872,97.7,2.3
E00139873,96.2,3.8
E00139901,96.1,3.9
E00139902,96,4
E00139903,96.5,3.5
E00139904,93.5,6.5
E00139907,94.2,5.8
E00139908,94.5,5.5
E00139909,96.7,3.3
E00139914,95.3,4.7
