areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00041473,17.9,49.3,27.1,5.7
E00041474,32.3,46.9,16.2,4.6
E00041475,28.2,42,24.4,5.3
E00041476,2.9,43.7,38.8,14.6
E00041479,43.8,47.5,7.5,1.3
E00041480,41.4,40,15.2,3.4
E00041481,11.3,60.9,24.1,3.8
E00041482,22.5,45,24.8,7.8
E00041491,27.3,40.6,22.7,9.4
E00041495,17.1,46.4,31.4,5
E00041498,20.8,38,33.9,7.3
E00041499,49.3,41,9.7,0
E00041500,49.6,37,10.2,3.1
E00041501,51.1,33.8,13.7,1.4
E00041502,28.7,47,20,4.3
E00041503,52.8,37.7,8.5,0.9
E00041505,42.9,47.1,10.1,0
E00041536,16.5,39.8,31.6,12
E00041537,24.1,44.8,25.5,5.5
E00041538,21.4,53.8,19.3,5.5
E00041539,20.2,54.4,21.1,4.4
E00041540,8,41.5,43.5,7
E00041541,8.6,49.5,36.2,5.7
E00041542,41.6,38,16.1,4.4
E00041543,10.3,48.5,33,8.2
E00041545,7.6,43.5,41.3,7.6
E00041546,24.1,43.1,27.6,5.2
E00041547,5.3,36.8,38.2,19.7
E00041549,24.1,36.7,29.1,10.1
E00041550,15.9,47,27.3,9.8
E00041551,11.5,53.2,31.7,3.6
E00041552,13.3,39.2,37.3,10.1
E00041553,19.4,38.8,31.3,10.4
E00041554,25,50,21.3,3.7
E00041555,22,36.2,31.5,10.2
E00041556,20.5,46.6,25,8
E00041557,13,40.3,36.1,10.5
E00041558,25.2,43.3,24.4,7.1
E00041559,8.9,47.3,33,10.7
E00041560,32.7,48.5,14.9,4
E00041561,13.4,46.5,29.9,10.2
E00041563,15.8,54.9,23.3,6
E00041564,15.7,43.5,37.2,3.7
E00041565,37.5,38.5,20.2,3.8
E00041566,20,39.3,35.3,5.3
E00041567,25.4,47.6,21.4,5.6
E00041568,23.9,48.7,21.4,6
E00041569,28.9,53.1,15.6,2.3
E00041570,19.4,43.4,24.8,12.4
E00041813,29.2,53.1,15.9,1.8
E00041815,14,46.5,32.6,7
E00041817,9.3,43.4,41.1,6.2
E00041820,43.4,38.7,11.3,6.6
E00041821,14,42.1,37.2,6.6
E00041823,35.4,40,21.5,3.1
E00041824,22.8,44.7,22,10.6
E00041825,25.2,47.2,22.8,4.9
