areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00041473,81.6,12.8,5.6
E00041474,77.3,16.7,6
E00041475,70.5,22.7,6.8
E00041476,81.3,14.1,4.6
E00041479,69.1,17.1,13.8
E00041480,67.9,19.9,12.2
E00041481,74.8,17.1,8.1
E00041482,72.3,17.9,9.9
E00041491,71.5,20.4,8.1
E00041495,83.8,12.4,3.8
E00041498,79.3,14,6.8
E00041499,63.3,23.6,13.1
E00041500,69.1,19.9,11
E00041501,61.3,26.3,12.5
E00041502,70.9,20.3,8.8
E00041503,69.8,24.6,5.5
E00041505,55.6,27.3,17.2
E00041536,66.6,28.3,5.1
E00041537,68.6,26.6,4.8
E00041538,77.5,17.6,5
E00041539,79,16.1,4.9
E00041540,88.2,9.2,2.6
E00041541,85.3,12,2.8
E00041542,73.6,14.6,11.8
E00041543,84.5,13.6,1.8
E00041545,77.4,18.8,3.8
E00041546,82,15.1,2.9
E00041547,86.9,10.9,2.2
E00041549,80.8,12.1,7.1
E00041550,86.3,9.3,4.3
E00041551,79.7,13.8,6.4
E00041552,78.7,13,8.4
E00041553,80.8,13.2,6
E00041554,79.5,12.7,7.8
E00041555,75.9,16,8.2
E00041556,77.9,17.7,4.4
E00041557,84.9,11.6,3.5
E00041558,73.1,14.8,12.2
E00041559,81.9,14.1,4
E00041560,62,24.5,13.5
E00041561,80.5,15.3,4.2
E00041563,82,11.5,6.5
E00041564,74.7,18.3,7
E00041565,79.3,13,7.7
E00041566,83.4,10.8,5.8
E00041567,76.1,17,6.9
E00041568,81,15.8,3.2
E00041569,68.3,21.5,10.2
E00041570,83.8,10.5,5.6
E00041813,56.4,34.2,9.3
E00041815,82.1,12.8,5.1
E00041817,85.1,10.1,4.7
E00041820,72.3,19.9,7.8
E00041821,82.4,12.7,4.9
E00041823,73.8,17.7,8.5
E00041824,76.6,16.7,6.7
E00041825,78.5,14.2,7.3
E00041826,79.1,14.3,6.6
E00041829,78.8,17.4,3.9
E00041831,85.1,11,3.9
E00041832,71.2,17.4,11.4
E00041836,65.5,23,11.5
E00041838,82.9,13.7,3.4
E00041840,85.2,11.4,3.4
E00041844,86.8,11,2.2
E00104652,76.2,15.5,8.2
E00104653,75.2,17.4,7.4
E00104654,85.3,11.6,3.1
E00104655,71.7,20,8.3
E00104656,82.3,12.9,4.8
E00104657,81.4,14.4,4.1
E00104658,78,15,6.9
E00104659,78,17.6,4.4
E00104661,80.6,15.4,4.1
E00104662,83.4,12.9,3.7
E00104663,89.8,8.1,2.2
E00104664,82.6,10.8,6.6
E00104665,82.2,12.2,5.7
E00104666,79.2,14.4,6.3
E00104667,68.7,21,10.3
E00104668,75.1,15.9,9
E00104669,74.7,18.5,6.8
E00104670,74.9,17.8,7.3
E00104671,81.5,13.2,5.3
E00104672,84.5,10.6,4.9
E00104673,80.1,15.5,4.4
E00104674,73.7,17,9.3
E00104675,75.3,17.4,7.3
E00104676,81.3,14.8,3.9
E00104677,56.8,21.8,21.4
E00104678,89.3,9.2,1.5
E00104679,81.2,12.8,6
E00104680,67.8,18.3,13.9
E00104681,76.2,16,7.8
E00104682,81,15.9,3.1
E00104683,75.2,13.4,11.4
E00104705,73.3,21.4,5.3
E00104706,82.4,12,5.6
E00104707,85.8,11.3,3
E00104708,81.8,12.8,5.4
E00104709,74.3,19.3,6.4
E00104710,79.8,15.6,4.6
E00104721,75.1,15.8,9.1
E00104722,71,23.1,5.9
E00104723,73.4,19.7,6.9
E00104725,82,13.4,4.7
E00104726,83.7,11.7,4.5
E00104727,71.5,21.2,7.3
E00104729,80.5,11.9,7.6
E00104731,67.4,21,11.7
E00104732,75.3,15.9,8.8
E00104733,49.2,29,21.8
E00104734,77.8,16.4,5.8
E00104735,80.4,12.7,6.9
E00104736,78.9,15.6,5.5
E00104737,79.9,16.8,3.3
E00104738,79.2,14.3,6.5
E00104739,79.3,14.6,6.1
E00104740,75.5,14.5,10
E00104741,74,16,10.1
E00104742,76.2,16.2,7.6
E00104743,86,9,5
E00104744,71.6,18.7,9.7
E00104745,79.9,13.6,6.5
E00104746,78.1,15.8,6.1
E00104749,77.2,15.8,6.9
E00104750,74.4,16.6,9.1
E00104751,76.1,13.7,10.2
E00104752,76.1,15.2,8.7
E00104758,83.9,12.9,3.2
E00104775,79.7,15.9,4.4
E00104776,68.9,17.1,14
E00104777,75.2,17.6,7.2
E00104778,69.5,22,8.5
E00104779,75.7,17.1,7.2
E00104780,61.2,23.6,15.2
E00104781,63.6,20.6,15.8
E00104782,71.7,19.6,8.7
E00104785,81.6,10.6,7.8
E00104786,68.9,17.9,13.2
E00104787,79,13.3,7.6
E00104788,67.1,23.2,9.7
E00104789,73.9,19.2,6.9
E00104790,78.4,14.2,7.4
E00104791,72.6,20,7.4
E00104793,68.4,18.4,13.2
E00104794,81.3,12.4,6.4
E00104801,74.1,18.1,7.8
E00104802,75.9,12.7,11.4
E00104803,57.8,23.1,19.1
E00104804,78.9,16.6,4.5
E00104805,90.6,7,2.3
E00104806,84.1,10.9,5
E00104807,70.3,23,6.7
E00104808,77,15.6,7.4
E00104809,87.8,9.3,2.9
E00104810,87.1,10.6,2.3
E00104812,72.2,19,8.9
E00104813,84,13.1,2.9
E00104814,72.5,20.8,6.7
E00104815,75.8,17.3,6.9
E00104856,84.2,12,3.8
E00104864,71,21.2,7.8
E00104865,76.7,12.8,10.5
E00104866,73.7,17,9.2
E00104867,60.4,24.8,14.8
E00104868,75.9,15.8,8.3
E00104869,71,19.9,9.2
E00104870,82.4,13.7,3.9
E00104871,88.2,9.1,2.7
E00104872,75.9,17.3,6.8
E00104873,71.9,19.1,9
E00104874,69.4,23.7,6.8
E00104875,72.2,16.1,11.7
E00104876,55.3,18.9,25.8
E00104877,76.1,15.1,8.8
E00104878,78.3,15.2,6.5
E00104879,71.6,19.8,8.6
E00106030,83.2,12.8,3.9
E00106031,88.7,9.4,1.9
E00106037,78.4,12.7,8.9
E00139851,67.9,17.9,14.2
E00139852,80.9,14,5.1
E00139853,89.1,9.6,1.4
E00139854,81.9,14,4.1
E00139859,85.2,12.1,2.7
E00139860,82.2,13,4.7
E00139861,72.7,17.4,10
E00139866,75.5,17,7.5
E00139868,70,21.5,8.6
E00139869,77.3,15.7,7.1
E00139872,70.2,16.2,13.6
E00139873,87.9,10.2,1.9
E00139901,69,23,8
E00139902,69,23,8
E00139903,66.6,22.4,11
E00139904,86.3,10.4,3.2
E00139907,80,14.9,5.1
E00139908,78.2,16.4,5.5
E00139909,82.5,13.9,3.6
E00139914,85.6,13,1.4
E00139915,64,24.3,11.7
E00139927,71.3,22,6.7
E00139928,61.6,27.3,11.1
E00139929,87.1,9.8,3.1
E00139930,84.1,11.3,4.6
E00139931,70.6,19.6,9.8
E00139932,83.2,15.2,1.6
E00139933,77.2,14.1,8.7
E00139934,82.7,14.1,3.2
E00139935,76.7,15.8,7.5
E00139936,68.9,19.5,11.6
E00139937,86.8,9.1,4.1
E00139938,69.2,23.2,7.6
E00139942,76.3,15.4,8.4
E00139943,84,13.3,2.7
E00139944,75.3,16.1,8.6
E00139945,79.7,15.6,4.7
E00139946,81.7,11.6,6.6
E00139947,75.2,17.2,7.6
E00139948,80.8,14.3,4.9
E00139949,85.6,12.3,2.1
E00139951,79.4,15.8,4.8
E00139952,90.3,8.8,0.9
E00139953,66.8,25,8.2
E00139954,79.8,15.2,4.9
E00139955,72.3,18.6,9.1
E00139957,80.4,12.8,6.8
E00139958,81.8,10.3,7.9
E00139959,65.3,24.9,9.7
E00139960,75.8,15.9,8.3
E00139961,80.2,15.5,4.3
E00139962,65.2,23.6,11.2
E00139963,80.5,15.1,4.4
E00139964,82.3,13.5,4.2
E00139965,83.7,11.9,4.4
E00139966,63.7,29.4,6.9
E00139967,72.3,20.8,6.9
E00139968,76.9,16,7.1
E00139969,82,14,4
E00139970,69,21,10
E00139971,81.6,12.6,5.8
E00139972,82.1,15.2,2.8
E00139973,82.5,12.5,4.9
E00139974,76.4,17.6,6
E00139975,69.5,21.2,9.4
E00139976,84.1,12.5,3.4
E00139977,85.8,11.7,2.5
E00139978,79.4,15.4,5.1
E00139979,86.1,11.2,2.7
E00139983,88,7.9,4.1
E00139987,81.7,14.5,3.8
E00139988,86,10.9,3.1
E00139989,86.5,11,2.5
E00139990,75,18.5,6.5
E00139991,88.4,5.5,6.2
E00139993,83.3,12.2,4.4
E00139994,87.3,9.9,2.7
E00139995,85.6,11.7,2.8
E00139996,76.5,15.7,7.8
E00139997,78.5,17.4,4
E00139998,81.9,13.4,4.6
E00139999,84.2,10.9,4.9
E00140000,84.3,11.7,4
E00140001,88.5,9.2,2.3
E00140002,78.4,17.4,4.1
E00140003,89.9,8.1,2
E00140004,87.5,10.4,2
E00140005,82.6,15.5,1.9
E00140006,86.1,11.4,2.5
E00140007,74.8,17.7,7.4
E00140029,88.7,9.7,1.6
E00140030,85.5,11.2,3.3
E00140035,83.6,13.1,3.3
E00140036,87.2,10,2.8
E00171777,88.5,7.7,3.7
E00171808,82.7,11.3,6
E00171809,43.7,27.2,29.1
E00171811,63.9,25.8,10.3
E00171813,86.4,10.5,3.1
E00171817,89.2,7.9,2.8
E00171819,83.7,13.1,3.3
E00171820,84.6,11.8,3.7
E00171830,71.7,18.3,10
E00171833,82.3,11.8,5.9
E00171842,72.6,16.5,11
E00171844,90.7,6.8,2.5
E00171862,88.9,9.8,1.3
E00171865,80.4,14.2,5.4
E00171946,89.5,9.5,1
E00176347,87,8.1,4.9
E00176359,89,8.3,2.8
E00183229,90.6,7.2,2.2
E00183234,86.1,13.9,0
E00183239,65.5,21.3,13.2
E00183241,93,4.6,2.4
E00183265,89.8,8.4,1.8
E00183267,92.7,4.9,2.3
E00183274,76.7,14.2,9.1
E00183276,87.8,8.7,3.5
E00183287,88.5,8.3,3.2
E00189919,79.8,14,6.3
E00190012,60.5,24.5,15
E00190035,68,24.2,7.8
E00190129,88.5,7.6,3.8
E00190142,88.4,9.9,1.7
