areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00041473,45.1,54.9
E00041474,32.7,67.3
E00041475,44.4,55.6
E00041476,60.6,39.4
E00041479,28.9,71.1
E00041480,29.3,70.7
E00041481,40.2,59.8
E00041482,44.3,55.7
E00041491,45.4,54.6
E00041495,36.2,63.8
E00041498,47.4,52.6
E00041499,32,68
E00041500,30.4,69.6
E00041501,25.9,74.1
E00041502,43.8,56.3
E00041503,25.9,74.1
E00041505,25.4,74.6
E00041536,48.9,51.1
E00041537,47.7,52.3
E00041538,49.3,50.7
E00041539,37.4,62.6
E00041540,48.4,51.6
E00041541,66.8,33.2
E00041542,35,65
E00041543,67,33
E00041545,56.7,43.3
E00041546,45.2,54.8
E00041547,59.7,40.3
E00041549,39.3,60.7
E00041550,47,53
E00041551,49,51
E00041552,50.2,49.8
E00041553,49.6,50.4
E00041554,39.1,60.9
E00041555,47.7,52.3
E00041556,36.6,63.4
E00041557,53.1,46.9
E00041558,39.2,60.8
E00041559,56.1,43.9
E00041560,38.9,61.1
E00041561,56.2,43.8
E00041563,47.8,52.2
E00041564,49,51
E00041565,44.6,55.4
E00041566,44.6,55.4
E00041567,45.4,54.6
E00041568,32.6,67.4
E00041569,44.5,55.5
E00041570,49.8,50.2
E00041813,46.1,53.9
E00041815,58.1,41.9
E00041817,60.2,39.8
E00041820,26.5,73.5
E00041821,52,48
E00041823,39,61
E00041824,45.5,54.5
E00041825,46.2,53.8
E00041826,55.4,44.6
E00041829,58.3,41.7
E00041831,56.9,43.1
E00041832,43.3,56.7
E00041836,45.5,54.5
E00041838,59.1,40.9
E00041840,49.1,50.9
E00041844,69.7,30.3
E00104652,35.1,64.9
E00104653,58.5,41.5
E00104654,49.8,50.2
E00104655,47.5,52.5
E00104656,50,50
E00104657,46.1,53.9
E00104658,31.8,68.2
E00104659,44.3,55.7
E00104661,61.4,38.6
E00104662,67.6,32.4
E00104663,57.9,42.1
E00104664,56,44
E00104665,44.9,55.1
E00104666,43,57
E00104667,44.2,55.8
E00104668,32.1,67.9
E00104669,31.1,68.9
E00104670,57,43
E00104671,47.6,52.4
E00104672,54.5,45.5
E00104673,45.8,54.2
E00104674,36.7,63.3
E00104675,42.3,57.7
E00104676,45.8,54.2
E00104677,23.4,76.6
E00104678,70.6,29.4
E00104679,33.6,66.4
E00104680,39.1,60.9
E00104681,50.8,49.2
E00104682,34.2,65.8
E00104683,35,65
E00104705,38.5,61.5
E00104706,64.6,35.4
E00104707,56.7,43.3
E00104708,50.4,49.6
E00104709,61,39
E00104710,57.4,42.6
E00104721,34.2,65.8
E00104722,30.4,69.6
E00104723,30.9,69.1
E00104725,52.3,47.7
E00104726,59.6,40.4
E00104727,30.9,69.1
E00104729,33.9,66.1
E00104731,30.5,69.5
E00104732,34,66
E00104733,23.8,76.2
E00104734,30.5,69.5
E00104735,40.6,59.4
E00104736,58,42
E00104737,47.7,52.3
E00104738,43.3,56.7
E00104739,43.1,56.9
E00104740,34.5,65.5
E00104741,37.5,62.5
E00104742,31.8,68.2
E00104743,43.9,56.1
E00104744,24.8,75.2
E00104745,28.8,71.3
E00104746,41,59
E00104749,31,69
E00104750,32.2,67.8
E00104751,35.4,64.6
E00104752,37.3,62.7
E00104758,61.3,38.7
E00104775,33,67
E00104776,41.7,58.3
E00104777,58.3,41.7
E00104778,49.2,50.8
E00104779,41,59
E00104780,52.9,47.1
E00104781,33,67
E00104782,45.4,54.6
E00104785,27,73
E00104786,37.2,62.8
E00104787,32.6,67.4
E00104788,31.8,68.2
E00104789,54.7,45.3
E00104790,40.8,59.2
E00104791,36,64
E00104793,39.3,60.7
E00104794,45.1,54.9
E00104801,32.7,67.3
E00104802,48.7,51.3
E00104803,33.6,66.4
E00104804,52.3,47.7
E00104805,69.1,30.9
E00104806,52.8,47.2
E00104807,57.9,42.1
E00104808,42.7,57.3
E00104809,59.3,40.7
E00104810,65.3,34.7
E00104812,52.2,47.8
E00104813,67.3,32.7
E00104814,40.4,59.6
E00104815,49,51
E00104856,60.9,39.1
E00104864,36,64
E00104865,36.3,63.7
E00104866,49.2,50.8
E00104867,42.5,57.5
E00104868,45.2,54.8
E00104869,35.4,64.6
E00104870,60.5,39.5
E00104871,61.3,38.7
E00104872,39.7,60.3
E00104873,33.9,66.1
E00104874,33.3,66.7
E00104875,41.4,58.6
E00104876,21.1,78.9
E00104877,42.4,57.6
E00104878,42.2,57.8
E00104879,43.1,56.9
E00106030,62.1,37.9
E00106031,65.3,34.7
E00106037,53.3,46.7
E00139851,53.2,46.8
E00139852,56.1,43.9
E00139853,73.7,26.3
E00139854,70.8,29.2
E00139859,60.2,39.8
E00139860,57.7,42.3
E00139861,46.5,53.5
E00139866,38.3,61.7
E00139868,41.1,58.9
E00139869,43.8,56.2
E00139872,52.7,47.3
E00139873,68.8,31.2
E00139901,29.5,70.5
E00139902,39.3,60.7
E00139903,32,68
E00139904,33.8,66.2
E00139907,39.3,60.7
E00139908,52.2,47.8
E00139909,51.4,48.6
E00139914,30.9,69.1
E00139915,40.1,59.9
E00139927,27.5,72.5
E00139928,25.7,74.3
E00139929,57.1,42.9
E00139930,52,48
E00139931,39.1,60.9
E00139932,64.7,35.3
E00139933,23.3,76.7
E00139934,64.5,35.5
E00139935,34.8,65.2
E00139936,45.6,54.4
E00139937,58.8,41.2
E00139938,26.3,73.7
E00139942,41.4,58.6
E00139943,54.5,45.5
E00139944,50.4,49.6
E00139945,50.5,49.5
E00139946,59.3,40.7
E00139947,35.4,64.6
E00139948,40.1,59.9
E00139949,57.6,42.4
E00139951,57.5,42.5
E00139952,63.4,36.6
E00139953,22.7,77.3
E00139954,37.7,62.3
E00139955,31.8,68.2
E00139957,34.5,65.5
E00139958,46.4,53.6
E00139959,39.5,60.5
E00139960,44,56
E00139961,64,36
E00139962,36.4,63.6
E00139963,47,53
E00139964,60.1,39.9
E00139965,58.5,41.5
E00139966,32,68
E00139967,36.3,63.8
E00139968,47.7,52.3
E00139969,51.4,48.6
E00139970,31.5,68.5
E00139971,51.2,48.8
E00139972,62.8,37.2
E00139973,58.8,41.2
E00139974,43,57
E00139975,33.3,66.7
E00139976,41.9,58.1
E00139977,72.6,27.4
E00139978,51.6,48.4
E00139979,51.4,48.6
E00139983,58.3,41.8
E00139987,60.8,39.2
E00139988,71.3,28.7
E00139989,66.6,33.4
E00139990,44.1,55.9
E00139991,62.1,37.9
E00139993,73.3,26.7
E00139994,52.5,47.5
E00139995,60.7,39.3
E00139996,48.5,51.5
E00139997,38.7,61.3
E00139998,47.7,52.3
E00139999,68.3,31.7
E00140000,64,36
E00140001,70.5,29.5
E00140002,59,41
E00140003,74.2,25.8
E00140004,67.8,32.2
E00140005,53.6,46.4
E00140006,54.6,45.4
E00140007,41.6,58.4
E00140029,67,33
E00140030,61,39
E00140035,61.7,38.3
E00140036,55,45
E00171777,46.6,53.4
E00171808,22.8,77.2
E00171809,34.5,65.5
E00171811,46,54
E00171813,48.5,51.5
E00171817,66.6,33.4
E00171819,34.2,65.8
E00171820,51.4,48.6
E00171830,49.1,50.9
E00171833,53.1,46.9
E00171842,43.6,56.4
E00171844,57.7,42.3
E00171862,41.1,58.9
E00171865,40.6,59.4
E00171946,55.5,44.5
E00176347,52.6,47.4
E00176359,60.2,39.8
E00183229,51.7,48.3
E00183234,22.1,77.9
E00183239,33.8,66.2
