areacd,heating_type_3a-001,heating_type_3a-002
E00041473,0,100
E00041474,2.3,97.7
E00041475,0,100
E00041476,1,99
E00041479,2.5,97.5
E00041480,0,100
E00041481,1.5,98.5
E00041482,0,100
E00041491,0.8,99.2
E00041495,0.7,99.3
E00041498,1,99
E00041499,0,100
E00041500,3.1,96.9
E00041501,1.5,98.5
E00041502,0.9,99.1
E00041503,0,100
E00041505,0,100
E00041536,0,100
E00041537,1.4,98.6
E00041538,0.7,99.3
E00041539,0.9,99.1
E00041540,0,100
E00041541,0,100
E00041542,0.7,99.3
E00041543,0,100
E00041545,1.1,98.9
E00041546,0.9,99.1
E00041547,0,100
E00041549,0.6,99.4
E00041550,0,100
E00041551,0.7,99.3
E00041552,0,100
E00041553,1.5,98.5
E00041554,2.8,97.2
E00041555,0.8,99.2
E00041556,0,100
E00041557,0,100
E00041558,0.8,99.2
E00041559,0,100
E00041560,0,100
E00041561,0.8,99.2
E00041563,0,100
E00041564,0,100
E00041565,1.9,98.1
E00041566,0,100
E00041567,2.4,97.6
E00041568,0,100
E00041569,2.3,97.7
E00041570,3.1,96.9
E00041813,0,100
E00041815,0,100
E00041817,0.8,99.2
E00041820,0,100
E00041821,0,100
E00041823,0.8,99.2
E00041824,0.8,99.2
E00041825,0.8,99.2
E00041826,0.8,99.2
E00041829,0.8,99.2
E00041831,0,100
E00041832,0,100
E00041836,0.8,99.2
E00041838,0.8,99.2
E00041840,0.8,99.2
E00041844,0,100
E00104652,0,100
E00104653,0,100
E00104654,1.4,98.6
E00104655,0,100
E00104656,1.3,98.8
E00104657,0,100
E00104658,0,100
E00104659,1.4,98.6
E00104661,0.7,99.3
E00104662,0.5,99.5
E00104663,0.8,99.2
E00104664,0,100
E00104665,1.6,98.4
E00104666,0,100
E00104667,0.7,99.3
E00104668,0,100
E00104669,0,100
E00104670,0,100
E00104671,0,100
E00104672,0,100
E00104673,1.6,98.4
E00104674,0,100
E00104675,0,100
E00104676,0.7,99.3
E00104677,1.4,98.6
E00104678,0,100
E00104679,0,100
E00104680,0,100
E00104681,0,100
E00104682,1.4,98.6
E00104683,0,100
E00104705,1.6,98.4
E00104706,0,100
E00104707,0,100
E00104708,0,100
E00104709,0,100
E00104710,0,100
E00104721,0.7,99.3
E00104722,0,100
E00104723,0,100
E00104725,0,100
E00104726,1.4,98.6
E00104727,0,100
E00104729,0.5,99.5
E00104731,1.2,98.8
E00104732,0,100
E00104733,0,100
E00104734,0,100
E00104735,0,100
E00104736,0.8,99.2
E00104737,0,100
E00104738,0,100
E00104739,3,97
E00104740,0.8,99.2
E00104741,0,100
E00104742,0,100
E00104743,0,100
E00104744,0,100
E00104745,0,100
E00104746,0,100
E00104749,0,100
E00104750,0.8,99.2
E00104751,0.8,99.2
E00104752,0.7,99.3
E00104758,0,100
E00104775,0.8,99.2
E00104776,0,100
E00104777,0,100
E00104778,0.8,99.2
E00104779,0.9,99.1
E00104780,0.8,99.2
E00104781,1.2,98.8
E00104782,1.6,98.4
E00104785,0,100
E00104786,0,100
E00104787,2.3,97.7
E00104788,2.1,97.9
E00104789,0,100
E00104790,0,100
E00104791,0.7,99.3
E00104793,0.7,99.3
E00104794,0,100
E00104801,1.3,98.7
E00104802,0.8,99.2
E00104803,0,100
E00104804,0.7,99.3
E00104805,0,100
E00104806,0,100
E00104807,0,100
E00104808,0.9,99.1
E00104809,0.8,99.2
E00104810,0,100
E00104812,0,100
E00104813,0,100
E00104814,0,100
E00104815,0,100
E00104856,1.3,98.7
E00104864,0,100
E00104865,0.8,99.2
E00104866,0.6,99.4
E00104867,0.8,99.2
E00104868,0,100
E00104869,0,100
E00104870,0.7,99.3
E00104871,0,100
E00104872,1.3,98.7
E00104873,0.7,99.3
E00104874,0,100
E00104875,0,100
E00104876,0,100
E00104877,1.6,98.4
E00104878,0.8,99.2
E00104879,0,100
E00106030,0,100
E00106031,1.9,98.1
E00106037,1.6,98.4
E00139851,0,100
E00139852,0,100
E00139853,0,100
E00139854,0,100
E00139859,0,100
E00139860,0,100
E00139861,0,100
E00139866,1.5,98.5
E00139868,1.3,98.7
E00139869,0,100
E00139872,0.8,99.2
E00139873,0,100
E00139901,1.6,98.4
E00139902,0,100
E00139903,0,100
E00139904,2.9,97.1
E00139907,0.7,99.3
E00139908,0,100
E00139909,0,100
E00139914,0.8,99.2
E00139915,0.7,99.3
E00139927,0,100
E00139928,0,100
E00139929,0,100
E00139930,0,100
E00139931,0.7,99.3
E00139932,0.7,99.3
E00139933,0,100
E00139934,0,100
E00139935,0,100
E00139936,0,100
E00139937,0,100
E00139938,4.3,95.7
E00139942,1.5,98.5
E00139943,0,100
E00139944,0.7,99.3
E00139945,0,100
E00139946,0,100
E00139947,0,100
E00139948,0,100
E00139949,0,100
E00139951,2.3,97.7
E00139952,0,100
E00139953,0.8,99.2
E00139954,0,100
E00139955,0,100
E00139957,0,100
E00139958,0.5,99.5
E00139959,0.6,99.4
E00139960,0.9,99.1
E00139961,0,100
E00139962,0,100
E00139963,0,100
E00139964,0.8,99.2
E00139965,0.5,99.5
E00139966,0.7,99.3
E00139967,0.7,99.3
E00139968,0.8,99.2
E00139969,0,100
E00139970,0,100
E00139971,0,100
E00139972,0,100
E00139973,0.9,99.1
E00139974,0,100
E00139975,0.8,99.2
E00139976,0,100
E00139977,0,100
E00139978,0,100
E00139979,1.8,98.2
E00139983,0,100
E00139987,3.5,96.5
E00139988,0.7,99.3
E00139989,0,100
E00139990,0,100
E00139991,1.5,98.5
E00139993,1.7,98.3
E00139994,4.3,95.7
E00139995,1.1,98.9
E00139996,0.8,99.2
E00139997,0,100
E00139998,0,100
E00139999,1.6,98.4
E00140000,0,100
E00140001,0,100
E00140002,0,100
E00140003,1.5,98.5
E00140004,0,100
