geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00015167,70.4,23.6,5.6,0.4
E00015168,73.2,24.8,2,0
E00015169,53.8,33.7,9.6,2.9
E00015171,77.5,20.8,1.7,0
E00015172,75.4,20,3.1,1.5
E00015173,78.6,19.4,2,0
E00015175,78.6,18.8,1.8,0.9
E00015176,78.4,18.7,2.2,0.7
E00015178,70.3,27,1.4,1.4
E00015179,68.5,25.8,1.1,4.5
E00015181,69.3,28.1,2.6,0
E00015182,62.1,34.5,3.4,0
E00015183,70,22,6,2
E00015184,73.9,25.2,0.9,0
E00015185,79.7,18.9,1.4,0
E00015186,71.8,15.4,12.8,0
E00015187,65.8,30.7,1.8,1.8
E00015188,73.8,23.8,2.4,0
E00015189,74.6,23.8,1.6,0
E00015190,76.8,20.3,2.8,0
E00015191,67.4,31.4,1.2,0
E00015192,70.9,26.4,2.7,0
E00015193,58.5,30.2,5.7,5.7
E00015194,72.9,27.1,0,0
E00015195,48.9,43.2,7.9,0
E00015196,75.7,22.9,1.4,0
E00015197,71.9,26.6,0.8,0.8
E00015198,74.3,19,4.8,1.9
E00015199,77.6,22.4,0,0
E00015201,50.7,38.1,8.2,3
E00015202,64.6,25,8.3,2.1
E00015620,67.2,26.6,6.3,0
E00015623,72.5,22.8,4.7,0
E00015624,63.5,33.6,2.9,0
E00015625,77,21.6,1.4,0
E00015627,54.3,34.9,8.5,2.3
E00015628,73.8,21.4,1.4,3.3
E00015629,57.4,37,5.6,0
E00015630,72.9,21.8,5.3,0
E00015632,63.6,30.8,4.7,0.9
E00015634,63.1,33.6,3.4,0
E00015635,66.7,27.5,4.7,1.2
E00015636,63.9,33.8,1.5,0.8
E00015637,70.1,26.8,3.1,0
E00015638,69.8,27,3.1,0
E00015660,63.5,32.5,4,0
E00015661,72.6,25.3,2.1,0
E00015662,68.3,28.1,3.6,0
E00015663,71.8,27.4,0.9,0
E00015664,58.4,34.3,7.3,0
E00015665,72.1,25.4,1.6,0.8
E00015667,63.9,30.3,5.7,0
E00015668,69.1,26.6,3.2,1.1
E00015669,64.4,31.7,2.9,1
E00015670,60.4,33.7,5,1
E00015671,70.4,26.1,3.5,0
E00015672,68.2,28.4,2.5,1
E00015673,73,23.4,3.6,0
E00015674,48.5,42.3,8.2,1
E00015675,65.8,29,4.5,0.6
E00015676,71.2,25.9,2.9,0
E00015677,62.3,32.2,5.5,0
E00015678,60,32.2,6.3,1.5
E00015679,63.1,30.8,3.1,3.1
E00015680,69.6,23.7,5.9,0.7
E00015681,63.3,31.2,4.6,0.9
E00015682,76.2,23.3,0,0.5
E00015683,73.8,22.6,2.4,1.2
E00015684,44.5,52,2.3,1.2
E00015686,68.7,19.1,10.4,1.7
E00015687,65.2,29.8,4.4,0.6
E00015688,73.7,21.8,3,1.5
E00015689,74.5,21.4,4.1,0
E00015690,70.8,24.7,3.9,0.6
E00015691,67.9,32.1,0,0
E00015692,71.6,24.7,3.7,0
E00015693,69.5,26.6,3.1,0.8
E00015694,61.2,35.3,3.4,0
E00015695,72.7,21.7,2.8,2.8
E00015696,60.9,28.6,8.3,2.3
E00015697,64.7,26.1,7.8,1.3
E00015698,74.6,22.1,3.3,0
E00015699,74.6,23,2.5,0
E00015700,75,24.2,0.8,0
E00015701,57.8,31.2,11,0
E00015702,69,26.5,3.5,0.9
E00015704,68.1,28.8,3.1,0
E00015706,69.5,30.5,0,0
E00015707,80,20,0,0
E00015708,76,20.1,3.9,0
E00019722,64.2,26,6.5,3.3
E00019752,59.6,32.2,7,1.2
E00019754,72.8,21.9,4.9,0.4
E00019766,59.8,31.1,8.2,0.8
E00019767,67.2,26.4,4.8,1.6
