geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00015167,20.2,38.7,41.1
E00015168,17.3,50.7,32
E00015169,12.6,55.8,31.6
E00015171,13,60.2,26.9
E00015172,8.6,57.1,34.3
E00015173,20,60,20
E00015175,25.6,38.4,36
E00015176,17.5,28.6,54
E00015178,26.3,52.5,21.3
E00015179,22.5,40.8,36.6
E00015181,25,60.4,14.6
E00015182,21.5,60,18.5
E00015183,10.2,32.7,57.1
E00015184,19.1,42.6,38.2
E00015185,7.1,70.5,22.3
E00015186,33.3,38.1,28.6
E00015187,23.3,43,33.7
E00015188,23.7,47.4,28.9
E00015189,25.7,47.8,26.5
E00015190,21.1,40.6,38.3
E00015191,9.1,42.4,48.5
E00015192,21.7,38,40.2
E00015193,29.6,48.1,22.2
E00015194,25.4,49.2,25.4
E00015195,18.9,46.3,34.8
E00015196,7.6,65.2,27.3
E00015197,14.6,53.1,32.3
E00015198,13.9,50,36.1
E00015199,19.8,52.9,27.3
E00015201,20.5,37.7,41.7
E00015202,21.4,53.6,25
E00015620,17.6,43.5,38.9
E00015623,23.5,36.5,40
E00015624,35.4,46.8,17.7
E00015625,20.2,42.7,37.1
E00015627,29.3,25.8,45
E00015628,27.8,55.6,16.7
E00015629,16.7,46.7,36.7
E00015630,10.1,52,38
E00015632,19.2,45.2,35.6
E00015634,13.9,43.8,42.3
E00015635,29.4,51.5,19.1
E00015636,23.2,40,36.8
E00015637,28.8,47.5,23.7
E00015638,20.3,59.3,20.3
E00015660,20,50,30
E00015661,38.1,45.2,16.7
E00015662,25.5,37.3,37.3
E00015663,24.2,42.9,33
E00015664,25,52.6,22.4
E00015665,22.9,52.1,25
E00015667,12.5,50,37.5
E00015668,14.5,56.5,29
E00015669,14.8,51.1,34.1
E00015670,16.7,53,30.3
E00015671,24.7,41.9,33.3
E00015672,24.5,64.2,11.3
E00015673,13.4,52.4,34.1
E00015674,24.4,70.7,4.9
E00015675,23.9,40.1,35.9
E00015676,15.8,47.5,36.6
E00015677,18.5,47.2,34.3
E00015678,27.4,50,22.6
E00015679,15.6,53.3,31.1
E00015680,17.2,49.1,33.6
E00015681,25.9,50,24.1
E00015682,20,49.1,30.9
E00015683,14.1,54.1,31.8
E00015684,23.4,63.6,13
E00015686,12,59.8,28.3
E00015687,20.3,40.6,39.1
E00015688,23.8,50,26.2
E00015689,10.8,55.4,33.7
E00015690,15.9,49.7,34.4
E00015691,10.7,49.2,40.2
E00015692,24,38.6,37.4
E00015693,15.2,44,40.8
E00015694,32.1,52.8,15.1
E00015695,17.3,41.8,40.8
E00015696,18.3,51,30.8
E00015697,14.4,41.9,43.7
E00015698,24.1,49.4,26.4
E00015699,23.4,44.1,32.4
E00015700,20,45.5,34.5
E00015701,15.9,49.2,34.9
E00015702,16.7,46.7,36.7
E00015704,14,38.8,47.3
E00015706,19.1,52.9,27.9
E00015707,7,63.4,29.6
E00015708,9.4,59.7,30.9
E00019722,23,50,27
E00019752,24.8,47.9,27.3
E00019754,27.2,42.2,30.6
E00019766,5.6,40.2,54.2
E00019767,11.5,39.8,48.7
E00019768,9.2,69.2,21.5
E00019769,21.9,34.4,43.8
E00019770,23.9,38.8,37.3
E00019772,10.9,37.3,51.8
E00019773,5.9,62.2,31.9
E00019774,16.7,56.5,26.9
E00019778,20.7,58.6,20.7
E00019779,22.9,55.7,21.4
E00019780,13.2,50,36.8
E00019781,12.9,46.5,40.6
E00019782,11,54.9,34.1
E00019783,16.4,50,33.6
E00019784,22.6,34.2,43.2
E00019785,20.2,48.8,31
E00019787,17.8,45.5,36.6
E00019788,13.5,61.3,25.2
E00019789,13.5,64.4,22.1
E00019791,17.7,44.8,37.5
E00019793,31.3,47.9,20.8
