geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00132244,89.4,3.4,2.7,4.5
E00132261,91.4,4.6,2,2
E00132262,88.7,5,4.6,1.7
E00132263,90.5,2.5,2.1,5
E00132264,89.8,4.4,2.9,2.9
E00132265,86.6,8.3,2,3.2
E00132266,91.8,3.1,2,3.1
E00132267,90.2,5.9,2.3,1.6
E00132268,91.1,5.3,2,1.7
E00132269,92.5,2.7,0.8,3.9
E00132270,88.1,5.8,2.2,4
E00132271,88.7,4,2.6,4.7
E00132272,89.2,5,2.5,3.3
E00132273,89.7,1.8,4.5,4
E00132274,90.1,3.4,1.7,4.8
E00132275,89,7.1,0.9,3
E00132276,86.8,4.4,2.9,5.9
E00132277,91.1,4.4,2,2.4
E00132278,89.2,5.4,2,3.4
E00132279,87.7,7.5,1.9,2.8
E00132280,84.4,7.6,4,4
E00132281,90,6.3,0.4,3.3
E00132282,87.6,5.8,1.7,5
E00132283,85.5,7.1,3.9,3.5
E00132309,88.3,9.6,0.8,1.3
E00132312,90.1,5.9,2,2
E00132313,85.3,4.3,2.7,7.6
E00132315,84.2,9.8,2.7,3.3
E00132316,93.5,3.9,0.6,1.9
E00132319,88.4,5.2,2.6,3.7
E00132320,89.7,4.8,1.4,4.1
E00132343,90.4,4.1,4.4,1.2
E00132344,87.8,4.3,2,5.8
E00132345,89.6,5.2,1.6,3.6
E00132346,85.7,7.8,2.5,4.1
E00132350,88.2,5.9,1.1,4.8
E00132392,85,7,1.9,6.1
E00132393,88.9,5.6,3.3,2.2
E00132394,88.1,3.7,3,5.2
E00132395,88.7,3.8,0.8,6.8
E00132396,85.1,7,4.1,3.7
E00132397,89.1,6,1.3,3.6
E00132398,86.3,4.8,1.6,7.3
E00132399,86.5,3.8,2.3,7.3
E00132400,87.5,4.7,2.3,5.4
E00132532,90.8,4,2.4,2.8
E00132533,90.8,6.6,0.7,2
E00132534,92.7,2.7,2,2.7
E00132536,90,5.2,0,4.8
E00132537,84.3,7.8,4.6,3.3
E00132538,93.2,5.3,0.8,0.8
E00132539,88.3,5.5,2.1,4
E00132540,88.3,4.9,2.3,4.5
E00132610,91.4,3,0.7,5
E00132611,91.4,4.9,1.9,1.9
E00132612,87.1,6.2,3.7,3
E00132614,89.1,4,1.7,5.2
E00132615,87.3,5.5,1.8,5.5
E00132616,90.6,2.6,2.3,4.5
E00132617,87.7,6,1.3,5.1
E00132618,84.4,8.5,2.5,4.6
E00132619,91.2,5.2,1,2.6
E00132620,88.5,4.8,1.9,4.8
E00132621,92.7,1.9,2.9,2.5
E00132622,89.8,4.9,2,3.3
E00132623,87.5,7.1,2.4,3
E00132624,88.2,4.9,2.5,4.4
E00132625,91.4,5.5,1.6,1.6
E00132626,86.8,6,2.8,4.3
E00132628,87,5.7,2.4,4.9
E00132629,89.5,3.6,2.6,4.2
E00132630,88.8,3.5,1.2,6.6
E00133085,92.9,1.8,4.5,0.9
E00133086,87.6,5.3,3.2,3.9
E00133087,86.1,3.5,2,8.5
E00133088,87.5,6.2,2.6,3.6
E00133937,91.3,5,1.7,2
E00133938,79.2,7.5,4.7,8.5
E00133939,86.5,5.2,2.5,5.8
E00133940,85,8.3,3,3.7
E00133941,84.9,4.7,2,8.4
E00133942,93.1,3.1,0.6,3.1
E00133982,91.8,5.5,1.4,1.4
E00133983,92.4,4.8,0,2.8
E00169334,92.7,3.4,0.8,3.1
E00169335,87.9,6,1.6,4.4
E00169336,89.7,3.4,2.1,4.8
E00169344,89.5,4.9,1.2,4.3
E00169345,85.7,7.2,2,5.2
E00169346,86.4,4.5,3.5,5.6
E00185432,89.9,3.1,1.3,5.7
E00185447,91.8,4.8,1.4,2
