geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00100660,7.9,38.8,4.2,45.8,3.3
E00100661,14.2,37.8,6.1,40.2,1.7
E00100662,12.6,48.5,4.8,32.6,1.5
E00100664,14.5,41.6,7.8,34.1,2
E00100667,22.1,35.6,7.5,32.7,2.1
E00100668,17.8,42.5,3.7,33.8,2.3
E00100669,15.8,54.4,8.5,18.8,2.6
E00100671,9.2,38.7,5.2,45,2
E00100672,10.8,45.6,3.9,37.8,1.9
E00100673,15.6,49.3,6.9,26.4,1.7
E00100718,15.7,39.7,6.6,35.8,2.2
E00100723,18.3,31.1,6.8,39.7,4.1
E00100724,19.3,45.4,6.4,26.9,2
E00100725,13.9,41.7,7.7,34,2.7
E00100726,22.1,46.7,5.9,22.5,2.8
E00100727,18.9,44.2,11.5,21.2,4.1
E00100728,25.6,43.5,9.8,18,3.2
E00100729,25.7,39.3,6.5,24.8,3.7
E00100730,13.7,38.5,5,40.4,2.5
E00100732,11.7,35.7,7,42.3,3.4
E00100733,21.8,43.2,4.9,27.1,3
E00100734,16.4,37.2,8.6,36.5,1.3
E00100850,16.2,33.2,3.1,39.3,8.3
E00100851,13.1,44.6,9.2,27.7,5.4
E00100852,19.7,48.2,6.8,21.7,3.6
E00100853,21.5,43.1,6.5,26.2,2.8
E00100854,10.2,54,8.8,25.6,1.4
E00100855,9.6,35.6,3.8,48.1,2.9
E00100856,11,49.8,5.9,31,2.4
E00100857,11.5,46.3,5.3,35.7,1.2
E00100858,23.5,39.6,10.5,24.1,2.2
E00100859,14.8,43.2,6.8,32,3.2
E00100860,19.8,46.7,5.6,25.9,2
E00100861,19.6,42.4,6.9,29,2
E00100862,30.8,38.5,10.4,18.6,1.8
E00100863,18.2,50.8,6.8,21.2,3
E00100864,31.6,32.6,13.7,18.4,3.7
E00100865,28.9,44.4,8.4,16.4,1.8
E00100866,26.1,41.9,8.1,22.1,1.8
E00100867,13.4,48.4,7.5,28.3,2.4
E00100868,17.8,45.9,10.8,22,3.5
E00100869,28,52.6,5.2,11.8,2.4
E00100870,19.2,43.7,6.5,29.1,1.5
E00100871,19.9,57.1,5.3,14.2,3.5
