geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00100660,4.7,23.6,71.7
E00100661,4.2,38.1,57.7
E00100662,3.9,17.1,79.1
E00100664,11.3,17,71.7
E00100667,9.4,29.9,60.6
E00100668,3.6,33.9,62.5
E00100669,4.7,22,73.2
E00100671,6.2,16.1,77.6
E00100672,10.3,23.8,65.9
E00100673,4.4,19.9,75.7
E00100718,8.7,16.5,74.8
E00100723,8.3,20.8,70.8
E00100724,4,20.8,75.2
E00100725,10.7,21.4,68
E00100726,1.8,33.5,64.7
E00100727,3.5,50.4,46.1
E00100728,5.9,29.6,64.5
E00100729,1.5,42.3,56.2
E00100730,10.3,10.3,79.4
E00100732,7.3,27.3,65.5
E00100733,5.5,37,57.5
E00100734,4.3,33.7,62
E00100850,1.7,28.7,69.6
E00100851,2.1,26.4,71.4
E00100852,3.8,23.3,72.9
E00100853,2.8,34.4,62.8
E00100854,2.1,23.8,74.1
E00100855,6.9,20.6,72.5
E00100856,1.4,26.1,72.5
E00100857,6.2,27.5,66.4
E00100858,1,42.8,56.2
E00100859,0.8,23.8,75.4
E00100860,3.4,33.3,63.2
E00100861,4.2,41.5,54.2
E00100862,4.5,47.4,48.1
E00100863,3.6,35,61.4
E00100864,5.1,63.5,31.4
E00100865,4,31.2,64.8
E00100866,2.5,23.3,74.2
E00100867,4.8,21.4,73.8
E00100868,9.2,19.3,71.4
E00100869,6.5,19.4,74.1
E00100870,4.9,16.3,78.9
E00100871,7.2,28,64.8
E00100872,2.7,31.5,65.8
E00100873,4.7,23.4,71.9
E00100874,3.4,26.2,70.5
E00100875,1.6,20.3,78
E00100876,2,25,73
E00100877,5.1,28.3,66.7
E00100878,2.4,23.2,74.4
E00100879,3.3,37.4,59.3
E00100880,0,24.6,75.4
E00100881,3.3,64,32.7
E00100882,3.3,31.7,65
E00100883,2.8,62.2,35
E00100884,6.7,35.6,57.7
E00100885,4.2,54.9,40.8
E00100886,6.6,37.6,55.9
E00100887,5,26.7,68.3
E00100888,4.6,30.9,64.5
E00100889,6.8,26.7,66.4
E00100890,2.1,36.1,61.9
E00100891,3.1,31.3,65.6
E00100892,4.2,33.9,61.9
E00100893,1.7,38,60.3
E00100894,4.7,40.7,54.7
E00100895,4.9,45.8,49.3
E00100896,4.7,54.5,40.8
E00100897,6.5,29.3,64.2
E00100914,13.4,19.4,67.2
E00100924,2.6,17.5,79.8
E00100925,8.6,18.4,73
E00100926,5.4,24.3,70.3
E00100927,3.8,21.2,75
E00100933,6.1,24.8,69.2
E00100935,4.3,42.6,53.1
E00100936,7.6,33.3,59.1
E00100937,7.9,20.1,71.9
E00100938,4.8,24.2,71
E00100939,3.9,32.6,63.6
E00100940,4.3,39.7,56
E00100941,4.5,42,53.5
E00100942,5.4,24,70.5
E00100943,4.3,19.7,76.1
E00100944,1.6,39.5,58.9
E00100945,1.8,44.7,53.5
E00100947,2.2,17.4,80.4
E00101030,5.7,21.7,72.6
E00101031,7.6,21.2,71.2
E00101032,6.4,18.6,75
E00101033,5.3,25.2,69.5
E00101034,4.4,15,80.6
E00101035,7.3,18.5,74.2
E00101036,7.1,17.3,75.6
E00101037,4,18.5,77.4
E00101046,7.8,25.6,66.7
E00101048,5.2,26.9,67.9
E00101050,1.7,20,78.3
E00101051,1.2,35.8,63
E00101052,3.2,26.6,70.1
E00101181,6.7,23.5,69.7
E00101182,7.4,21.5,71.1
E00101183,5,28.3,66.7
E00101184,7.4,36.8,55.9
E00101185,8.4,24.4,67.2
E00101186,7.3,21,71.8
E00101187,7,25.9,67.1
E00101188,6.4,24.8,68.8
E00101195,9,26.3,64.7
E00101196,5,28.1,66.9
E00101197,7.1,33.3,59.5
E00101198,2.5,32.2,65.3
E00101199,6.5,26.8,66.7
E00101221,4.3,27.4,68.4
E00101223,5.3,36.3,58.4
E00101225,9.6,56.5,33.9
E00101236,7,30.7,62.3
E00101238,7,21.9,71.1
E00101239,4.7,18.2,77
E00101240,4.6,25.2,70.2
E00101241,4.6,23.7,71.8
E00101243,4.7,36.4,58.9
E00101244,1.4,25.9,72.7
E00101245,3.9,18.4,77.6
E00101246,7.4,33.3,59.3
E00101247,2.3,32,65.6
E00101248,7.9,23.8,68.3
E00101249,1.7,32.2,66.1
E00101251,5.8,25,69.2
E00101252,7.7,38.5,53.8
E00101461,3.4,41,55.6
E00101462,5.1,33.7,61.2
E00101463,7.9,22.2,69.8
E00101464,3.4,22,74.6
E00101465,3,23.2,73.8
E00101466,3.3,30.9,65.9
E00101467,4.6,25.4,69.9
E00101468,5.8,23.2,71
E00101474,12.8,21.5,65.8
E00101475,6.3,23.2,70.5
E00101476,8.8,21.6,69.6
E00101480,5.8,24.2,70
E00101482,8,22.7,69.3
E00101483,7.2,21.7,71.1
E00101484,2.3,25,72.7
E00101485,4.7,28.3,66.9
E00101486,8.5,30.1,61.4
E00101487,3.7,60.1,36.2
E00101489,3.6,24.4,72
E00101491,3.8,33.2,63
E00101492,2.9,38.2,58.8
E00101493,3.5,36.1,60.4
E00101494,4.4,28.9,66.7
E00101495,4.3,40.9,54.8
E00101496,8.8,41.4,49.8
E00101497,6.1,47.9,46
E00101510,3.8,43.2,53
E00101511,4.9,30.1,65
E00101512,3.8,30.8,65.4
E00101513,2.8,34.9,62.3
E00101514,6.7,24.2,69.2
E00101515,4,25,71
E00101516,1.6,33.3,65.1
E00101517,0,27,73
E00101518,2.2,51.8,46
E00101519,2.3,29.2,68.5
E00101520,15.6,26.6,57.8
E00101521,3.3,23.3,73.3
E00101522,4.2,27.1,68.6
E00101523,3.9,22.7,73.4
E00101524,8.8,22.1,69
E00101525,3.4,37,59.7
E00101526,9,33.1,57.9
E00101527,2.2,70.1,27.7
E00101529,2.7,23.3,74
E00101530,5.6,37.3,57.1
E00101531,4.9,29.3,65.9
E00101532,0.9,26.5,72.6
E00101533,7.6,40.7,51.7
E00101534,5.8,30.5,63.7
E00101535,2.8,25.4,71.8
E00101536,9.3,34.3,56.5
E00101537,6.2,51.4,42.4
E00101538,8.2,32.7,59.2
E00101539,4.8,19.4,75.8
E00101540,4.4,26.7,68.9
E00101541,6.4,21.6,72
E00101543,4.5,20.9,74.6
E00101544,7.5,21.1,71.4
E00101545,3.2,23.4,73.4
E00101546,8.7,21.7,69.6
E00101547,9.3,37,53.7
E00101548,6.8,34.1,59.1
E00101549,5,34.1,60.9
E00101551,3.4,35.6,61.1
E00101552,3.9,20.5,75.6
E00101553,6,27.4,66.7
E00101554,4.5,30.6,64.9
E00101555,3.9,56.5,39.6
E00101556,2.2,39.3,58.5
E00101557,5.9,23,71.1
E00101558,6.5,16.7,76.8
E00101559,4.8,22.1,73.1
E00101560,7.7,19.8,72.5
E00101561,11.7,17.9,70.4
E00101562,4.9,25.2,69.9
E00101563,2.8,27.5,69.7
E00101564,3.8,15.3,80.9
E00101577,5,30.8,64.2
E00101578,4.8,35.2,60
E00101579,6.9,31.9,61.2
E00101580,5.7,61,33.3
E00101581,5.3,20.7,74
E00101582,1.5,30.5,68
E00101583,2.8,27.1,70.1
E00101584,6.1,28.1,65.8
E00101585,5,26.7,68.3
E00101586,4.3,29.7,65.9
E00101587,4.6,29.2,66.2
E00101588,0,30.6,69.4
E00101589,2,38.1,59.9
E00101590,5.4,35.6,59.1
E00101592,3.9,21.1,75
E00101593,4.1,22.6,73.3
E00101594,5.9,26.5,67.6
E00101595,5.7,17.1,77.1
E00101596,0.8,18.3,81
E00101597,3.9,36.4,59.7
E00101598,4,16.1,79.8
E00101599,3.2,30.4,66.4
E00101600,6,12.7,81.3
E00101601,6.6,29.2,64.2
E00101602,4.9,48.8,46.3
E00101604,1.5,28.9,69.6
E00101605,4.1,41.5,54.4
E00101606,7.1,17.5,75.4
E00101608,9.8,31.1,59
E00101627,0.7,24.8,74.5
E00101628,3.8,31.4,64.7
E00101629,3.6,19.3,77.1
E00101630,0.7,38.1,61.2
E00101631,2.9,43.5,53.6
E00101632,3.3,39.2,57.5
E00101644,7.5,18.5,74
E00101645,6.2,25.4,68.5
E00101646,7.7,28.2,64.1
E00101647,3.9,27.1,69
E00101648,2.9,25.5,71.6
E00101649,2.5,28,69.4
E00101650,3.4,38.8,57.8
E00101651,8.5,17.1,74.4
E00101652,3.3,26.7,70
E00101653,3.4,20.7,75.9
E00101654,5,17,78
E00101655,2.7,12.6,84.7
E00101667,6.9,23.6,69.4
E00101668,6.2,27.7,66.2
E00101670,3.8,53.8,42.4
E00101671,0.8,25.6,73.7
E00101672,3.7,60.7,35.6
E00101673,3,25.6,71.4
E00101674,0.8,49.6,49.6
E00101675,3.3,29.5,67.2
E00101676,2.4,46.3,51.2
E00101677,3.8,44.6,51.5
E00101678,0,18.3,81.7
E00101679,4.2,31.4,64.4
E00101680,4.4,47.8,47.8
E00101681,6.2,23,70.8
E00101682,4.1,21.3,74.6
E00101683,2.3,33.3,64.4
E00165907,7.1,29.6,63.3
E00165908,8.1,41.1,50.8
E00165909,8.4,19.3,72.3
E00165910,5.1,21.3,73.5
E00165911,0.8,35.7,63.6
E00165912,5.2,23.1,71.6
E00165913,3.1,25.9,71
E00165914,5.4,21.6,73
E00165915,3.1,21.4,75.5
E00165916,7.3,35.5,57.3
E00165917,3,27.3,69.7
E00165920,2.8,15.6,81.7
E00165921,4.7,22.7,72.7
E00180142,4.4,22,73.6
E00180146,8.8,20.8,70.4
E00180148,2,3,95
E00180149,4.9,28.9,66.2
E00180151,4.9,11.3,83.8
E00180157,9.3,14.8,75.9
E00180164,6.5,22.6,71
E00180165,6.3,15.3,78.3
E00180169,6.1,6.1,87.8
E00180171,4.4,16.7,78.9
E00180174,6.3,25.2,68.5
E00180175,4.3,21.5,74.2
E00180178,8.5,20.3,71.2
E00180182,6,22,72
E00180187,5.6,26.4,68
E00180188,2.6,21.7,75.7
E00180191,5.6,13.7,80.7
E00180194,4.5,19.4,76.1
E00180197,2,18.5,79.5
E00180201,7.1,8.7,84.2
E00180203,0.9,17,82.1
E00180205,7,9.9,83.1
E00180207,14.3,30.6,55.1
E00180208,4,42,54
E00180210,6.7,15.2,78.1
E00180211,5.4,19.4,75.3
E00180212,6.8,21,72.1
E00180213,4.8,20.2,75
E00180215,3.3,26.2,70.5
E00180227,3.3,17.4,79.3
E00180229,0,31.4,68.6
E00180239,4.8,29.8,65.5
E00180240,3.2,19,77.8
E00180244,6.2,13,80.8
E00180248,5.9,12.8,81.3
E00180249,4.1,18.4,77.6
E00180253,0,7.5,92.5
E00180256,4.6,21.8,73.6
E00180259,4,29.5,66.5
E00180260,1.5,19.1,79.4
E00180261,10,6.4,83.6
E00180262,4.8,20,75.2
E00180264,2.8,22.8,74.5
E00180265,10.3,10.3,79.5
E00180268,6.3,11.5,82.3
E00180274,2.9,46.2,51
E00180279,2.6,17,80.4
E00180289,8.2,17,74.8
E00180290,6.3,21.6,72.1
E00180292,9.6,16.8,73.6
