geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00033025,92.5,3.7,3.7
E00033026,89.9,0.9,9.2
E00033027,87.8,2,10.1
E00033029,91.1,4.5,4.5
E00033030,94.6,2.9,2.5
E00033031,93.5,0.7,5.8
E00033033,83.9,3.3,12.8
E00033034,89,1.4,9.6
E00033035,89.3,3.4,7.4
E00033036,84.7,3.2,12
E00033037,88.4,1.7,9.9
E00033038,88.4,3,8.5
E00033040,81.9,2.9,15.2
E00033041,94.4,2.1,3.5
E00033042,92.1,1.7,6.2
E00033043,92.9,0.9,6.2
E00033044,91.2,3.8,5
E00033045,90.7,0.5,8.8
E00033046,85.3,1,13.6
E00033047,95.9,1.3,2.8
E00033048,90.8,4.1,5.2
E00033049,86.8,2,11.2
E00033050,94.3,0.5,5.2
E00033051,82.5,3.6,13.9
E00033052,85,0.9,14
E00033053,89.5,1.7,8.7
E00033054,88.3,3.4,8.3
E00033055,89.7,2.2,8
E00033056,94.9,0.4,4.7
E00033057,91.3,1.7,7
E00033059,93.2,0,6.8
E00033060,96.6,0.4,2.9
E00033061,94.2,2.5,3.3
E00033062,98.2,1.1,0.7
E00033063,96.3,1.5,2.2
E00033064,93.8,0.9,5.4
E00033065,91.4,1.7,7
E00033068,87.5,1.8,10.7
E00033071,85.6,3,11.4
E00033072,86,3.3,10.7
E00033073,92,0.4,7.6
E00033074,86.6,6.5,6.9
E00033075,92,2.5,5.6
E00033076,90,2.2,7.7
E00033077,89.7,1.1,9.2
E00033078,95.1,1.7,3.1
E00033079,93.3,1.4,5.2
E00033080,89.1,0,10.9
E00033081,95.2,0.8,4
E00033095,92.5,2.2,5.3
E00033112,94.6,1.3,4.1
E00033371,89.5,5.8,4.7
E00033383,88.1,2.2,9.6
E00033384,94.5,1.4,4.1
E00033385,94.3,1.9,3.8
E00033581,88.1,0.4,11.5
E00033582,86.2,2.8,11
E00033583,87.5,3.8,8.7
E00033584,84.3,3.1,12.5
E00033585,88.6,1.9,9.5
E00033586,90.3,2.6,7.1
E00033587,98.2,1.1,0.7
E00033592,92.1,0.4,7.6
E00033593,86.2,0,13.8
E00033594,89.4,2.8,7.8
E00033595,92.9,1.1,6.1
E00033596,91.8,0.9,7.3
E00033597,88,2.8,9.2
E00033598,94.6,0.5,4.9
E00033599,89.6,0,10.4
E00033600,97.4,0,2.6
E00033601,91.5,1.6,6.9
E00033602,90.3,2.5,7.2
E00033603,95.7,0.3,3.9
E00033604,91,1,8.1
E00033605,89.1,3.2,7.7
E00033606,85.5,4.4,10.1
E00033607,84,1.4,14.6
E00033608,94.5,0.7,4.8
E00033611,89.9,0,10.1
E00033613,89.8,3.8,6.4
E00033614,88.7,3.8,7.5
E00033616,93.9,0.3,5.9
E00033618,94.4,0.8,4.7
E00033620,93.8,1.3,4.9
E00033807,90.9,1.5,7.6
E00033848,92.4,1.8,5.8
E00033849,94.7,2.3,3
E00033850,95,1.3,3.7
E00033851,91,1.8,7.2
E00033852,97.2,1.6,1.2
E00033853,93.8,0,6.2
E00033854,96.6,1.1,2.4
E00033855,84,3.4,12.6
E00033856,90.4,0.4,9.2
E00033857,97.7,0.4,1.9
E00033859,92.5,0.8,6.7
E00033861,89.8,1.7,8.5
E00033862,92.9,1.9,5.2
E00033863,94.1,1,4.9
E00033864,96.1,1,2.9
E00033865,95.5,1.2,3.3
E00033866,89.7,3,7.3
E00033867,95.1,1.4,3.5
E00033868,95.2,1,3.8
E00033869,97.2,1.2,1.5
E00033871,97,1.1,1.9
E00033872,96.4,1.2,2.4
E00033873,91.9,2.4,5.8
E00033874,96.9,0.3,2.8
E00033875,97.4,1.6,1
E00033876,95.1,2.3,2.6
E00033877,94.3,2,3.7
E00033878,94.8,0.7,4.6
E00033879,95.8,1.4,2.8
E00033880,93.8,1.4,4.8
E00033881,97.5,1.2,1.2
E00033882,98.6,0.4,1.1
E00033883,91.7,0.3,7.9
E00033884,96.9,0.9,2.2
E00033885,94,0.9,5.1
E00033886,95.8,1.1,3.2
E00033887,93.5,0,6.5
E00033888,96.1,1,2.9
E00033889,96.3,2.8,0.9
E00033890,92.8,2.4,4.8
E00033891,90.8,2.2,7
E00033892,91.7,0.6,7.7
E00033893,94.4,1,4.5
E00033894,97.8,0.6,1.6
E00033895,89.3,0.9,9.8
E00033896,93.1,0.7,6.3
E00033897,97.8,0.7,1.5
E00034159,97.1,0,2.9
E00034161,88,2.6,9.4
E00034172,97.9,0.7,1.4
E00034173,95.9,0,4.1
E00034174,97.2,0.7,2.1
E00034176,96.7,0.6,2.8
E00034177,92.9,0.4,6.7
E00034180,86.6,1.4,12
E00036142,95.8,1.7,2.5
E00036143,95.4,0.9,3.6
E00036150,98.9,0,1.1
E00036152,96.5,0.8,2.7
E00036155,97.4,1.5,1.1
E00036158,94,1.4,4.6
E00036159,97.2,0,2.8
E00036160,96.8,0.3,2.8
E00036161,97.7,0.9,1.4
E00036162,94.3,2.2,3.5
E00036164,96.2,0.6,3.2
E00036165,98.9,0.5,0.5
E00165719,88.6,5.2,6.2
E00165720,88,4,8
E00165721,90.2,6.7,3.1
E00165722,86.9,3.3,9.7
E00165723,93.5,2.8,3.7
E00165724,90,1.8,8.2
E00165725,92.7,0.6,6.7
E00165730,95.2,1.9,2.8
E00165731,86.3,2.7,11
E00176603,83,2,15
E00176604,84.2,2,13.9
E00176605,85.1,3.1,11.8
E00176606,83.7,0,16.3
E00176607,76.4,3,20.7
E00176608,86.4,2.7,10.9
E00176666,87.8,2.7,9.5
E00176667,90.1,0.8,9.1
E00176703,90.6,4.1,5.3
E00176705,63.6,5,31.4
E00176719,87.9,0.7,11.4
E00176720,95.7,2.7,1.6
E00176721,92.6,2.5,4.9
E00176722,88.6,2.6,8.8
E00176723,93.8,2.5,3.6
E00185146,94.8,0.3,4.9
E00185151,93.6,0.4,6.1
E00185158,95.4,0,4.6
E00185164,96.3,1,2.7
E00185168,96.6,0.6,2.8
E00185172,96.4,0,3.6
E00185174,97.4,1,1.6
E00185177,98.5,0.2,1.3
