geography_code,in_full_time_education-001,in_full_time_education-002
E00033025,10.1,89.9
E00033026,21.5,78.5
E00033027,8,92
E00033029,17.9,82.1
E00033030,11.8,88.2
E00033031,17.7,82.3
E00033033,8.8,91.2
E00033034,7.9,92.1
E00033035,12.5,87.5
E00033036,11.9,88.1
E00033037,11.9,88.1
E00033038,13.4,86.6
E00033040,18.6,81.4
E00033041,16.3,83.7
E00033042,16.9,83.1
E00033043,17.9,82.1
E00033044,21.7,78.3
E00033045,13.2,86.8
E00033046,4.8,95.2
E00033047,17.6,82.4
E00033048,20.1,79.9
E00033049,19.3,80.7
E00033050,19.5,80.5
E00033051,17,83
E00033052,22.8,77.2
E00033053,20.8,79.2
E00033054,16.8,83.2
E00033055,18.7,81.3
E00033056,13.7,86.3
E00033057,22.5,77.5
E00033059,10.5,89.5
E00033060,11.8,88.2
E00033061,25.1,74.9
E00033062,19.7,80.3
E00033063,17.9,82.1
E00033064,18.5,81.5
E00033065,16.4,83.6
E00033068,10.1,89.9
E00033071,11.2,88.8
E00033072,15.5,84.5
E00033073,12.1,87.9
E00033074,11.8,88.2
E00033075,5.7,94.3
E00033076,11.8,88.2
E00033077,12.4,87.6
E00033078,10.8,89.2
E00033079,20.2,79.8
E00033080,12,88
E00033081,13.2,86.8
E00033095,17,83
E00033112,20.7,79.3
E00033371,20.5,79.5
E00033383,12.6,87.4
E00033384,20.7,79.3
E00033385,14.1,85.9
E00033581,22,78
E00033582,18.6,81.4
E00033583,16.1,83.9
E00033584,62.9,37.1
E00033585,13.8,86.2
E00033586,14.6,85.4
E00033587,10.1,89.9
E00033592,24.5,75.5
E00033593,17.2,82.8
E00033594,27.8,72.2
E00033595,14.2,85.8
E00033596,13.5,86.5
E00033597,26,74
E00033598,12.9,87.1
E00033599,18.8,81.2
E00033600,12.4,87.6
E00033601,15.9,84.1
E00033602,16.1,83.9
E00033603,23.8,76.2
E00033604,13.2,86.8
E00033605,9.6,90.4
E00033606,18.6,81.4
E00033607,20.3,79.7
E00033608,18.5,81.5
E00033611,12.6,87.4
E00033613,18.3,81.7
E00033614,11.4,88.6
E00033616,20.7,79.3
E00033618,14.8,85.2
E00033620,16.8,83.2
E00033807,21.4,78.6
E00033848,22.7,77.3
E00033849,15.9,84.1
E00033850,18.2,81.8
E00033851,18.5,81.5
E00033852,15.1,84.9
E00033853,15.6,84.4
E00033854,17.2,82.8
E00033855,14.6,85.4
E00033856,12.1,87.9
E00033857,18.5,81.5
E00033859,17.9,82.1
E00033861,14.1,85.9
E00033862,18.7,81.3
E00033863,22,78
E00033864,20.5,79.5
E00033865,20.1,79.9
E00033866,20.8,79.2
E00033867,16.5,83.5
E00033868,16.9,83.1
E00033869,20.5,79.5
E00033871,19.6,80.4
E00033872,17.6,82.4
E00033873,16.4,83.6
E00033874,20.9,79.1
E00033875,19.6,80.4
E00033876,21.5,78.5
E00033877,21.7,78.3
E00033878,17.3,82.7
E00033879,20.7,79.3
E00033880,17.2,82.8
E00033881,21.9,78.1
E00033882,24.9,75.1
E00033883,23.6,76.4
E00033884,14.6,85.4
E00033885,14.8,85.2
E00033886,19.5,80.5
E00033887,16.2,83.8
E00033888,21,79
E00033889,19.9,80.1
E00033890,15.1,84.9
E00033891,15.4,84.6
E00033892,17.5,82.5
E00033893,19,81
E00033894,20.2,79.8
E00033895,18.7,81.3
E00033896,21.6,78.4
E00033897,15.5,84.5
E00034159,23.9,76.1
E00034161,18.1,81.9
E00034172,23.2,76.8
E00034173,15.9,84.1
E00034174,24,76
E00034176,19.8,80.2
E00034177,11.3,88.7
E00034180,22.8,77.2
E00036142,25.4,74.6
E00036143,16.1,83.9
E00036150,22.3,77.7
E00036152,22,78
E00036155,14.8,85.2
E00036158,18.3,81.7
E00036159,13.8,86.3
E00036160,24.2,75.8
E00036161,21,79
E00036162,14.7,85.3
E00036164,17,83
E00036165,9.1,90.9
E00165719,14.6,85.4
E00165720,20.9,79.1
E00165721,22.6,77.4
E00165722,24.3,75.7
E00165723,19,81
E00165724,14.1,85.9
E00165725,14,86
E00165730,18,82
E00165731,17.6,82.4
E00176603,4.7,95.3
E00176604,8.2,91.8
E00176605,11.5,88.5
E00176606,8.3,91.7
E00176607,7.7,92.3
E00176608,4.8,95.2
E00176666,17.4,82.6
E00176667,19.3,80.7
E00176703,28.8,71.2
E00176705,12,88
E00176719,12.3,87.7
E00176720,17.1,82.9
E00176721,13.2,86.8
E00176722,34.6,65.4
E00176723,19.1,80.9
E00185146,17.3,82.7
E00185151,18.1,81.9
E00185158,25.2,74.8
E00185164,20.9,79.1
E00185168,21.5,78.5
E00185172,14.9,85.1
E00185174,16.4,83.6
E00185177,22.6,77.4
