geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00033025,36.4,43.2,6.8,13.6
E00033026,40,45.9,1.2,12.9
E00033027,32.8,15.6,9.7,41.9
E00033029,32.1,39.6,4.7,23.6
E00033030,53.3,28.6,4.8,13.3
E00033031,48,39.2,2.4,10.4
E00033033,3.4,18.6,18.1,59.9
E00033034,13.4,30.2,4.7,51.7
E00033035,21.1,15.8,40.8,22.4
E00033036,7.4,14.1,38.5,40
E00033037,41.9,19.4,1.3,37.4
E00033038,15.4,21.5,26.9,36.2
E00033040,24.8,32.2,24,19
E00033041,49.5,45.9,0,4.6
E00033042,43.1,38.2,1,17.6
E00033043,41.4,37.4,2,19.2
E00033044,46.1,44.9,2.2,6.7
E00033045,0,0.8,93.4,5.8
E00033046,63.6,5.3,7.6,23.5
E00033047,54.1,37.6,0.9,7.3
E00033048,51,39.8,1,8.2
E00033049,22,44,0,34
E00033050,57.1,36.9,0,6
E00033051,19,21.2,3.6,56.2
E00033052,28.9,37.5,6.3,27.3
E00033053,20.4,50.4,6.2,23
E00033054,13.5,14.9,67.6,4.1
E00033055,37.8,45.6,2.2,14.4
E00033056,39.2,44.2,0.8,15.8
E00033057,32.8,41.2,7.6,18.3
E00033059,29.4,18.9,36.4,15.4
E00033060,56.3,22.7,5,16
E00033061,49.5,38.5,2.2,9.9
E00033062,47.7,45.8,0,6.5
E00033063,66.3,28.7,3,2
E00033064,48,34.7,6.1,11.2
E00033065,46.4,43.2,3.2,7.2
E00033068,11.2,22.5,2.2,64
E00033071,19.5,17.2,17.8,45.4
E00033072,4,10.7,23.7,61.6
E00033073,4.8,8.3,32.1,54.8
E00033074,2.6,10.5,67.1,19.7
E00033075,0.7,8.2,75.4,15.7
E00033076,44,28.5,0,27.5
E00033077,16.5,14.7,32.9,35.9
E00033078,29.5,25,19.9,25.6
E00033079,22,30,30,18
E00033080,4,4,80.8,11.2
E00033081,19.7,50.4,4.4,25.5
E00033095,48.1,37.2,3.2,11.5
E00033112,54.8,42.6,0.9,1.7
E00033371,51.3,31.3,0,17.4
E00033383,44.2,38.3,0,17.5
E00033384,44,45.4,0,10.6
E00033385,30.3,36.1,5.2,28.4
E00033581,13.7,11.7,46.8,27.8
E00033582,19.2,12.3,54.6,13.8
E00033583,37.9,32,1,29.1
E00033584,40.7,36.3,0.9,22.1
E00033585,34.1,33.3,0.7,31.9
E00033586,19.4,40.3,23.1,17.2
E00033587,50.3,20.4,24.5,4.8
E00033592,5.2,6.9,81,6.9
E00033593,18.4,23.3,22.3,35.9
E00033594,5.1,10.9,75.2,8.8
